 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  29. 3.2022    Time:  17:27:42
 Units: L = cm   , T = days , M = mg   



                               Node(  1)                                 Node(  8)                                 Node( 14)

         time            h        theta    Flux     Conc              h        theta    Flux     Conc              h        theta    Flux     Conc     
          0.0100     -222.42  0.2785  0.2476E-01  0.1023E-02       -202.27  0.2857 -0.9634E-01  0.9592E-03       -185.84  0.2920 -0.1286E+00  0.8833E-03
          0.0200     -222.55  0.2784  0.1518E-01  0.1023E-02       -202.38  0.2857 -0.9087E-01  0.9592E-03       -185.88  0.2920 -0.1236E+00  0.8833E-03
          0.0330     -222.66  0.2784 -0.6744E-02  0.1023E-02       -202.54  0.2856 -0.8442E-01  0.9592E-03       -185.94  0.2920 -0.1165E+00  0.8833E-03
          0.0499     -222.55  0.2784 -0.5102E-01  0.1022E-02       -202.70  0.2856 -0.8123E-01  0.9592E-03       -186.01  0.2919 -0.1088E+00  0.8833E-03
          0.0719     -221.99  0.2786 -0.1344E+00  0.1022E-02       -202.82  0.2855 -0.8671E-01  0.9592E-03       -186.10  0.2919 -0.1016E+00  0.8833E-03
          0.1004     -220.47  0.2792 -0.2840E+00  0.1021E-02       -202.75  0.2856 -0.1135E+00  0.9592E-03       -186.17  0.2919 -0.9994E-01  0.8833E-03
          0.1376     -217.11  0.2803 -0.5404E+00  0.1020E-02       -202.14  0.2858 -0.1849E+00  0.9593E-03       -186.08  0.2919 -0.1148E+00  0.8833E-03
          0.1858     -210.55  0.2827 -0.9564E+00  0.1019E-02       -200.24  0.2864 -0.3423E+00  0.9594E-03       -185.53  0.2921 -0.1703E+00  0.8833E-03
          0.2358     -201.93  0.2858 -0.1448E+01  0.1017E-02       -197.00  0.2876 -0.5727E+00  0.9596E-03       -184.34  0.2926 -0.2713E+00  0.8833E-03
          0.2858     -192.55  0.2892 -0.1910E+01  0.1016E-02       -192.62  0.2892 -0.8574E+00  0.9598E-03       -182.45  0.2934 -0.4147E+00  0.8833E-03
          0.3358     -184.65  0.2926 -0.2287E+01  0.1015E-02       -188.03  0.2911 -0.1150E+01  0.9600E-03       -180.11  0.2944 -0.5792E+00  0.8834E-03
          0.3858     -177.66  0.2955 -0.2599E+01  0.1014E-02       -183.34  0.2930 -0.1433E+01  0.9603E-03       -177.51  0.2955 -0.7557E+00  0.8834E-03
          0.4358     -171.74  0.2979 -0.2815E+01  0.1014E-02       -178.76  0.2950 -0.1689E+01  0.9604E-03       -174.67  0.2967 -0.9344E+00  0.8835E-03
          0.4858     -167.10  0.2999 -0.2915E+01  0.1014E-02       -174.52  0.2967 -0.1890E+01  0.9606E-03       -171.72  0.2979 -0.1102E+01  0.8835E-03
          0.5358     -163.87  0.3012 -0.2887E+01  0.1013E-02       -170.81  0.2983 -0.2017E+01  0.9606E-03       -168.76  0.2991 -0.1244E+01  0.8836E-03
          0.5858     -162.10  0.3020 -0.2735E+01  0.1014E-02       -167.78  0.2996 -0.2060E+01  0.9606E-03       -165.94  0.3003 -0.1350E+01  0.8836E-03
          0.6358     -161.79  0.3021 -0.2474E+01  0.1014E-02       -165.49  0.3005 -0.2020E+01  0.9606E-03       -163.36  0.3014 -0.1414E+01  0.8836E-03
          0.6858     -162.79  0.3017 -0.2130E+01  0.1015E-02       -163.96  0.3012 -0.1906E+01  0.9604E-03       -161.12  0.3023 -0.1434E+01  0.8836E-03
          0.7358     -164.91  0.3008 -0.1736E+01  0.1015E-02       -163.14  0.3015 -0.1735E+01  0.9603E-03       -159.26  0.3031 -0.1413E+01  0.8836E-03
          0.7858     -168.63  0.2993 -0.1230E+01  0.1017E-02       -163.13  0.3015 -0.1497E+01  0.9601E-03       -157.86  0.3037 -0.1350E+01  0.8835E-03
          0.8358     -173.42  0.2972 -0.7602E+00  0.1018E-02       -164.27  0.3010 -0.1230E+01  0.9599E-03       -157.34  0.3039 -0.1232E+01  0.8835E-03
          0.8858     -178.71  0.2950 -0.3713E+00  0.1019E-02       -166.14  0.3003 -0.9631E+00  0.9598E-03       -157.49  0.3039 -0.1083E+01  0.8835E-03
          0.9358     -183.86  0.2928 -0.1020E+00  0.1020E-02       -168.46  0.2993 -0.7294E+00  0.9596E-03       -158.16  0.3036 -0.9254E+00  0.8835E-03
          0.9679     -186.80  0.2916 -0.4855E-02  0.1020E-02       -169.99  0.2986 -0.6016E+00  0.9596E-03       -158.73  0.3033 -0.8270E+00  0.8835E-03
          1.0000     -189.21  0.2906  0.2795E-01  0.1020E-02       -171.52  0.2980 -0.5027E+00  0.9595E-03       -159.43  0.3030 -0.7373E+00  0.8835E-03
end
