 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  29. 3.2022    Time:  17:26: 1
 Units: L = cm   , T = days , M = mg   



                               Node(  1)                                 Node(  8)                                 Node( 14)

         time            h        theta    Flux     Conc              h        theta    Flux     Conc              h        theta    Flux     Conc     
          0.0100     -179.16  0.2948  0.7315E-01  0.9750E-03       -160.68  0.3025 -0.4920E+00  0.9284E-03       -148.12  0.3079 -0.8196E+00  0.8834E-03
          0.0230     -179.97  0.2944  0.7314E-01  0.9753E-03       -161.30  0.3022 -0.4635E+00  0.9284E-03       -148.51  0.3077 -0.7867E+00  0.8833E-03
          0.0399     -181.07  0.2940  0.7315E-01  0.9753E-03       -162.17  0.3019 -0.4273E+00  0.9284E-03       -149.09  0.3075 -0.7450E+00  0.8833E-03
          0.0619     -182.31  0.2935  0.7314E-01  0.9753E-03       -163.20  0.3014 -0.3903E+00  0.9283E-03       -149.82  0.3071 -0.6977E+00  0.8833E-03
          0.0904     -183.82  0.2928  0.7315E-01  0.9753E-03       -164.49  0.3009 -0.3514E+00  0.9283E-03       -150.76  0.3067 -0.6424E+00  0.8833E-03
          0.1276     -185.56  0.2921  0.7314E-01  0.9754E-03       -166.01  0.3003 -0.3116E+00  0.9283E-03       -151.91  0.3062 -0.5838E+00  0.8833E-03
          0.1758     -187.59  0.2913  0.7315E-01  0.9754E-03       -167.83  0.2995 -0.2717E+00  0.9283E-03       -153.34  0.3056 -0.5216E+00  0.8833E-03
          0.2386     -189.93  0.2903  0.7314E-01  0.9755E-03       -169.93  0.2986 -0.2317E+00  0.9283E-03       -155.05  0.3048 -0.4579E+00  0.8833E-03
          0.3232     -196.38  0.2880  0.3719E+00  0.9794E-03       -173.53  0.2972 -0.8592E-01  0.9282E-03       -157.56  0.3038 -0.3444E+00  0.8833E-03
          0.4360     -208.15  0.2837  0.7712E+00  0.9841E-03       -179.98  0.2945  0.1855E+00  0.9286E-03       -161.76  0.3021 -0.1364E+00  0.8834E-03
          0.5770     -217.43  0.2801  0.7419E+00  0.9843E-03       -187.25  0.2914  0.3494E+00  0.9287E-03       -166.99  0.2999  0.5579E-01  0.8833E-03
          0.7885     -213.69  0.2816  0.7314E-01  0.9780E-03       -190.66  0.2900  0.1533E+00  0.9284E-03       -171.32  0.2980  0.5191E-01  0.8833E-03
          1.0000     -214.14  0.2816  0.7314E-01  0.9780E-03       -191.91  0.2894  0.6100E-01  0.9285E-03       -173.52  0.2971 -0.4582E-02  0.8833E-03
end
