 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  29. 3.2022    Time:  17:28:20
 Units: L = cm   , T = days , M = mg   

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

       0.0100  0.41018E-01  0.23268E-01  0.41015E-01  0.23242E-01  0.17523E+01  0.41018E-03  0.23268E-03  0.41015E-03  0.23242E-03  0.17523E-01 -0.11127E+03 -0.68561E+02  0.19640E+03  0.00000E+00  0.00000E+00  0.10913E+03  0.19733E-04  0.42988E-03      1  0.00000E+00      0.000
       0.0200  0.35106E-01  0.23268E-01  0.35108E-01  0.23242E-01  0.15428E+01  0.76124E-03  0.46535E-03  0.76123E-03  0.46485E-03  0.32951E-01 -0.11141E+03 -0.68371E+02  0.19640E+03  0.00000E+00  0.00000E+00  0.10914E+03  0.98585E-04  0.85981E-03      2  0.00000E+00      0.000
       0.0330  0.21572E-01  0.23268E-01  0.21570E-01  0.23242E-01  0.13332E+01  0.10417E-02  0.76783E-03  0.10416E-02  0.76700E-03  0.50283E-01 -0.11154E+03 -0.68059E+02  0.19640E+03  0.00000E+00  0.00000E+00  0.10916E+03  0.37703E-03  0.14187E-02      3  0.00000E+00      0.000
       0.0499 -0.57582E-02  0.23268E-01 -0.57558E-02  0.23243E-01  0.11763E+01  0.94437E-03  0.11611E-02  0.94436E-03  0.11598E-02  0.70162E-01 -0.11153E+03 -0.67651E+02  0.19640E+03  0.00000E+00  0.00000E+00  0.10918E+03  0.12009E-02  0.21452E-02      4  0.00000E+00      0.000
       0.0719 -0.57247E-01  0.23268E-01 -0.57246E-01  0.23243E-01  0.10330E+01 -0.31335E-03  0.16722E-02 -0.31334E-03  0.16704E-02  0.92857E-01 -0.11127E+03 -0.67129E+02  0.19640E+03  0.00000E+00  0.00000E+00  0.10920E+03  0.34031E-02  0.30897E-02      5  0.00000E+00      0.000
       0.1004 -0.14959E+00  0.23268E-01 -0.14958E+00  0.23243E-01  0.90259E+00 -0.45857E-02  0.23368E-02 -0.45856E-02  0.23343E-02  0.11864E+00 -0.11055E+03 -0.66466E+02  0.19640E+03  0.00000E+00  0.00000E+00  0.10923E+03  0.89032E-02  0.43176E-02      6  0.00000E+00      0.000
       0.1376 -0.30785E+00  0.23268E-01 -0.30784E+00  0.23244E-01  0.77305E+00 -0.16016E-01  0.32007E-02 -0.16016E-01  0.31973E-02  0.14734E+00 -0.10913E+03 -0.65580E+02  0.19640E+03  0.00000E+00  0.00000E+00  0.10927E+03  0.21929E-01  0.59138E-02      7  0.00000E+00      0.000
       0.1858 -0.56464E+00  0.23268E-01 -0.56465E+00  0.23246E-01  0.62494E+00 -0.43270E-01  0.43238E-02 -0.43270E-01  0.43194E-02  0.17750E+00 -0.10669E+03 -0.64312E+02  0.19640E+03  0.00000E+00  0.00000E+00  0.10933E+03  0.51259E-01  0.79890E-02      8  0.00000E+00      0.000
