 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  28. 3.2022    Time:   8:58: 7
 Units: L = cm   , T = days , M = mg   



                               Node(  1)                                 Node(  8)                                 Node( 14)

         time            h        theta    Flux     Conc              h        theta    Flux     Conc              h        theta    Flux     Conc     
          0.0100     -272.57  0.2623  0.2837E-01  0.1020E-02       -249.60  0.2692  0.1165E+00  0.9642E-03       -228.00  0.2765  0.2036E+00  0.8842E-03
          0.0230     -272.50  0.2623  0.2837E-01  0.1020E-02       -249.51  0.2692  0.1158E+00  0.9642E-03       -227.95  0.2765  0.2013E+00  0.8842E-03
          0.0399     -272.39  0.2624  0.2837E-01  0.1020E-02       -249.39  0.2692  0.1148E+00  0.9642E-03       -227.89  0.2765  0.1980E+00  0.8842E-03
          0.0619     -272.23  0.2624  0.2837E-01  0.1020E-02       -249.25  0.2693  0.1135E+00  0.9642E-03       -227.80  0.2765  0.1943E+00  0.8842E-03
          0.0904     -272.04  0.2625  0.2837E-01  0.1020E-02       -249.08  0.2693  0.1116E+00  0.9642E-03       -227.71  0.2766  0.1900E+00  0.8842E-03
          0.1276     -271.80  0.2625  0.2837E-01  0.1020E-02       -248.88  0.2694  0.1090E+00  0.9642E-03       -227.59  0.2766  0.1851E+00  0.8842E-03
          0.1758     -271.50  0.2626  0.2837E-01  0.1020E-02       -248.64  0.2694  0.1058E+00  0.9642E-03       -227.46  0.2767  0.1794E+00  0.8842E-03
          0.2386     -271.16  0.2627  0.2837E-01  0.1020E-02       -248.36  0.2695  0.1019E+00  0.9642E-03       -227.31  0.2767  0.1726E+00  0.8842E-03
          0.3232     -273.32  0.2622  0.1443E+00  0.1022E-02       -248.58  0.2695  0.1260E+00  0.9642E-03       -227.28  0.2767  0.1738E+00  0.8842E-03
          0.4360     -281.07  0.2599  0.2991E+00  0.1024E-02       -253.56  0.2681  0.1903E+00  0.9644E-03       -230.52  0.2757  0.2430E+00  0.8843E-03
          0.5770     -292.01  0.2566  0.2878E+00  0.1024E-02       -264.33  0.2649  0.2335E+00  0.9645E-03       -238.48  0.2728  0.3704E+00  0.8844E-03
          0.7885     -296.39  0.2549  0.2837E-01  0.1021E-02       -273.79  0.2618  0.1872E+00  0.9643E-03       -247.07  0.2698  0.4296E+00  0.8844E-03
          1.0000     -294.17  0.2559  0.2837E-01  0.1021E-02       -269.50  0.2632  0.1928E+00  0.9641E-03       -244.35  0.2707  0.3426E+00  0.8842E-03
end
