 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  27. 3.2022    Time:  16:26:31
 Units: L = cm   , T = days , M = mg   



                               Node(  1)                                 Node(  8)                                 Node( 14)

         time            h        theta    Flux     Conc              h        theta    Flux     Conc              h        theta    Flux     Conc     
          0.0100     -195.75  0.2881  0.1695E-01  0.1028E-02       -176.60  0.2959 -0.2610E+00  0.9627E-03       -161.73  0.3021 -0.3633E+00  0.8833E-03
          0.0230     -196.20  0.2879  0.1695E-01  0.1028E-02       -176.89  0.2957 -0.2427E+00  0.9626E-03       -161.85  0.3020 -0.3458E+00  0.8834E-03
          0.0399     -196.80  0.2877  0.1695E-01  0.1028E-02       -177.31  0.2956 -0.2193E+00  0.9626E-03       -162.04  0.3019 -0.3218E+00  0.8833E-03
          0.0619     -197.46  0.2875  0.1696E-01  0.1028E-02       -177.80  0.2954 -0.1958E+00  0.9626E-03       -162.28  0.3018 -0.2952E+00  0.8834E-03
          0.0904     -198.25  0.2872  0.1695E-01  0.1028E-02       -178.40  0.2951 -0.1703E+00  0.9626E-03       -162.61  0.3017 -0.2651E+00  0.8833E-03
          0.1276     -199.14  0.2869  0.1695E-01  0.1028E-02       -179.11  0.2948 -0.1453E+00  0.9626E-03       -163.04  0.3015 -0.2338E+00  0.8833E-03
          0.1758     -200.14  0.2865  0.1695E-01  0.1028E-02       -179.94  0.2945 -0.1216E+00  0.9626E-03       -163.59  0.3013 -0.2026E+00  0.8833E-03
          0.2386     -201.25  0.2861  0.1695E-01  0.1028E-02       -180.90  0.2941 -0.9968E-01  0.9626E-03       -164.30  0.3010 -0.1730E+00  0.8833E-03
          0.3232     -203.48  0.2853  0.8620E-01  0.1029E-02       -182.32  0.2935 -0.5604E-01  0.9625E-03       -165.31  0.3006 -0.1345E+00  0.8833E-03
          0.4360     -208.11  0.2837  0.1787E+00  0.1030E-02       -185.85  0.2921  0.1828E-01  0.9627E-03       -167.97  0.2995 -0.4054E-01  0.8834E-03
          0.5770     -214.11  0.2815  0.1720E+00  0.1031E-02       -191.62  0.2896  0.8266E-01  0.9627E-03       -172.59  0.2976  0.9005E-01  0.8834E-03
          0.7885     -217.82  0.2800  0.1695E-01  0.1029E-02       -196.77  0.2876  0.6744E-01  0.9626E-03       -177.30  0.2955  0.1555E+00  0.8834E-03
          1.0000     -217.58  0.2801  0.1695E-01  0.1029E-02       -196.01  0.2878  0.5734E-01  0.9626E-03       -177.04  0.2955  0.9429E-01  0.8833E-03
end
