 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  28. 3.2022    Time:   8:57:27
 Units: L = cm   , T = days , M = mg   


 Time:        0.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp   Conc(1..NS) Sorb(1...NS)
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]      [M/L*3]

   1     0.0000     -87.311 0.3370   0.5963E+01  0.4971E-03  0.2445E-01  0.0000E+00      -1   0.563E-03   20.00  0.9419E-03  0.1130E+00
   2    -3.0000     -84.299 0.3385   0.6269E+01  0.4970E-03  0.6877E-02  0.0000E+00      -1   0.158E-03   20.00  0.9515E-03  0.1142E+00
   3    -6.0000     -81.304 0.3400   0.6573E+01  0.4969E-03 -0.2664E-01  0.0000E+00      -1  -0.613E-03   20.00  0.9466E-03  0.1136E+00
   4    -9.0000     -78.323 0.3415   0.6876E+01  0.4967E-03 -0.5881E-01  0.2639E-03      -1  -0.135E-02   20.00  0.9385E-03  0.1126E+00
   5   -12.0000     -75.355 0.3430   0.7191E+01  0.4963E-03 -0.8937E-01  0.2639E-03      -1  -0.206E-02   20.00  0.9326E-03  0.1119E+00
   6   -15.0000     -72.397 0.3444   0.7625E+01  0.4932E-03 -0.1172E+00  0.2640E-03      -1  -0.270E-02   20.00  0.9273E-03  0.1113E+00
   7   -18.0000     -69.447 0.3459   0.8058E+01  0.4901E-03 -0.1453E+00  0.2640E-03      -1  -0.334E-02   20.00  0.9198E-03  0.1104E+00
   8   -21.0000     -66.505 0.3473   0.8489E+01  0.4870E-03 -0.1743E+00  0.2640E-03      -1  -0.401E-02   20.00  0.9101E-03  0.1092E+00
   9   -24.0000     -63.570 0.3487   0.8920E+01  0.4839E-03 -0.2009E+00  0.2613E-03      -1  -0.462E-02   20.00  0.9010E-03  0.1081E+00
  10   -27.0000     -60.640 0.3502   0.9350E+01  0.4808E-03 -0.2269E+00  0.2475E-03      -1  -0.522E-02   20.00  0.8935E-03  0.1072E+00
  11   -30.0000     -57.715 0.3516   0.9899E+01  0.4750E-03 -0.2511E+00  0.2338E-03      -1  -0.578E-02   20.00  0.8885E-03  0.1066E+00
  12   -33.0000     -54.792 0.3529   0.1049E+02  0.4685E-03 -0.2745E+00  0.2201E-03      -1  -0.632E-02   20.00  0.8851E-03  0.1062E+00
  13   -36.0000     -51.872 0.3543   0.1107E+02  0.4620E-03 -0.2971E+00  0.2063E-03      -1  -0.684E-02   20.00  0.8835E-03  0.1060E+00
  14   -39.0000     -48.953 0.3557   0.1166E+02  0.4554E-03 -0.3174E+00  0.1926E-03      -1  -0.730E-02   20.00  0.8833E-03  0.1060E+00
  15   -42.0000     -46.035 0.3570   0.1233E+02  0.4470E-03 -0.3398E+00  0.1788E-03      -1  -0.782E-02   20.00  0.8833E-03  0.1060E+00
  16   -45.0000     -43.118 0.3583   0.1310E+02  0.4368E-03 -0.3579E+00  0.1651E-03      -1  -0.823E-02   20.00  0.8833E-03  0.1060E+00
  17   -48.0000     -40.199 0.3595   0.1386E+02  0.4265E-03 -0.3769E+00  0.1513E-03      -1  -0.867E-02   20.00  0.8833E-03  0.1060E+00
  18   -51.0000     -37.281 0.3608   0.1466E+02  0.4158E-03 -0.3967E+00  0.1376E-03      -1  -0.913E-02   20.00  0.8833E-03  0.1060E+00
  19   -54.0000     -34.361 0.3619   0.1562E+02  0.4016E-03 -0.4112E+00  0.1238E-03      -1  -0.946E-02   20.00  0.8833E-03  0.1060E+00
  20   -57.0000     -31.439 0.3631   0.1659E+02  0.3875E-03 -0.4262E+00  0.1101E-03      -1  -0.981E-02   20.00  0.8833E-03  0.1060E+00
  21   -60.0000     -28.515 0.3642   0.1765E+02  0.3716E-03 -0.4419E+00  0.9630E-04      -1  -0.102E-01   20.00  0.8833E-03  0.1060E+00
  22   -63.0000     -25.589 0.3653   0.1884E+02  0.3536E-03 -0.4556E+00  0.8254E-04      -1  -0.105E-01   20.00  0.8833E-03  0.1060E+00
  23   -66.0000     -22.660 0.3663   0.2011E+02  0.3343E-03 -0.4665E+00  0.6879E-04      -1  -0.107E-01   20.00  0.8833E-03  0.1060E+00
  24   -69.0000     -19.728 0.3673   0.2154E+02  0.3123E-03 -0.4781E+00  0.5503E-04      -1  -0.110E-01   20.00  0.8833E-03  0.1060E+00
  25   -72.0000     -16.793 0.3681   0.2314E+02  0.2877E-03 -0.4904E+00  0.4127E-04      -1  -0.113E-01   20.00  0.8833E-03  0.1060E+00
  26   -75.0000     -13.855 0.3690   0.2493E+02  0.2604E-03 -0.5036E+00  0.2752E-04      -1  -0.116E-01   20.00  0.8833E-03  0.1060E+00
  27   -78.0000     -10.914 0.3697   0.2699E+02  0.2292E-03 -0.5091E+00  0.1376E-04      -1  -0.117E-01   20.00  0.8833E-03  0.1060E+00
  28   -81.0000      -7.968 0.3703   0.2942E+02  0.1929E-03 -0.5167E+00  0.0000E+00      -1  -0.119E-01   20.00  0.8833E-03  0.1060E+00
  29   -84.0000      -5.019 0.3708   0.3243E+02  0.1490E-03 -0.5218E+00  0.0000E+00      -1  -0.120E-01   20.00  0.8833E-03  0.1060E+00
  30   -87.0000      -2.064 0.3712   0.3663E+02  0.9005E-04 -0.5260E+00  0.0000E+00      -1  -0.121E-01   20.00  0.8833E-03  0.1060E+00
  31   -90.0000       0.896 0.3713   0.4346E+02  0.0000E+00 -0.5278E+00  0.0000E+00      -1  -0.121E-01   20.00  0.8833E-03  0.1060E+00
  32   -93.0000       3.860 0.3713   0.4346E+02  0.0000E+00 -0.5215E+00  0.0000E+00      -1  -0.120E-01   20.00  0.8833E-03  0.1060E+00
  33   -96.0000       6.824 0.3713   0.4346E+02  0.0000E+00 -0.5288E+00  0.0000E+00      -1  -0.122E-01   20.00  0.8833E-03  0.1060E+00
  34   -99.0000       9.787 0.3713   0.4346E+02  0.0000E+00 -0.5288E+00  0.0000E+00      -1  -0.122E-01   20.00  0.8833E-03  0.1060E+00
  35  -102.0000      12.751 0.3713   0.4346E+02  0.0000E+00 -0.5288E+00  0.0000E+00      -1  -0.122E-01   20.00  0.8833E-03  0.1060E+00
  36  -105.0000      15.714 0.3713   0.4346E+02  0.0000E+00 -0.5288E+00  0.0000E+00      -1  -0.122E-01   20.00  0.8833E-03  0.1060E+00
  37  -108.0000      18.678 0.3713   0.4346E+02  0.0000E+00 -0.5215E+00  0.0000E+00      -1  -0.120E-01   20.00  0.8833E-03  0.1060E+00
  38  -111.0000      21.642 0.3713   0.4346E+02  0.0000E+00 -0.5288E+00  0.0000E+00      -1  -0.122E-01   20.00  0.8833E-03  0.1060E+00
  39  -114.0000      24.605 0.3713   0.4346E+02  0.0000E+00 -0.5288E+00  0.0000E+00      -1  -0.122E-01   20.00  0.8833E-03  0.1060E+00
  40  -117.0000      27.569 0.3713   0.4346E+02  0.0000E+00 -0.5215E+00  0.0000E+00      -1  -0.120E-01   20.00  0.8833E-03  0.1060E+00
  41  -120.0000      30.533 0.3713   0.4346E+02  0.0000E+00 -0.5288E+00  0.0000E+00      -1  -0.122E-01   20.00  0.8833E-03  0.1060E+00
  42  -123.0000      33.496 0.3713   0.4346E+02  0.0000E+00 -0.5288E+00  0.0000E+00      -1  -0.122E-01   20.00  0.8833E-03  0.1060E+00
  43  -126.0000      36.460 0.3713   0.4346E+02  0.0000E+00 -0.5288E+00  0.0000E+00      -1  -0.122E-01   20.00  0.8833E-03  0.1060E+00
  44  -129.0000      39.423 0.3713   0.4346E+02  0.0000E+00 -0.5288E+00  0.0000E+00      -1  -0.122E-01   20.00  0.8833E-03  0.1060E+00
  45  -132.0000      42.387 0.3713   0.4346E+02  0.0000E+00 -0.5215E+00  0.0000E+00      -1  -0.120E-01   20.00  0.8833E-03  0.1060E+00
  46  -135.0000      45.351 0.3713   0.4346E+02  0.0000E+00 -0.5288E+00  0.0000E+00      -1  -0.122E-01   20.00  0.8833E-03  0.1060E+00
  47  -138.0000      48.314 0.3713   0.4346E+02  0.0000E+00 -0.5288E+00  0.0000E+00      -1  -0.122E-01   20.00  0.8833E-03  0.1060E+00
  48  -141.0000      51.278 0.3713   0.4346E+02  0.0000E+00 -0.5288E+00  0.0000E+00      -1  -0.122E-01   20.00  0.8833E-03  0.1060E+00
  49  -144.0000      54.241 0.3713   0.4346E+02  0.0000E+00 -0.5288E+00  0.0000E+00      -1  -0.122E-01   20.00  0.8833E-03  0.1060E+00
  50  -147.0000      57.205 0.3713   0.4346E+02  0.0000E+00 -0.5216E+00  0.0000E+00      -1  -0.120E-01   20.00  0.8833E-03  0.1060E+00
  51  -150.0000      60.169 0.3713   0.4346E+02  0.0000E+00 -0.5288E+00  0.0000E+00      -1  -0.122E-01   20.00  0.8833E-03  0.1060E+00
  52  -153.0000      63.132 0.3713   0.4346E+02  0.0000E+00 -0.5288E+00  0.0000E+00      -1  -0.122E-01   20.00  0.8833E-03  0.1060E+00
  53  -156.0000      66.096 0.3713   0.4346E+02  0.0000E+00 -0.5216E+00  0.0000E+00      -1  -0.120E-01   20.00  0.8833E-03  0.1060E+00
  54  -159.0000      69.060 0.3713   0.4346E+02  0.0000E+00 -0.5288E+00  0.0000E+00      -1  -0.122E-01   20.00  0.8833E-03  0.1060E+00
  55  -162.0000      72.023 0.3713   0.4346E+02  0.0000E+00 -0.5288E+00  0.0000E+00      -1  -0.122E-01   20.00  0.8833E-03  0.1060E+00
  56  -165.0000      74.987 0.3713   0.4346E+02  0.0000E+00 -0.5288E+00  0.0000E+00      -1  -0.122E-01   20.00  0.8833E-03  0.1060E+00
  57  -168.0000      77.950 0.3713   0.4346E+02  0.0000E+00 -0.5288E+00  0.0000E+00      -1  -0.122E-01   20.00  0.8833E-03  0.1060E+00
  58  -171.0000      80.914 0.3713   0.4346E+02  0.0000E+00 -0.5215E+00  0.0000E+00      -1  -0.120E-01   20.00  0.8833E-03  0.1060E+00
  59  -174.0000      83.878 0.3713   0.4346E+02  0.0000E+00 -0.5288E+00  0.0000E+00      -1  -0.122E-01   20.00  0.8833E-03  0.1060E+00
  60  -177.0000      86.841 0.3713   0.4346E+02  0.0000E+00 -0.5288E+00  0.0000E+00      -1  -0.122E-01   20.00  0.8833E-03  0.1060E+00
  61  -180.0000      89.805 0.3713   0.4346E+02  0.0000E+00 -0.5288E+00  0.0000E+00      -1  -0.122E-01   20.00  0.8833E-03  0.1060E+00
  62  -183.0000      92.768 0.3713   0.4346E+02  0.0000E+00 -0.5288E+00  0.0000E+00      -1  -0.122E-01   20.00  0.8833E-03  0.1060E+00
  63  -186.0000      95.732 0.3713   0.4346E+02  0.0000E+00 -0.5215E+00  0.0000E+00      -1  -0.120E-01   20.00  0.8833E-03  0.1060E+00
  64  -189.0000      98.696 0.3713   0.4346E+02  0.0000E+00 -0.5288E+00  0.0000E+00      -1  -0.122E-01   20.00  0.8833E-03  0.1060E+00
  65  -192.0000     101.659 0.3713   0.4346E+02  0.0000E+00 -0.5288E+00  0.0000E+00      -1  -0.122E-01   20.00  0.8833E-03  0.1060E+00
  66  -195.0000     104.623 0.3713   0.4346E+02  0.0000E+00 -0.5215E+00  0.0000E+00      -1  -0.120E-01   20.00  0.8833E-03  0.1060E+00
  67  -198.0000     107.587 0.3713   0.4346E+02  0.0000E+00 -0.5288E+00  0.0000E+00      -1  -0.122E-01   20.00  0.8833E-03  0.1060E+00
  68  -201.0000     110.550 0.3713   0.4346E+02  0.0000E+00 -0.5288E+00  0.0000E+00      -1  -0.122E-01   20.00  0.8833E-03  0.1060E+00
  69  -204.0000     113.514 0.3713   0.4346E+02  0.0000E+00 -0.5288E+00  0.0000E+00      -1  -0.122E-01   20.00  0.8833E-03  0.1060E+00
