 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  28. 3.2022    Time:   8:57:27
 Units: L = cm   , T = days , M = mg   

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

       0.0100  0.22936E-01  0.11804E-01  0.22931E-01  0.11799E-01  0.12001E+01  0.22936E-03  0.11804E-03  0.22931E-03  0.11799E-03  0.12001E-01 -0.87460E+02 -0.44100E+02  0.21901E+03  0.00000E+00  0.00000E+00  0.11012E+03  0.22693E-04  0.25200E-03      1  0.00000E+00      0.000
       0.0200  0.16137E-01  0.11804E-01  0.16138E-01  0.11799E-01  0.10679E+01  0.39073E-03  0.23608E-03  0.39068E-03  0.23599E-03  0.22681E-01 -0.87502E+02 -0.43760E+02  0.21901E+03  0.00000E+00  0.00000E+00  0.11013E+03  0.11337E-03  0.50405E-03      2  0.00000E+00      0.000
       0.0330  0.57303E-03  0.11804E-01  0.56517E-03  0.11799E-01  0.93752E+00  0.39817E-03  0.38954E-03  0.39803E-03  0.38938E-03  0.34869E-01 -0.87443E+02 -0.43323E+02  0.21901E+03  0.00000E+00  0.00000E+00  0.11014E+03  0.43359E-03  0.83162E-03      3  0.00000E+00      0.000
       0.0499 -0.30857E-01  0.11804E-01 -0.30857E-01  0.11799E-01  0.83937E+00 -0.12331E-03  0.58903E-03 -0.12346E-03  0.58879E-03  0.49054E-01 -0.87162E+02 -0.42865E+02  0.21901E+03  0.00000E+00  0.00000E+00  0.11015E+03  0.13810E-02  0.12576E-02      4  0.00000E+00      0.000
       0.0719 -0.90069E-01  0.11804E-01 -0.90069E-01  0.11800E-01  0.74254E+00 -0.21021E-02  0.84836E-03 -0.21023E-02  0.84803E-03  0.65367E-01 -0.86585E+02 -0.42322E+02  0.21901E+03  0.00000E+00  0.00000E+00  0.11017E+03  0.39136E-02  0.18113E-02      5  0.00000E+00      0.000
       0.1004 -0.19626E+00  0.11804E-01 -0.19627E+00  0.11800E-01  0.64174E+00 -0.77075E-02  0.11855E-02 -0.77079E-02  0.11850E-02  0.83696E-01 -0.85604E+02 -0.41652E+02  0.21901E+03  0.00000E+00  0.00000E+00  0.11020E+03  0.10239E-01  0.25312E-02      6  0.00000E+00      0.000
       0.1376 -0.37826E+00  0.11804E-01 -0.37826E+00  0.11800E-01  0.51573E+00 -0.21752E-01  0.16238E-02 -0.21752E-01  0.16232E-02  0.10284E+00 -0.84055E+02 -0.40741E+02  0.21901E+03  0.00000E+00  0.00000E+00  0.11023E+03  0.25220E-01  0.34671E-02      7  0.00000E+00      0.000
       0.1858 -0.67357E+00  0.11804E-01 -0.67357E+00  0.11800E-01  0.33579E+00 -0.54264E-01  0.21935E-02 -0.54264E-01  0.21927E-02  0.11905E+00 -0.81661E+02 -0.39401E+02  0.21901E+03  0.00000E+00  0.00000E+00  0.11028E+03  0.58948E-01  0.46836E-02      8  0.00000E+00      0.000
