 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  29. 3.2022    Time:  17:26:46
 Units: L = cm   , T = days , M = mg   

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

       0.0100  0.24930E-01  0.59749E-01  0.24929E-01  0.59143E-01  0.10275E+01  0.24930E-03  0.59749E-03  0.24929E-03  0.59143E-03  0.10275E-01 -0.19696E+03 -0.16697E+03  0.63974E+02  0.00000E+00  0.00000E+00  0.10089E+03  0.53673E-04  0.30297E-03      1  0.00000E+00      0.000
       0.0200  0.88492E-02  0.59749E-01  0.88483E-02  0.59140E-01  0.77659E+00  0.33779E-03  0.11950E-02  0.33778E-03  0.11828E-02  0.18041E-01 -0.19755E+03 -0.16717E+03  0.63974E+02  0.00000E+00  0.00000E+00  0.10089E+03  0.26815E-03  0.60593E-03      2  0.00000E+00      0.000
       0.0330 -0.27963E-01  0.59749E-01 -0.27963E-01  0.59135E-01  0.54348E+00 -0.25724E-04  0.19717E-02 -0.25738E-04  0.19516E-02  0.25106E-01 -0.19827E+03 -0.16747E+03  0.63974E+02  0.00000E+00  0.00000E+00  0.10090E+03  0.10255E-02  0.99979E-03      3  0.00000E+00      0.000
       0.0499 -0.10230E+00  0.59749E-01 -0.10230E+00  0.59129E-01  0.39095E+00 -0.17546E-02  0.29815E-02 -0.17546E-02  0.29509E-02  0.31713E-01 -0.19877E+03 -0.16782E+03  0.63974E+02  0.00000E+00  0.00000E+00  0.10091E+03  0.32664E-02  0.15118E-02      4  0.00000E+00      0.000
       0.0719 -0.24235E+00  0.59749E-01 -0.24235E+00  0.59123E-01  0.25389E+00 -0.70791E-02  0.42942E-02 -0.70790E-02  0.42498E-02  0.37291E-01 -0.19874E+03 -0.16821E+03  0.63974E+02  0.00000E+00  0.00000E+00  0.10092E+03  0.92565E-02  0.21774E-02      5  0.00000E+00      0.000
       0.1004 -0.49351E+00  0.59749E-01 -0.49351E+00  0.59118E-01  0.13573E+00 -0.21174E-01  0.60007E-02 -0.21174E-01  0.59383E-02  0.41168E-01 -0.19743E+03 -0.16855E+03  0.63974E+02  0.00000E+00  0.00000E+00  0.10093E+03  0.24217E-01  0.30428E-02      6  0.00000E+00      0.000
       0.1376 -0.92399E+00  0.59749E-01 -0.92398E+00  0.59119E-01  0.25973E-01 -0.55481E-01  0.82191E-02 -0.55481E-01  0.81333E-02  0.42132E-01 -0.19363E+03 -0.16857E+03  0.63974E+02  0.00000E+00  0.00000E+00  0.10097E+03  0.59649E-01  0.41677E-02      7  0.00000E+00      0.000
       0.1858 -0.16225E+01  0.59749E-01 -0.16225E+01  0.59134E-01 -0.76155E-01 -0.13379E+00  0.11103E-01 -0.13379E+00  0.10988E-01  0.38456E-01 -0.18606E+03 -0.16773E+03  0.63974E+02  0.00000E+00  0.00000E+00  0.10104E+03  0.13942E+00  0.56301E-02      8  0.00000E+00      0.000
