 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  28. 3.2022    Time:   8:57:21
 Units: L = cm   , T = days , M = mg   



                               Node(  1)                                 Node(  8)                                 Node( 14)

         time            h        theta    Flux     Conc              h        theta    Flux     Conc              h        theta    Flux     Conc     
          0.0100     -228.24  0.2764  0.2944E-01  0.9003E-03       -205.44  0.2846  0.1488E+00  0.8833E-03       -184.88  0.2924  0.2222E+00  0.8834E-03
          0.0200     -228.03  0.2765  0.1761E-01  0.9004E-03       -205.34  0.2846  0.1460E+00  0.8834E-03       -184.82  0.2924  0.2198E+00  0.8833E-03
          0.0330     -227.62  0.2766 -0.9452E-02  0.9001E-03       -205.18  0.2847  0.1404E+00  0.8833E-03       -184.73  0.2925  0.2157E+00  0.8833E-03
          0.0499     -226.87  0.2769 -0.6411E-01  0.8996E-03       -204.96  0.2848  0.1297E+00  0.8833E-03       -184.61  0.2925  0.2103E+00  0.8833E-03
          0.0719     -225.42  0.2774 -0.1671E+00  0.8988E-03       -204.57  0.2849  0.1067E+00  0.8833E-03       -184.43  0.2926  0.2012E+00  0.8833E-03
          0.1004     -222.66  0.2784 -0.3518E+00  0.8976E-03       -203.82  0.2852  0.5655E-01  0.8833E-03       -184.12  0.2927  0.1840E+00  0.8833E-03
          0.1376     -217.49  0.2802 -0.6683E+00  0.8957E-03       -202.26  0.2857 -0.4940E-01  0.8833E-03       -183.49  0.2930  0.1458E+00  0.8833E-03
          0.1858     -208.34  0.2835 -0.1182E+01  0.8931E-03       -198.91  0.2869 -0.2637E+00  0.8833E-03       -182.09  0.2935  0.5791E-01  0.8833E-03
          0.2358     -196.88  0.2876 -0.1789E+01  0.8906E-03       -193.95  0.2887 -0.5728E+00  0.8833E-03       -179.85  0.2945 -0.8307E-01  0.8833E-03
          0.2858     -185.62  0.2921 -0.2361E+01  0.8884E-03       -187.92  0.2911 -0.9431E+00  0.8833E-03       -176.76  0.2958 -0.2740E+00  0.8833E-03
          0.3358     -175.87  0.2962 -0.2831E+01  0.8868E-03       -181.30  0.2939 -0.1318E+01  0.8833E-03       -172.93  0.2974 -0.5068E+00  0.8833E-03
          0.3858     -166.75  0.3000 -0.3219E+01  0.8853E-03       -174.30  0.2968 -0.1705E+01  0.8834E-03       -168.54  0.2992 -0.7716E+00  0.8833E-03
          0.4358     -158.85  0.3033 -0.3488E+01  0.8844E-03       -167.42  0.2997 -0.2048E+01  0.8834E-03       -163.75  0.3012 -0.1047E+01  0.8834E-03
          0.4858     -152.34  0.3060 -0.3611E+01  0.8837E-03       -160.99  0.3024 -0.2319E+01  0.8834E-03       -158.82  0.3033 -0.1310E+01  0.8834E-03
          0.5358     -147.79  0.3082 -0.3577E+01  0.8835E-03       -155.39  0.3047 -0.2488E+01  0.8834E-03       -154.07  0.3053 -0.1538E+01  0.8834E-03
          0.5858     -145.25  0.3094 -0.3388E+01  0.8838E-03       -150.97  0.3067 -0.2559E+01  0.8834E-03       -149.84  0.3071 -0.1719E+01  0.8834E-03
          0.6358     -144.40  0.3097 -0.3063E+01  0.8844E-03       -147.85  0.3081 -0.2540E+01  0.8834E-03       -146.13  0.3089 -0.1822E+01  0.8834E-03
          0.6858     -145.06  0.3094 -0.2635E+01  0.8854E-03       -145.80  0.3090 -0.2395E+01  0.8834E-03       -143.04  0.3103 -0.1849E+01  0.8834E-03
          0.7358     -146.99  0.3085 -0.2144E+01  0.8866E-03       -144.77  0.3095 -0.2162E+01  0.8834E-03       -140.66  0.3114 -0.1800E+01  0.8834E-03
          0.7858     -150.66  0.3068 -0.1520E+01  0.8886E-03       -144.84  0.3095 -0.1838E+01  0.8834E-03       -139.05  0.3121 -0.1678E+01  0.8834E-03
          0.8358     -155.50  0.3047 -0.9396E+00  0.8906E-03       -146.02  0.3089 -0.1477E+01  0.8834E-03       -138.41  0.3125 -0.1492E+01  0.8834E-03
          0.8858     -161.06  0.3024 -0.4595E+00  0.8927E-03       -148.02  0.3080 -0.1117E+01  0.8834E-03       -138.54  0.3124 -0.1272E+01  0.8834E-03
          0.9358     -166.42  0.3001 -0.1270E+00  0.8944E-03       -150.44  0.3069 -0.8073E+00  0.8834E-03       -139.25  0.3120 -0.1049E+01  0.8834E-03
          0.9679     -169.45  0.2988 -0.7116E-02  0.8952E-03       -152.04  0.3061 -0.6404E+00  0.8834E-03       -139.84  0.3118 -0.9147E+00  0.8834E-03
          1.0000     -171.89  0.2978  0.3339E-01  0.8955E-03       -153.60  0.3055 -0.5180E+00  0.8833E-03       -140.58  0.3114 -0.7958E+00  0.8834E-03
end
