 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  29. 3.2022    Time:  17:26:17
 Units: L = cm   , T = days , M = mg   


 Time:        0.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp   Conc(1..NS) Sorb(1...NS)
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]      [M/L*3]

   1     0.0000    -163.970 0.3011   0.1962E+01  0.4277E-03 -0.4987E-01  0.0000E+00      -1  -0.115E-02   20.00  0.8563E-03  0.1027E+00
   2    -3.0000    -161.045 0.3024   0.2027E+01  0.4315E-03 -0.1203E+00  0.0000E+00      -1  -0.277E-02   20.00  0.8668E-03  0.1040E+00
   3    -6.0000    -158.323 0.3035   0.2088E+01  0.4351E-03 -0.2580E+00  0.0000E+00      -1  -0.594E-02   20.00  0.8751E-03  0.1050E+00
   4    -9.0000    -155.784 0.3045   0.2145E+01  0.4384E-03 -0.3891E+00  0.1039E-02      -1  -0.895E-02   20.00  0.8796E-03  0.1056E+00
   5   -12.0000    -153.410 0.3055   0.2198E+01  0.4415E-03 -0.5171E+00  0.1040E-02      -1  -0.119E-01   20.00  0.8821E-03  0.1059E+00
   6   -15.0000    -151.192 0.3065   0.2261E+01  0.4442E-03 -0.6455E+00  0.1040E-02      -1  -0.149E-01   20.00  0.8831E-03  0.1060E+00
   7   -18.0000    -149.117 0.3075   0.2344E+01  0.4466E-03 -0.7699E+00  0.1040E-02      -1  -0.177E-01   20.00  0.8833E-03  0.1060E+00
   8   -21.0000    -147.162 0.3084   0.2422E+01  0.4489E-03 -0.8874E+00  0.1011E-02      -1  -0.204E-01   20.00  0.8833E-03  0.1060E+00
   9   -24.0000    -145.315 0.3092   0.2495E+01  0.4510E-03 -0.9991E+00  0.9395E-03      -1  -0.230E-01   20.00  0.8833E-03  0.1060E+00
  10   -27.0000    -143.564 0.3100   0.2565E+01  0.4530E-03 -0.1104E+01  0.8674E-03      -1  -0.254E-01   20.00  0.8833E-03  0.1060E+00
  11   -30.0000    -141.897 0.3108   0.2631E+01  0.4550E-03 -0.1202E+01  0.7953E-03      -1  -0.277E-01   20.00  0.8833E-03  0.1060E+00
  12   -33.0000    -140.305 0.3115   0.2695E+01  0.4568E-03 -0.1294E+01  0.7231E-03      -1  -0.298E-01   20.00  0.8833E-03  0.1060E+00
  13   -36.0000    -138.779 0.3122   0.2756E+01  0.4586E-03 -0.1381E+01  0.6509E-03      -1  -0.318E-01   20.00  0.8834E-03  0.1060E+00
  14   -39.0000    -137.311 0.3129   0.2814E+01  0.4603E-03 -0.1461E+01  0.5787E-03      -1  -0.336E-01   20.00  0.8834E-03  0.1060E+00
  15   -42.0000    -135.894 0.3136   0.2871E+01  0.4619E-03 -0.1536E+01  0.5064E-03      -1  -0.353E-01   20.00  0.8834E-03  0.1060E+00
  16   -45.0000    -134.521 0.3142   0.2925E+01  0.4635E-03 -0.1605E+01  0.4341E-03      -1  -0.369E-01   20.00  0.8834E-03  0.1060E+00
  17   -48.0000    -133.186 0.3148   0.2979E+01  0.4651E-03 -0.1668E+01  0.3618E-03      -1  -0.384E-01   20.00  0.8834E-03  0.1060E+00
  18   -51.0000    -131.882 0.3154   0.3031E+01  0.4666E-03 -0.1726E+01  0.2895E-03      -1  -0.397E-01   20.00  0.8834E-03  0.1060E+00
  19   -54.0000    -130.604 0.3160   0.3081E+01  0.4680E-03 -0.1779E+01  0.2172E-03      -1  -0.409E-01   20.00  0.8834E-03  0.1060E+00
  20   -57.0000    -129.346 0.3166   0.3132E+01  0.4695E-03 -0.1827E+01  0.1448E-03      -1  -0.420E-01   20.00  0.8834E-03  0.1060E+00
  21   -60.0000    -128.105 0.3172   0.3181E+01  0.4709E-03 -0.1871E+01  0.7240E-04      -1  -0.431E-01   20.00  0.8834E-03  0.1060E+00
  22   -63.0000    -126.876 0.3177   0.3230E+01  0.4724E-03 -0.1911E+01  0.0000E+00      -1  -0.440E-01   20.00  0.8834E-03  0.1060E+00
  23   -66.0000    -125.654 0.3183   0.3279E+01  0.4738E-03 -0.1945E+01  0.0000E+00      -1  -0.448E-01   20.00  0.8834E-03  0.1060E+00
  24   -69.0000    -124.436 0.3189   0.3327E+01  0.4752E-03 -0.1976E+01  0.0000E+00      -1  -0.455E-01   20.00  0.8834E-03  0.1060E+00
  25   -72.0000    -123.217 0.3194   0.3376E+01  0.4766E-03 -0.2002E+01  0.0000E+00      -1  -0.461E-01   20.00  0.8834E-03  0.1060E+00
  26   -75.0000    -121.995 0.3200   0.3425E+01  0.4780E-03 -0.2026E+01  0.0000E+00      -1  -0.466E-01   20.00  0.8834E-03  0.1060E+00
  27   -78.0000    -120.766 0.3206   0.3474E+01  0.4794E-03 -0.2044E+01  0.0000E+00      -1  -0.470E-01   20.00  0.8834E-03  0.1060E+00
  28   -81.0000    -119.520 0.3212   0.3547E+01  0.4804E-03 -0.2061E+01  0.0000E+00      -1  -0.474E-01   20.00  0.8834E-03  0.1060E+00
  29   -84.0000    -118.249 0.3218   0.3631E+01  0.4813E-03 -0.2074E+01  0.0000E+00      -1  -0.477E-01   20.00  0.8834E-03  0.1060E+00
  30   -87.0000    -116.947 0.3224   0.3717E+01  0.4823E-03 -0.2085E+01  0.0000E+00      -1  -0.480E-01   20.00  0.8834E-03  0.1060E+00
  31   -90.0000    -115.614 0.3231   0.3805E+01  0.4832E-03 -0.2094E+01  0.0000E+00      -1  -0.482E-01   20.00  0.8834E-03  0.1060E+00
  32   -93.0000    -114.248 0.3238   0.3895E+01  0.4842E-03 -0.2098E+01  0.0000E+00      -1  -0.483E-01   20.00  0.8834E-03  0.1060E+00
  33   -96.0000    -112.846 0.3244   0.3988E+01  0.4852E-03 -0.2102E+01  0.0000E+00      -1  -0.484E-01   20.00  0.8834E-03  0.1060E+00
  34   -99.0000    -111.410 0.3251   0.4083E+01  0.4862E-03 -0.2103E+01  0.0000E+00      -1  -0.484E-01   20.00  0.8834E-03  0.1060E+00
  35  -102.0000    -109.937 0.3259   0.4180E+01  0.4872E-03 -0.2102E+01  0.0000E+00      -1  -0.484E-01   20.00  0.8834E-03  0.1060E+00
  36  -105.0000    -108.428 0.3266   0.4279E+01  0.4883E-03 -0.2100E+01  0.0000E+00      -1  -0.483E-01   20.00  0.8834E-03  0.1060E+00
  37  -108.0000    -106.882 0.3274   0.4381E+01  0.4894E-03 -0.2096E+01  0.0000E+00      -1  -0.482E-01   20.00  0.8834E-03  0.1060E+00
  38  -111.0000    -105.299 0.3281   0.4486E+01  0.4905E-03 -0.2091E+01  0.0000E+00      -1  -0.481E-01   20.00  0.8834E-03  0.1060E+00
  39  -114.0000    -103.679 0.3289   0.4593E+01  0.4917E-03 -0.2084E+01  0.0000E+00      -1  -0.480E-01   20.00  0.8834E-03  0.1060E+00
  40  -117.0000    -102.022 0.3297   0.4702E+01  0.4929E-03 -0.2077E+01  0.0000E+00      -1  -0.478E-01   20.00  0.8834E-03  0.1060E+00
  41  -120.0000    -100.330 0.3306   0.4814E+01  0.4941E-03 -0.2069E+01  0.0000E+00      -1  -0.476E-01   20.00  0.8834E-03  0.1060E+00
  42  -123.0000     -98.601 0.3314   0.4928E+01  0.4953E-03 -0.2060E+01  0.0000E+00      -1  -0.474E-01   20.00  0.8834E-03  0.1060E+00
  43  -126.0000     -96.838 0.3323   0.5044E+01  0.4965E-03 -0.2051E+01  0.0000E+00      -1  -0.472E-01   20.00  0.8834E-03  0.1060E+00
  44  -129.0000     -95.039 0.3332   0.5177E+01  0.4975E-03 -0.2040E+01  0.0000E+00      -1  -0.469E-01   20.00  0.8833E-03  0.1060E+00
  45  -132.0000     -93.197 0.3341   0.5365E+01  0.4974E-03 -0.2029E+01  0.0000E+00      -1  -0.467E-01   20.00  0.8833E-03  0.1060E+00
  46  -135.0000     -91.309 0.3350   0.5556E+01  0.4973E-03 -0.2018E+01  0.0000E+00      -1  -0.464E-01   20.00  0.8833E-03  0.1060E+00
  47  -138.0000     -89.376 0.3360   0.5753E+01  0.4972E-03 -0.2006E+01  0.0000E+00      -1  -0.462E-01   20.00  0.8833E-03  0.1060E+00
  48  -141.0000     -87.402 0.3370   0.5953E+01  0.4972E-03 -0.1996E+01  0.0000E+00      -1  -0.459E-01   20.00  0.8833E-03  0.1060E+00
  49  -144.0000     -85.388 0.3380   0.6158E+01  0.4971E-03 -0.1985E+01  0.0000E+00      -1  -0.457E-01   20.00  0.8833E-03  0.1060E+00
  50  -147.0000     -83.336 0.3390   0.6367E+01  0.4970E-03 -0.1973E+01  0.0000E+00      -1  -0.454E-01   20.00  0.8833E-03  0.1060E+00
  51  -150.0000     -81.248 0.3400   0.6579E+01  0.4969E-03 -0.1961E+01  0.0000E+00      -1  -0.451E-01   20.00  0.8833E-03  0.1060E+00
  52  -153.0000     -79.125 0.3411   0.6794E+01  0.4968E-03 -0.1950E+01  0.0000E+00      -1  -0.449E-01   20.00  0.8833E-03  0.1060E+00
  53  -156.0000     -76.970 0.3422   0.7013E+01  0.4967E-03 -0.1939E+01  0.0000E+00      -1  -0.446E-01   20.00  0.8833E-03  0.1060E+00
  54  -159.0000     -74.782 0.3433   0.7275E+01  0.4957E-03 -0.1929E+01  0.0000E+00      -1  -0.444E-01   20.00  0.8833E-03  0.1060E+00
  55  -162.0000     -72.558 0.3443   0.7601E+01  0.4934E-03 -0.1917E+01  0.0000E+00      -1  -0.441E-01   20.00  0.8833E-03  0.1060E+00
  56  -165.0000     -70.296 0.3455   0.7933E+01  0.4910E-03 -0.1907E+01  0.0000E+00      -1  -0.439E-01   20.00  0.8833E-03  0.1060E+00
  57  -168.0000     -68.001 0.3466   0.8270E+01  0.4885E-03 -0.1899E+01  0.0000E+00      -1  -0.437E-01   20.00  0.8833E-03  0.1060E+00
  58  -171.0000     -65.674 0.3477   0.8611E+01  0.4861E-03 -0.1888E+01  0.0000E+00      -1  -0.434E-01   20.00  0.8833E-03  0.1060E+00
  59  -174.0000     -63.317 0.3489   0.8957E+01  0.4836E-03 -0.1879E+01  0.0000E+00      -1  -0.432E-01   20.00  0.8833E-03  0.1060E+00
  60  -177.0000     -60.933 0.3500   0.9307E+01  0.4811E-03 -0.1869E+01  0.0000E+00      -1  -0.430E-01   20.00  0.8833E-03  0.1060E+00
  61  -180.0000     -58.520 0.3512   0.9738E+01  0.4769E-03 -0.1862E+01  0.0000E+00      -1  -0.428E-01   20.00  0.8833E-03  0.1060E+00
  62  -183.0000     -56.079 0.3523   0.1023E+02  0.4714E-03 -0.1854E+01  0.0000E+00      -1  -0.426E-01   20.00  0.8833E-03  0.1060E+00
  63  -186.0000     -53.608 0.3535   0.1072E+02  0.4659E-03 -0.1845E+01  0.0000E+00      -1  -0.425E-01   20.00  0.8833E-03  0.1060E+00
  64  -189.0000     -51.112 0.3547   0.1122E+02  0.4603E-03 -0.1840E+01  0.0000E+00      -1  -0.423E-01   20.00  0.8833E-03  0.1060E+00
  65  -192.0000     -48.592 0.3558   0.1173E+02  0.4546E-03 -0.1832E+01  0.0000E+00      -1  -0.422E-01   20.00  0.8833E-03  0.1060E+00
  66  -195.0000     -46.048 0.3570   0.1233E+02  0.4471E-03 -0.1826E+01  0.0000E+00      -1  -0.420E-01   20.00  0.8833E-03  0.1060E+00
  67  -198.0000     -43.480 0.3581   0.1300E+02  0.4380E-03 -0.1822E+01  0.0000E+00      -1  -0.419E-01   20.00  0.8833E-03  0.1060E+00
  68  -201.0000     -40.889 0.3592   0.1368E+02  0.4289E-03 -0.1814E+01  0.0000E+00      -1  -0.417E-01   20.00  0.8833E-03  0.1060E+00
  69  -204.0000     -38.276 0.3604   0.1437E+02  0.4197E-03 -0.1809E+01  0.0000E+00      -1  -0.416E-01   20.00  0.8833E-03  0.1060E+00
