 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  28. 3.2022    Time:   8:56:17
 Units: L = cm   , T = days , M = mg   


 Time:        0.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp   Conc(1..NS) Sorb(1...NS)
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]      [M/L*3]

   1     0.0000    -148.107 0.3079   0.2384E+01  0.4478E-03 -0.5292E-01  0.0000E+00      -1  -0.122E-02   20.00  0.8620E-03  0.1034E+00
   2    -3.0000    -145.172 0.3093   0.2501E+01  0.4512E-03 -0.1398E+00  0.0000E+00      -1  -0.322E-02   20.00  0.8713E-03  0.1045E+00
   3    -6.0000    -142.438 0.3105   0.2610E+01  0.4544E-03 -0.3097E+00  0.0000E+00      -1  -0.713E-02   20.00  0.8793E-03  0.1055E+00
   4    -9.0000    -139.881 0.3117   0.2712E+01  0.4573E-03 -0.4729E+00  0.7520E-03      -1  -0.109E-01   20.00  0.8820E-03  0.1058E+00
   5   -12.0000    -137.482 0.3128   0.2807E+01  0.4601E-03 -0.6287E+00  0.7522E-03      -1  -0.145E-01   20.00  0.8830E-03  0.1060E+00
   6   -15.0000    -135.223 0.3139   0.2897E+01  0.4627E-03 -0.7766E+00  0.7524E-03      -1  -0.179E-01   20.00  0.8833E-03  0.1060E+00
   7   -18.0000    -133.089 0.3149   0.2982E+01  0.4652E-03 -0.9180E+00  0.6841E-03      -1  -0.211E-01   20.00  0.8833E-03  0.1060E+00
   8   -21.0000    -131.069 0.3158   0.3063E+01  0.4675E-03 -0.1052E+01  0.5987E-03      -1  -0.242E-01   20.00  0.8833E-03  0.1060E+00
   9   -24.0000    -129.150 0.3167   0.3139E+01  0.4697E-03 -0.1180E+01  0.5133E-03      -1  -0.271E-01   20.00  0.8833E-03  0.1060E+00
  10   -27.0000    -127.323 0.3175   0.3212E+01  0.4718E-03 -0.1299E+01  0.4278E-03      -1  -0.299E-01   20.00  0.8833E-03  0.1060E+00
  11   -30.0000    -125.576 0.3183   0.3282E+01  0.4739E-03 -0.1411E+01  0.3423E-03      -1  -0.325E-01   20.00  0.8833E-03  0.1060E+00
  12   -33.0000    -123.902 0.3191   0.3349E+01  0.4758E-03 -0.1515E+01  0.2568E-03      -1  -0.349E-01   20.00  0.8833E-03  0.1060E+00
  13   -36.0000    -122.291 0.3199   0.3413E+01  0.4777E-03 -0.1613E+01  0.1712E-03      -1  -0.371E-01   20.00  0.8833E-03  0.1060E+00
  14   -39.0000    -120.737 0.3206   0.3475E+01  0.4795E-03 -0.1705E+01  0.8562E-04      -1  -0.392E-01   20.00  0.8833E-03  0.1060E+00
  15   -42.0000    -119.228 0.3213   0.3567E+01  0.4806E-03 -0.1792E+01  0.0000E+00      -1  -0.412E-01   20.00  0.8833E-03  0.1060E+00
  16   -45.0000    -117.750 0.3220   0.3664E+01  0.4817E-03 -0.1874E+01  0.0000E+00      -1  -0.431E-01   20.00  0.8834E-03  0.1060E+00
  17   -48.0000    -116.296 0.3227   0.3760E+01  0.4827E-03 -0.1947E+01  0.0000E+00      -1  -0.448E-01   20.00  0.8834E-03  0.1060E+00
  18   -51.0000    -114.857 0.3235   0.3855E+01  0.4838E-03 -0.2014E+01  0.0000E+00      -1  -0.463E-01   20.00  0.8834E-03  0.1060E+00
  19   -54.0000    -113.431 0.3242   0.3949E+01  0.4848E-03 -0.2075E+01  0.0000E+00      -1  -0.477E-01   20.00  0.8834E-03  0.1060E+00
  20   -57.0000    -112.010 0.3248   0.4043E+01  0.4858E-03 -0.2129E+01  0.0000E+00      -1  -0.490E-01   20.00  0.8834E-03  0.1060E+00
  21   -60.0000    -110.591 0.3255   0.4137E+01  0.4868E-03 -0.2177E+01  0.0000E+00      -1  -0.501E-01   20.00  0.8834E-03  0.1060E+00
  22   -63.0000    -109.168 0.3262   0.4230E+01  0.4878E-03 -0.2220E+01  0.0000E+00      -1  -0.511E-01   20.00  0.8834E-03  0.1060E+00
  23   -66.0000    -107.739 0.3269   0.4325E+01  0.4888E-03 -0.2256E+01  0.0000E+00      -1  -0.519E-01   20.00  0.8834E-03  0.1060E+00
  24   -69.0000    -106.298 0.3276   0.4420E+01  0.4898E-03 -0.2287E+01  0.0000E+00      -1  -0.526E-01   20.00  0.8834E-03  0.1060E+00
  25   -72.0000    -104.844 0.3284   0.4516E+01  0.4909E-03 -0.2314E+01  0.0000E+00      -1  -0.532E-01   20.00  0.8834E-03  0.1060E+00
  26   -75.0000    -103.372 0.3291   0.4613E+01  0.4919E-03 -0.2334E+01  0.0000E+00      -1  -0.537E-01   20.00  0.8834E-03  0.1060E+00
  27   -78.0000    -101.880 0.3298   0.4711E+01  0.4930E-03 -0.2351E+01  0.0000E+00      -1  -0.541E-01   20.00  0.8834E-03  0.1060E+00
  28   -81.0000    -100.366 0.3306   0.4811E+01  0.4940E-03 -0.2363E+01  0.0000E+00      -1  -0.544E-01   20.00  0.8834E-03  0.1060E+00
  29   -84.0000     -98.827 0.3313   0.4913E+01  0.4951E-03 -0.2371E+01  0.0000E+00      -1  -0.546E-01   20.00  0.8834E-03  0.1060E+00
  30   -87.0000     -97.262 0.3321   0.5016E+01  0.4962E-03 -0.2376E+01  0.0000E+00      -1  -0.547E-01   20.00  0.8834E-03  0.1060E+00
  31   -90.0000     -95.669 0.3329   0.5121E+01  0.4974E-03 -0.2376E+01  0.0000E+00      -1  -0.547E-01   20.00  0.8834E-03  0.1060E+00
  32   -93.0000     -94.039 0.3337   0.5279E+01  0.4975E-03 -0.2373E+01  0.0000E+00      -1  -0.546E-01   20.00  0.8834E-03  0.1060E+00
  33   -96.0000     -92.365 0.3345   0.5449E+01  0.4974E-03 -0.2368E+01  0.0000E+00      -1  -0.545E-01   20.00  0.8834E-03  0.1060E+00
  34   -99.0000     -90.646 0.3354   0.5624E+01  0.4973E-03 -0.2360E+01  0.0000E+00      -1  -0.543E-01   20.00  0.8834E-03  0.1060E+00
  35  -102.0000     -88.883 0.3362   0.5803E+01  0.4972E-03 -0.2350E+01  0.0000E+00      -1  -0.541E-01   20.00  0.8834E-03  0.1060E+00
  36  -105.0000     -87.076 0.3371   0.5987E+01  0.4971E-03 -0.2337E+01  0.0000E+00      -1  -0.538E-01   20.00  0.8834E-03  0.1060E+00
  37  -108.0000     -85.225 0.3381   0.6175E+01  0.4971E-03 -0.2322E+01  0.0000E+00      -1  -0.534E-01   20.00  0.8834E-03  0.1060E+00
  38  -111.0000     -83.333 0.3390   0.6367E+01  0.4970E-03 -0.2307E+01  0.0000E+00      -1  -0.531E-01   20.00  0.8834E-03  0.1060E+00
  39  -114.0000     -81.399 0.3400   0.6563E+01  0.4969E-03 -0.2288E+01  0.0000E+00      -1  -0.526E-01   20.00  0.8834E-03  0.1060E+00
  40  -117.0000     -79.425 0.3410   0.6764E+01  0.4968E-03 -0.2270E+01  0.0000E+00      -1  -0.522E-01   20.00  0.8834E-03  0.1060E+00
  41  -120.0000     -77.413 0.3420   0.6968E+01  0.4967E-03 -0.2251E+01  0.0000E+00      -1  -0.518E-01   20.00  0.8834E-03  0.1060E+00
  42  -123.0000     -75.363 0.3430   0.7189E+01  0.4963E-03 -0.2232E+01  0.0000E+00      -1  -0.514E-01   20.00  0.8834E-03  0.1060E+00
  43  -126.0000     -73.271 0.3440   0.7496E+01  0.4941E-03 -0.2211E+01  0.0000E+00      -1  -0.509E-01   20.00  0.8834E-03  0.1060E+00
  44  -129.0000     -71.133 0.3450   0.7810E+01  0.4919E-03 -0.2189E+01  0.0000E+00      -1  -0.504E-01   20.00  0.8834E-03  0.1060E+00
  45  -132.0000     -68.953 0.3461   0.8130E+01  0.4896E-03 -0.2169E+01  0.0000E+00      -1  -0.499E-01   20.00  0.8834E-03  0.1060E+00
  46  -135.0000     -66.734 0.3472   0.8456E+01  0.4872E-03 -0.2148E+01  0.0000E+00      -1  -0.494E-01   20.00  0.8834E-03  0.1060E+00
  47  -138.0000     -64.478 0.3483   0.8787E+01  0.4848E-03 -0.2127E+01  0.0000E+00      -1  -0.489E-01   20.00  0.8834E-03  0.1060E+00
  48  -141.0000     -62.187 0.3494   0.9123E+01  0.4824E-03 -0.2105E+01  0.0000E+00      -1  -0.484E-01   20.00  0.8834E-03  0.1060E+00
  49  -144.0000     -59.863 0.3506   0.9468E+01  0.4799E-03 -0.2084E+01  0.0000E+00      -1  -0.480E-01   20.00  0.8834E-03  0.1060E+00
  50  -147.0000     -57.504 0.3517   0.9942E+01  0.4746E-03 -0.2064E+01  0.0000E+00      -1  -0.475E-01   20.00  0.8834E-03  0.1060E+00
  51  -150.0000     -55.109 0.3528   0.1042E+02  0.4692E-03 -0.2045E+01  0.0000E+00      -1  -0.471E-01   20.00  0.8834E-03  0.1060E+00
  52  -153.0000     -52.682 0.3539   0.1091E+02  0.4638E-03 -0.2026E+01  0.0000E+00      -1  -0.466E-01   20.00  0.8834E-03  0.1060E+00
  53  -156.0000     -50.224 0.3551   0.1140E+02  0.4583E-03 -0.2008E+01  0.0000E+00      -1  -0.462E-01   20.00  0.8833E-03  0.1060E+00
  54  -159.0000     -47.739 0.3562   0.1190E+02  0.4527E-03 -0.1990E+01  0.0000E+00      -1  -0.458E-01   20.00  0.8833E-03  0.1060E+00
  55  -162.0000     -45.225 0.3573   0.1255E+02  0.4442E-03 -0.1973E+01  0.0000E+00      -1  -0.454E-01   20.00  0.8833E-03  0.1060E+00
  56  -165.0000     -42.683 0.3584   0.1321E+02  0.4352E-03 -0.1959E+01  0.0000E+00      -1  -0.451E-01   20.00  0.8833E-03  0.1060E+00
  57  -168.0000     -40.115 0.3596   0.1389E+02  0.4262E-03 -0.1943E+01  0.0000E+00      -1  -0.447E-01   20.00  0.8833E-03  0.1060E+00
  58  -171.0000     -37.523 0.3607   0.1457E+02  0.4169E-03 -0.1928E+01  0.0000E+00      -1  -0.444E-01   20.00  0.8833E-03  0.1060E+00
  59  -174.0000     -34.907 0.3617   0.1544E+02  0.4043E-03 -0.1913E+01  0.0000E+00      -1  -0.440E-01   20.00  0.8833E-03  0.1060E+00
  60  -177.0000     -32.267 0.3628   0.1631E+02  0.3915E-03 -0.1903E+01  0.0000E+00      -1  -0.438E-01   20.00  0.8833E-03  0.1060E+00
  61  -180.0000     -29.607 0.3638   0.1721E+02  0.3784E-03 -0.1891E+01  0.0000E+00      -1  -0.435E-01   20.00  0.8833E-03  0.1060E+00
  62  -183.0000     -26.925 0.3648   0.1830E+02  0.3618E-03 -0.1877E+01  0.0000E+00      -1  -0.432E-01   20.00  0.8833E-03  0.1060E+00
  63  -186.0000     -24.223 0.3658   0.1940E+02  0.3452E-03 -0.1871E+01  0.0000E+00      -1  -0.431E-01   20.00  0.8833E-03  0.1060E+00
  64  -189.0000     -21.503 0.3667   0.2068E+02  0.3256E-03 -0.1863E+01  0.0000E+00      -1  -0.429E-01   20.00  0.8833E-03  0.1060E+00
  65  -192.0000     -18.764 0.3676   0.2201E+02  0.3051E-03 -0.1852E+01  0.0000E+00      -1  -0.426E-01   20.00  0.8833E-03  0.1060E+00
  66  -195.0000     -16.007 0.3684   0.2359E+02  0.2808E-03 -0.1841E+01  0.0000E+00      -1  -0.424E-01   20.00  0.8833E-03  0.1060E+00
  67  -198.0000     -13.232 0.3691   0.2534E+02  0.2540E-03 -0.1835E+01  0.0000E+00      -1  -0.422E-01   20.00  0.8833E-03  0.1060E+00
  68  -201.0000     -10.441 0.3698   0.2735E+02  0.2237E-03 -0.1836E+01  0.0000E+00      -1  -0.422E-01   20.00  0.8833E-03  0.1060E+00
  69  -204.0000      -7.634 0.3704   0.2971E+02  0.1885E-03 -0.1833E+01  0.0000E+00      -1  -0.422E-01   20.00  0.8833E-03  0.1060E+00
