 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:   3. 3.2022    Time:  23: 2: 5
 Units: L = cm   , T = days , M = mg   



                               Node(  1)                                 Node(  8)                                 Node( 14)

         time            h        theta    Flux     Conc              h        theta    Flux     Conc              h        theta    Flux     Conc     
          0.0100     -254.34  0.2677  0.9072E-01  0.3008E-02       -230.97  0.2754  0.9623E-01  0.2602E-02       -211.34  0.2825  0.7871E-01  0.2528E-02
          0.0230     -254.39  0.2677  0.9073E-01  0.3010E-02       -230.98  0.2754  0.9403E-01  0.2602E-02       -211.39  0.2825  0.7672E-01  0.2528E-02
          0.0399     -254.44  0.2677  0.9073E-01  0.3011E-02       -231.01  0.2754  0.9164E-01  0.2602E-02       -211.47  0.2824  0.7415E-01  0.2528E-02
          0.0619     -254.47  0.2677  0.9072E-01  0.3012E-02       -231.05  0.2754  0.8961E-01  0.2602E-02       -211.56  0.2824  0.7140E-01  0.2528E-02
          0.0904     -254.52  0.2677  0.9072E-01  0.3012E-02       -231.11  0.2753  0.8748E-01  0.2602E-02       -211.67  0.2824  0.6853E-01  0.2528E-02
          0.1276     -254.59  0.2677  0.9072E-01  0.3012E-02       -231.20  0.2753  0.8531E-01  0.2602E-02       -211.81  0.2823  0.6575E-01  0.2528E-02
          0.1758     -254.70  0.2676  0.9072E-01  0.3012E-02       -231.34  0.2753  0.8317E-01  0.2602E-02       -211.99  0.2822  0.6333E-01  0.2528E-02
          0.2386     -254.86  0.2676  0.9072E-01  0.3013E-02       -231.52  0.2752  0.8133E-01  0.2602E-02       -212.20  0.2822  0.6166E-01  0.2528E-02
          0.3232     -262.67  0.2655  0.4613E+00  0.3042E-02       -233.38  0.2746  0.1784E+00  0.2604E-02       -212.95  0.2819  0.9481E-01  0.2528E-02
          0.4360     -280.03  0.2603  0.9566E+00  0.3080E-02       -239.11  0.2726  0.4115E+00  0.2608E-02       -215.35  0.2811  0.2066E+00  0.2528E-02
          0.5770     -291.80  0.2563  0.9203E+00  0.3079E-02       -246.18  0.2702  0.5609E+00  0.2610E-02       -219.06  0.2797  0.3286E+00  0.2528E-02
          0.7885     -275.74  0.2614  0.9072E-01  0.3027E-02       -246.75  0.2700  0.3561E+00  0.2607E-02       -221.50  0.2788  0.3102E+00  0.2527E-02
          1.0000     -270.56  0.2632  0.9072E-01  0.3026E-02       -244.50  0.2706  0.2200E+00  0.2606E-02       -221.59  0.2787  0.2371E+00  0.2528E-02
end
