 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  29. 3.2022    Time:  17:26:37
 Units: L = cm   , T = days , M = mg   


 Time:        0.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp   Conc(1..NS) Sorb(1...NS)
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]      [M/L*3]

   1     0.0000    -168.708 0.2992   0.1857E+01  0.4215E-03 -0.5227E-01  0.0000E+00      -1  -0.120E-02   20.00  0.8451E-03  0.1014E+00
   2    -3.0000    -165.791 0.3004   0.1922E+01  0.4253E-03 -0.1098E+00  0.0000E+00      -1  -0.253E-02   20.00  0.8623E-03  0.1035E+00
   3    -6.0000    -163.048 0.3015   0.1983E+01  0.4289E-03 -0.2224E+00  0.0000E+00      -1  -0.512E-02   20.00  0.8727E-03  0.1047E+00
   4    -9.0000    -160.462 0.3026   0.2040E+01  0.4323E-03 -0.3290E+00  0.1127E-02      -1  -0.757E-02   20.00  0.8787E-03  0.1055E+00
   5   -12.0000    -158.014 0.3036   0.2095E+01  0.4355E-03 -0.4292E+00  0.1127E-02      -1  -0.987E-02   20.00  0.8821E-03  0.1059E+00
   6   -15.0000    -155.690 0.3046   0.2147E+01  0.4385E-03 -0.5241E+00  0.1128E-02      -1  -0.121E-01   20.00  0.8832E-03  0.1060E+00
   7   -18.0000    -153.478 0.3055   0.2196E+01  0.4414E-03 -0.6152E+00  0.1128E-02      -1  -0.142E-01   20.00  0.8833E-03  0.1060E+00
   8   -21.0000    -151.368 0.3064   0.2254E+01  0.4440E-03 -0.7048E+00  0.1128E-02      -1  -0.162E-01   20.00  0.8833E-03  0.1060E+00
   9   -24.0000    -149.348 0.3074   0.2335E+01  0.4464E-03 -0.7908E+00  0.1117E-02      -1  -0.182E-01   20.00  0.8833E-03  0.1060E+00
  10   -27.0000    -147.400 0.3083   0.2412E+01  0.4486E-03 -0.8714E+00  0.1058E-02      -1  -0.200E-01   20.00  0.8833E-03  0.1060E+00
  11   -30.0000    -145.515 0.3091   0.2487E+01  0.4508E-03 -0.9461E+00  0.9999E-03      -1  -0.218E-01   20.00  0.8833E-03  0.1060E+00
  12   -33.0000    -143.682 0.3100   0.2560E+01  0.4529E-03 -0.1015E+01  0.9412E-03      -1  -0.233E-01   20.00  0.8833E-03  0.1060E+00
  13   -36.0000    -141.893 0.3108   0.2632E+01  0.4550E-03 -0.1078E+01  0.8826E-03      -1  -0.248E-01   20.00  0.8834E-03  0.1060E+00
  14   -39.0000    -140.140 0.3116   0.2701E+01  0.4570E-03 -0.1136E+01  0.8239E-03      -1  -0.261E-01   20.00  0.8834E-03  0.1060E+00
  15   -42.0000    -138.416 0.3124   0.2770E+01  0.4590E-03 -0.1188E+01  0.7652E-03      -1  -0.273E-01   20.00  0.8834E-03  0.1060E+00
  16   -45.0000    -136.714 0.3132   0.2838E+01  0.4610E-03 -0.1235E+01  0.7065E-03      -1  -0.284E-01   20.00  0.8834E-03  0.1060E+00
  17   -48.0000    -135.028 0.3140   0.2905E+01  0.4629E-03 -0.1278E+01  0.6477E-03      -1  -0.294E-01   20.00  0.8834E-03  0.1060E+00
  18   -51.0000    -133.354 0.3147   0.2972E+01  0.4649E-03 -0.1317E+01  0.5890E-03      -1  -0.303E-01   20.00  0.8834E-03  0.1060E+00
  19   -54.0000    -131.687 0.3155   0.3038E+01  0.4668E-03 -0.1351E+01  0.5302E-03      -1  -0.311E-01   20.00  0.8834E-03  0.1060E+00
  20   -57.0000    -130.022 0.3163   0.3105E+01  0.4687E-03 -0.1381E+01  0.4713E-03      -1  -0.318E-01   20.00  0.8834E-03  0.1060E+00
  21   -60.0000    -128.355 0.3171   0.3171E+01  0.4706E-03 -0.1406E+01  0.4125E-03      -1  -0.324E-01   20.00  0.8834E-03  0.1060E+00
  22   -63.0000    -126.683 0.3178   0.3238E+01  0.4726E-03 -0.1428E+01  0.3536E-03      -1  -0.329E-01   20.00  0.8834E-03  0.1060E+00
  23   -66.0000    -125.002 0.3186   0.3305E+01  0.4745E-03 -0.1447E+01  0.2947E-03      -1  -0.333E-01   20.00  0.8834E-03  0.1060E+00
  24   -69.0000    -123.311 0.3194   0.3372E+01  0.4765E-03 -0.1463E+01  0.2358E-03      -1  -0.337E-01   20.00  0.8834E-03  0.1060E+00
  25   -72.0000    -121.606 0.3202   0.3440E+01  0.4784E-03 -0.1476E+01  0.1769E-03      -1  -0.340E-01   20.00  0.8834E-03  0.1060E+00
  26   -75.0000    -119.882 0.3210   0.3524E+01  0.4802E-03 -0.1486E+01  0.1179E-03      -1  -0.342E-01   20.00  0.8834E-03  0.1060E+00
  27   -78.0000    -118.131 0.3218   0.3639E+01  0.4814E-03 -0.1494E+01  0.5898E-04      -1  -0.344E-01   20.00  0.8834E-03  0.1060E+00
  28   -81.0000    -116.346 0.3227   0.3757E+01  0.4827E-03 -0.1500E+01  0.0000E+00      -1  -0.345E-01   20.00  0.8834E-03  0.1060E+00
  29   -84.0000    -114.527 0.3236   0.3877E+01  0.4840E-03 -0.1504E+01  0.0000E+00      -1  -0.346E-01   20.00  0.8834E-03  0.1060E+00
  30   -87.0000    -112.674 0.3245   0.3999E+01  0.4853E-03 -0.1506E+01  0.0000E+00      -1  -0.347E-01   20.00  0.8834E-03  0.1060E+00
  31   -90.0000    -110.787 0.3254   0.4124E+01  0.4866E-03 -0.1506E+01  0.0000E+00      -1  -0.347E-01   20.00  0.8834E-03  0.1060E+00
  32   -93.0000    -108.866 0.3264   0.4250E+01  0.4880E-03 -0.1504E+01  0.0000E+00      -1  -0.346E-01   20.00  0.8834E-03  0.1060E+00
  33   -96.0000    -106.911 0.3273   0.4379E+01  0.4894E-03 -0.1501E+01  0.0000E+00      -1  -0.345E-01   20.00  0.8834E-03  0.1060E+00
  34   -99.0000    -104.923 0.3283   0.4511E+01  0.4908E-03 -0.1497E+01  0.0000E+00      -1  -0.344E-01   20.00  0.8834E-03  0.1060E+00
  35  -102.0000    -102.902 0.3293   0.4644E+01  0.4922E-03 -0.1491E+01  0.0000E+00      -1  -0.343E-01   20.00  0.8833E-03  0.1060E+00
  36  -105.0000    -100.850 0.3303   0.4779E+01  0.4937E-03 -0.1486E+01  0.0000E+00      -1  -0.342E-01   20.00  0.8833E-03  0.1060E+00
  37  -108.0000     -98.768 0.3313   0.4917E+01  0.4952E-03 -0.1479E+01  0.0000E+00      -1  -0.340E-01   20.00  0.8833E-03  0.1060E+00
  38  -111.0000     -96.655 0.3324   0.5056E+01  0.4967E-03 -0.1471E+01  0.0000E+00      -1  -0.338E-01   20.00  0.8833E-03  0.1060E+00
  39  -114.0000     -94.511 0.3334   0.5231E+01  0.4975E-03 -0.1463E+01  0.0000E+00      -1  -0.337E-01   20.00  0.8833E-03  0.1060E+00
  40  -117.0000     -92.330 0.3345   0.5453E+01  0.4974E-03 -0.1455E+01  0.0000E+00      -1  -0.335E-01   20.00  0.8833E-03  0.1060E+00
  41  -120.0000     -90.112 0.3356   0.5678E+01  0.4973E-03 -0.1446E+01  0.0000E+00      -1  -0.333E-01   20.00  0.8833E-03  0.1060E+00
  42  -123.0000     -87.858 0.3367   0.5907E+01  0.4972E-03 -0.1435E+01  0.0000E+00      -1  -0.330E-01   20.00  0.8833E-03  0.1060E+00
  43  -126.0000     -85.570 0.3379   0.6140E+01  0.4971E-03 -0.1426E+01  0.0000E+00      -1  -0.328E-01   20.00  0.8833E-03  0.1060E+00
  44  -129.0000     -83.252 0.3390   0.6375E+01  0.4970E-03 -0.1417E+01  0.0000E+00      -1  -0.326E-01   20.00  0.8833E-03  0.1060E+00
  45  -132.0000     -80.904 0.3402   0.6614E+01  0.4969E-03 -0.1407E+01  0.0000E+00      -1  -0.324E-01   20.00  0.8833E-03  0.1060E+00
  46  -135.0000     -78.529 0.3414   0.6855E+01  0.4967E-03 -0.1398E+01  0.0000E+00      -1  -0.322E-01   20.00  0.8833E-03  0.1060E+00
  47  -138.0000     -76.128 0.3426   0.7099E+01  0.4966E-03 -0.1388E+01  0.0000E+00      -1  -0.319E-01   20.00  0.8833E-03  0.1060E+00
  48  -141.0000     -73.699 0.3438   0.7434E+01  0.4946E-03 -0.1379E+01  0.0000E+00      -1  -0.317E-01   20.00  0.8833E-03  0.1060E+00
  49  -144.0000     -71.241 0.3450   0.7794E+01  0.4920E-03 -0.1370E+01  0.0000E+00      -1  -0.315E-01   20.00  0.8833E-03  0.1060E+00
  50  -147.0000     -68.754 0.3462   0.8159E+01  0.4893E-03 -0.1361E+01  0.0000E+00      -1  -0.313E-01   20.00  0.8833E-03  0.1060E+00
  51  -150.0000     -66.242 0.3474   0.8528E+01  0.4867E-03 -0.1352E+01  0.0000E+00      -1  -0.311E-01   20.00  0.8833E-03  0.1060E+00
  52  -153.0000     -63.706 0.3487   0.8900E+01  0.4840E-03 -0.1345E+01  0.0000E+00      -1  -0.309E-01   20.00  0.8833E-03  0.1060E+00
  53  -156.0000     -61.149 0.3499   0.9275E+01  0.4813E-03 -0.1336E+01  0.0000E+00      -1  -0.307E-01   20.00  0.8833E-03  0.1060E+00
  54  -159.0000     -58.569 0.3512   0.9728E+01  0.4770E-03 -0.1328E+01  0.0000E+00      -1  -0.305E-01   20.00  0.8833E-03  0.1060E+00
  55  -162.0000     -55.967 0.3524   0.1025E+02  0.4711E-03 -0.1321E+01  0.0000E+00      -1  -0.304E-01   20.00  0.8833E-03  0.1060E+00
  56  -165.0000     -53.343 0.3536   0.1078E+02  0.4653E-03 -0.1314E+01  0.0000E+00      -1  -0.302E-01   20.00  0.8833E-03  0.1060E+00
  57  -168.0000     -50.699 0.3548   0.1131E+02  0.4593E-03 -0.1307E+01  0.0000E+00      -1  -0.301E-01   20.00  0.8833E-03  0.1060E+00
  58  -171.0000     -48.037 0.3561   0.1184E+02  0.4534E-03 -0.1301E+01  0.0000E+00      -1  -0.299E-01   20.00  0.8833E-03  0.1060E+00
  59  -174.0000     -45.357 0.3573   0.1251E+02  0.4446E-03 -0.1295E+01  0.0000E+00      -1  -0.298E-01   20.00  0.8833E-03  0.1060E+00
  60  -177.0000     -42.658 0.3585   0.1322E+02  0.4351E-03 -0.1290E+01  0.0000E+00      -1  -0.297E-01   20.00  0.8833E-03  0.1060E+00
  61  -180.0000     -39.943 0.3596   0.1393E+02  0.4256E-03 -0.1286E+01  0.0000E+00      -1  -0.296E-01   20.00  0.8833E-03  0.1060E+00
  62  -183.0000     -37.212 0.3608   0.1468E+02  0.4154E-03 -0.1279E+01  0.0000E+00      -1  -0.294E-01   20.00  0.8833E-03  0.1060E+00
  63  -186.0000     -34.465 0.3619   0.1559E+02  0.4021E-03 -0.1274E+01  0.0000E+00      -1  -0.293E-01   20.00  0.8833E-03  0.1060E+00
  64  -189.0000     -31.703 0.3630   0.1650E+02  0.3888E-03 -0.1271E+01  0.0000E+00      -1  -0.292E-01   20.00  0.8833E-03  0.1060E+00
  65  -192.0000     -28.927 0.3641   0.1749E+02  0.3742E-03 -0.1266E+01  0.0000E+00      -1  -0.291E-01   20.00  0.8833E-03  0.1060E+00
  66  -195.0000     -26.137 0.3651   0.1862E+02  0.3570E-03 -0.1262E+01  0.0000E+00      -1  -0.290E-01   20.00  0.8833E-03  0.1060E+00
  67  -198.0000     -23.334 0.3661   0.1978E+02  0.3393E-03 -0.1262E+01  0.0000E+00      -1  -0.290E-01   20.00  0.8833E-03  0.1060E+00
  68  -201.0000     -20.519 0.3670   0.2116E+02  0.3182E-03 -0.1259E+01  0.0000E+00      -1  -0.290E-01   20.00  0.8833E-03  0.1060E+00
  69  -204.0000     -17.691 0.3679   0.2263E+02  0.2956E-03 -0.1257E+01  0.0000E+00      -1  -0.289E-01   20.00  0.8833E-03  0.1060E+00
