 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  29. 3.2022    Time:  17:26: 1
 Units: L = cm   , T = days , M = mg   



                               Node(  1)                                 Node(  8)                                 Node( 14)

         time            h        theta    Flux     Conc              h        theta    Flux     Conc              h        theta    Flux     Conc     
          0.0100     -214.27  0.2814  0.8880E-01  0.8619E-03       -192.05  0.2894  0.5746E-01  0.8833E-03       -173.68  0.2971 -0.5427E-02  0.8833E-03
          0.0230     -214.36  0.2814  0.8880E-01  0.8621E-03       -192.14  0.2894  0.5468E-01  0.8833E-03       -173.80  0.2970 -0.7695E-02  0.8833E-03
          0.0399     -214.47  0.2813  0.8880E-01  0.8621E-03       -192.28  0.2893  0.5122E-01  0.8833E-03       -173.98  0.2970 -0.1038E-01  0.8833E-03
          0.0619     -214.63  0.2813  0.8880E-01  0.8621E-03       -192.45  0.2893  0.4824E-01  0.8833E-03       -174.19  0.2969 -0.1298E-01  0.8833E-03
          0.0904     -214.85  0.2812  0.8880E-01  0.8621E-03       -192.70  0.2892  0.4532E-01  0.8833E-03       -174.47  0.2967 -0.1518E-01  0.8833E-03
          0.1276     -215.14  0.2811  0.8880E-01  0.8621E-03       -193.01  0.2891  0.4299E-01  0.8833E-03       -174.81  0.2966 -0.1637E-01  0.8833E-03
          0.1758     -215.54  0.2810  0.8880E-01  0.8622E-03       -193.42  0.2889  0.4156E-01  0.8833E-03       -175.23  0.2964 -0.1591E-01  0.8833E-03
          0.2386     -216.06  0.2808  0.8880E-01  0.8622E-03       -193.94  0.2887  0.4150E-01  0.8833E-03       -175.74  0.2962 -0.1325E-01  0.8833E-03
          0.3232     -222.23  0.2787  0.4515E+00  0.8659E-03       -196.08  0.2880  0.1598E+00  0.8834E-03       -176.87  0.2958  0.3953E-01  0.8834E-03
          0.4360     -235.68  0.2739  0.9363E+00  0.8702E-03       -201.85  0.2860  0.4232E+00  0.8834E-03       -179.79  0.2946  0.2021E+00  0.8834E-03
          0.5770     -245.75  0.2701  0.9008E+00  0.8703E-03       -208.76  0.2834  0.5788E+00  0.8834E-03       -184.00  0.2928  0.3710E+00  0.8833E-03
          0.7885     -235.97  0.2736  0.8880E-01  0.8644E-03       -210.17  0.2829  0.3534E+00  0.8833E-03       -186.93  0.2916  0.3430E+00  0.8833E-03
          1.0000     -232.39  0.2751  0.8880E-01  0.8645E-03       -208.24  0.2835  0.2077E+00  0.8834E-03       -187.05  0.2914  0.2284E+00  0.8833E-03
end
