 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  29. 3.2022    Time:  17:26: 1
 Units: L = cm   , T = days , M = mg   


 Time:        0.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp   Conc(1..NS) Sorb(1...NS)
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]      [M/L*3]

   1     0.0000    -214.167 0.2815   0.1085E+01  0.3644E-03  0.7132E-01  0.0000E+00      -1   0.164E-02   20.00  0.8617E-03  0.1033E+00
   2    -3.0000    -210.973 0.2826   0.1121E+01  0.3683E-03  0.7099E-01  0.0000E+00      -1   0.163E-02   20.00  0.8736E-03  0.1048E+00
   3    -6.0000    -207.787 0.2838   0.1158E+01  0.3721E-03  0.7004E-01  0.0000E+00      -1   0.161E-02   20.00  0.8809E-03  0.1057E+00
   4    -9.0000    -204.610 0.2849   0.1195E+01  0.3760E-03  0.6968E-01  0.1266E-02      -1   0.160E-02   20.00  0.8826E-03  0.1059E+00
   5   -12.0000    -201.437 0.2860   0.1231E+01  0.3798E-03  0.6954E-01  0.1267E-02      -1   0.160E-02   20.00  0.8834E-03  0.1060E+00
   6   -15.0000    -198.271 0.2872   0.1268E+01  0.3837E-03  0.6843E-01  0.1233E-02      -1   0.157E-02   20.00  0.8834E-03  0.1060E+00
   7   -18.0000    -195.113 0.2883   0.1304E+01  0.3875E-03  0.6604E-01  0.1058E-02      -1   0.152E-02   20.00  0.8834E-03  0.1060E+00
   8   -21.0000    -191.967 0.2895   0.1340E+01  0.3913E-03  0.6149E-01  0.8819E-03      -1   0.141E-02   20.00  0.8834E-03  0.1060E+00
   9   -24.0000    -188.839 0.2907   0.1408E+01  0.3954E-03  0.5457E-01  0.7060E-03      -1   0.126E-02   20.00  0.8834E-03  0.1060E+00
  10   -27.0000    -185.734 0.2920   0.1477E+01  0.3994E-03  0.4566E-01  0.5298E-03      -1   0.105E-02   20.00  0.8834E-03  0.1060E+00
  11   -30.0000    -182.653 0.2933   0.1546E+01  0.4034E-03  0.3515E-01  0.3534E-03      -1   0.809E-03   20.00  0.8834E-03  0.1060E+00
  12   -33.0000    -179.597 0.2946   0.1614E+01  0.4074E-03  0.2354E-01  0.1768E-03      -1   0.542E-03   20.00  0.8834E-03  0.1060E+00
  13   -36.0000    -176.565 0.2959   0.1682E+01  0.4113E-03  0.1079E-01  0.0000E+00      -1   0.248E-03   20.00  0.8834E-03  0.1060E+00
  14   -39.0000    -173.558 0.2971   0.1749E+01  0.4152E-03 -0.3345E-02  0.0000E+00      -1  -0.770E-04   20.00  0.8833E-03  0.1060E+00
  15   -42.0000    -170.576 0.2984   0.1815E+01  0.4191E-03 -0.1767E-01  0.0000E+00      -1  -0.406E-03   20.00  0.8833E-03  0.1060E+00
  16   -45.0000    -167.616 0.2996   0.1881E+01  0.4230E-03 -0.3178E-01  0.0000E+00      -1  -0.731E-03   20.00  0.8833E-03  0.1060E+00
  17   -48.0000    -164.677 0.3008   0.1947E+01  0.4268E-03 -0.4683E-01  0.0000E+00      -1  -0.108E-02   20.00  0.8833E-03  0.1060E+00
  18   -51.0000    -161.760 0.3021   0.2012E+01  0.4306E-03 -0.6212E-01  0.0000E+00      -1  -0.143E-02   20.00  0.8833E-03  0.1060E+00
  19   -54.0000    -158.862 0.3033   0.2076E+01  0.4344E-03 -0.7691E-01  0.0000E+00      -1  -0.177E-02   20.00  0.8834E-03  0.1060E+00
  20   -57.0000    -155.982 0.3045   0.2140E+01  0.4381E-03 -0.9212E-01  0.0000E+00      -1  -0.212E-02   20.00  0.8833E-03  0.1060E+00
  21   -60.0000    -153.120 0.3057   0.2204E+01  0.4418E-03 -0.1077E+00  0.0000E+00      -1  -0.248E-02   20.00  0.8833E-03  0.1060E+00
  22   -63.0000    -150.274 0.3069   0.2298E+01  0.4453E-03 -0.1241E+00  0.0000E+00      -1  -0.285E-02   20.00  0.8833E-03  0.1060E+00
  23   -66.0000    -147.443 0.3082   0.2410E+01  0.4486E-03 -0.1407E+00  0.0000E+00      -1  -0.324E-02   20.00  0.8833E-03  0.1060E+00
  24   -69.0000    -144.624 0.3095   0.2523E+01  0.4518E-03 -0.1569E+00  0.0000E+00      -1  -0.361E-02   20.00  0.8833E-03  0.1060E+00
  25   -72.0000    -141.816 0.3108   0.2635E+01  0.4551E-03 -0.1727E+00  0.0000E+00      -1  -0.397E-02   20.00  0.8833E-03  0.1060E+00
  26   -75.0000    -139.017 0.3121   0.2746E+01  0.4583E-03 -0.1877E+00  0.0000E+00      -1  -0.432E-02   20.00  0.8833E-03  0.1060E+00
  27   -78.0000    -136.226 0.3134   0.2857E+01  0.4615E-03 -0.2029E+00  0.0000E+00      -1  -0.467E-02   20.00  0.8833E-03  0.1060E+00
  28   -81.0000    -133.443 0.3147   0.2968E+01  0.4648E-03 -0.2182E+00  0.0000E+00      -1  -0.502E-02   20.00  0.8833E-03  0.1060E+00
  29   -84.0000    -130.667 0.3160   0.3079E+01  0.4680E-03 -0.2325E+00  0.0000E+00      -1  -0.535E-02   20.00  0.8833E-03  0.1060E+00
  30   -87.0000    -127.896 0.3173   0.3189E+01  0.4712E-03 -0.2461E+00  0.0000E+00      -1  -0.566E-02   20.00  0.8833E-03  0.1060E+00
  31   -90.0000    -125.130 0.3185   0.3300E+01  0.4744E-03 -0.2596E+00  0.0000E+00      -1  -0.597E-02   20.00  0.8833E-03  0.1060E+00
  32   -93.0000    -122.368 0.3198   0.3410E+01  0.4776E-03 -0.2727E+00  0.0000E+00      -1  -0.627E-02   20.00  0.8833E-03  0.1060E+00
  33   -96.0000    -119.609 0.3211   0.3542E+01  0.4804E-03 -0.2855E+00  0.0000E+00      -1  -0.657E-02   20.00  0.8833E-03  0.1060E+00
  34   -99.0000    -116.850 0.3225   0.3724E+01  0.4823E-03 -0.2985E+00  0.0000E+00      -1  -0.687E-02   20.00  0.8833E-03  0.1060E+00
  35  -102.0000    -114.090 0.3238   0.3906E+01  0.4843E-03 -0.3111E+00  0.0000E+00      -1  -0.716E-02   20.00  0.8833E-03  0.1060E+00
  36  -105.0000    -111.328 0.3252   0.4088E+01  0.4863E-03 -0.3229E+00  0.0000E+00      -1  -0.743E-02   20.00  0.8833E-03  0.1060E+00
  37  -108.0000    -108.564 0.3265   0.4270E+01  0.4882E-03 -0.3345E+00  0.0000E+00      -1  -0.770E-02   20.00  0.8833E-03  0.1060E+00
  38  -111.0000    -105.798 0.3279   0.4453E+01  0.4902E-03 -0.3450E+00  0.0000E+00      -1  -0.794E-02   20.00  0.8833E-03  0.1060E+00
  39  -114.0000    -103.029 0.3292   0.4635E+01  0.4921E-03 -0.3554E+00  0.0000E+00      -1  -0.818E-02   20.00  0.8833E-03  0.1060E+00
  40  -117.0000    -100.258 0.3306   0.4818E+01  0.4941E-03 -0.3662E+00  0.0000E+00      -1  -0.842E-02   20.00  0.8833E-03  0.1060E+00
  41  -120.0000     -97.485 0.3320   0.5001E+01  0.4961E-03 -0.3755E+00  0.0000E+00      -1  -0.864E-02   20.00  0.8833E-03  0.1060E+00
  42  -123.0000     -94.708 0.3333   0.5211E+01  0.4975E-03 -0.3851E+00  0.0000E+00      -1  -0.886E-02   20.00  0.8833E-03  0.1060E+00
  43  -126.0000     -91.927 0.3347   0.5494E+01  0.4974E-03 -0.3945E+00  0.0000E+00      -1  -0.908E-02   20.00  0.8833E-03  0.1060E+00
  44  -129.0000     -89.139 0.3361   0.5777E+01  0.4972E-03 -0.4023E+00  0.0000E+00      -1  -0.926E-02   20.00  0.8833E-03  0.1060E+00
  45  -132.0000     -86.345 0.3375   0.6061E+01  0.4971E-03 -0.4110E+00  0.0000E+00      -1  -0.946E-02   20.00  0.8833E-03  0.1060E+00
  46  -135.0000     -83.546 0.3389   0.6345E+01  0.4970E-03 -0.4186E+00  0.0000E+00      -1  -0.963E-02   20.00  0.8833E-03  0.1060E+00
  47  -138.0000     -80.741 0.3403   0.6630E+01  0.4969E-03 -0.4253E+00  0.0000E+00      -1  -0.979E-02   20.00  0.8833E-03  0.1060E+00
  48  -141.0000     -77.931 0.3417   0.6916E+01  0.4967E-03 -0.4325E+00  0.0000E+00      -1  -0.995E-02   20.00  0.8833E-03  0.1060E+00
  49  -144.0000     -75.116 0.3431   0.7226E+01  0.4961E-03 -0.4398E+00  0.0000E+00      -1  -0.101E-01   20.00  0.8833E-03  0.1060E+00
  50  -147.0000     -72.295 0.3445   0.7640E+01  0.4931E-03 -0.4467E+00  0.0000E+00      -1  -0.103E-01   20.00  0.8833E-03  0.1060E+00
  51  -150.0000     -69.467 0.3459   0.8055E+01  0.4901E-03 -0.4522E+00  0.0000E+00      -1  -0.104E-01   20.00  0.8833E-03  0.1060E+00
  52  -153.0000     -66.632 0.3472   0.8471E+01  0.4871E-03 -0.4572E+00  0.0000E+00      -1  -0.105E-01   20.00  0.8833E-03  0.1060E+00
  53  -156.0000     -63.791 0.3486   0.8887E+01  0.4841E-03 -0.4635E+00  0.0000E+00      -1  -0.107E-01   20.00  0.8833E-03  0.1060E+00
  54  -159.0000     -60.945 0.3500   0.9305E+01  0.4811E-03 -0.4678E+00  0.0000E+00      -1  -0.108E-01   20.00  0.8833E-03  0.1060E+00
  55  -162.0000     -58.092 0.3514   0.9824E+01  0.4759E-03 -0.4719E+00  0.0000E+00      -1  -0.109E-01   20.00  0.8833E-03  0.1060E+00
  56  -165.0000     -55.233 0.3527   0.1040E+02  0.4695E-03 -0.4780E+00  0.0000E+00      -1  -0.110E-01   20.00  0.8833E-03  0.1060E+00
  57  -168.0000     -52.368 0.3541   0.1097E+02  0.4631E-03 -0.4825E+00  0.0000E+00      -1  -0.111E-01   20.00  0.8833E-03  0.1060E+00
  58  -171.0000     -49.497 0.3554   0.1155E+02  0.4567E-03 -0.4853E+00  0.0000E+00      -1  -0.112E-01   20.00  0.8833E-03  0.1060E+00
  59  -174.0000     -46.620 0.3567   0.1218E+02  0.4491E-03 -0.4881E+00  0.0000E+00      -1  -0.112E-01   20.00  0.8833E-03  0.1060E+00
  60  -177.0000     -43.737 0.3580   0.1294E+02  0.4389E-03 -0.4934E+00  0.0000E+00      -1  -0.114E-01   20.00  0.8833E-03  0.1060E+00
  61  -180.0000     -40.849 0.3592   0.1369E+02  0.4288E-03 -0.4972E+00  0.0000E+00      -1  -0.114E-01   20.00  0.8833E-03  0.1060E+00
  62  -183.0000     -37.955 0.3605   0.1445E+02  0.4186E-03 -0.4973E+00  0.0000E+00      -1  -0.114E-01   20.00  0.8833E-03  0.1060E+00
  63  -186.0000     -35.055 0.3617   0.1539E+02  0.4050E-03 -0.5000E+00  0.0000E+00      -1  -0.115E-01   20.00  0.8833E-03  0.1060E+00
  64  -189.0000     -32.150 0.3628   0.1635E+02  0.3910E-03 -0.5042E+00  0.0000E+00      -1  -0.116E-01   20.00  0.8833E-03  0.1060E+00
  65  -192.0000     -29.240 0.3640   0.1736E+02  0.3761E-03 -0.5042E+00  0.0000E+00      -1  -0.116E-01   20.00  0.8833E-03  0.1060E+00
  66  -195.0000     -26.324 0.3650   0.1854E+02  0.3581E-03 -0.5066E+00  0.0000E+00      -1  -0.117E-01   20.00  0.8833E-03  0.1060E+00
  67  -198.0000     -23.404 0.3661   0.1975E+02  0.3398E-03 -0.5111E+00  0.0000E+00      -1  -0.118E-01   20.00  0.8833E-03  0.1060E+00
  68  -201.0000     -20.479 0.3670   0.2117E+02  0.3179E-03 -0.5118E+00  0.0000E+00      -1  -0.118E-01   20.00  0.8833E-03  0.1060E+00
  69  -204.0000     -17.549 0.3679   0.2271E+02  0.2944E-03 -0.5112E+00  0.0000E+00      -1  -0.118E-01   20.00  0.8833E-03  0.1060E+00
