 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  28. 3.2022    Time:   8:57:26
 Units: L = cm   , T = days , M = mg   

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

       0.0100  0.38854E-01  0.21268E-01  0.38860E-01  0.21254E-01  0.14628E+01  0.38854E-03  0.21268E-03  0.38860E-03  0.21254E-03  0.14628E-01 -0.98825E+02 -0.55774E+02  0.20835E+03  0.00000E+00  0.00000E+00  0.10968E+03  0.19733E-04  0.40834E-03      1  0.00000E+00      0.000
       0.0200  0.32942E-01  0.21268E-01  0.32936E-01  0.21254E-01  0.12934E+01  0.71795E-03  0.42537E-03  0.71797E-03  0.42508E-03  0.27562E-01 -0.98931E+02 -0.55490E+02  0.20835E+03  0.00000E+00  0.00000E+00  0.10970E+03  0.98585E-04  0.81655E-03      2  0.00000E+00      0.000
       0.0330  0.19408E-01  0.21268E-01  0.19405E-01  0.21254E-01  0.11267E+01  0.97025E-03  0.70186E-03  0.97023E-03  0.70139E-03  0.42210E-01 -0.98989E+02 -0.55090E+02  0.20835E+03  0.00000E+00  0.00000E+00  0.10971E+03  0.37703E-03  0.13473E-02      3  0.00000E+00      0.000
       0.0499 -0.79226E-02  0.21268E-01 -0.79284E-02  0.21254E-01  0.10034E+01  0.83636E-03  0.10613E-02  0.83624E-03  0.10606E-02  0.59167E-01 -0.98861E+02 -0.54638E+02  0.20835E+03  0.00000E+00  0.00000E+00  0.10973E+03  0.12010E-02  0.20372E-02      4  0.00000E+00      0.000
       0.0719 -0.59411E-01  0.21268E-01 -0.59411E-01  0.21255E-01  0.88711E+00 -0.46891E-03  0.15286E-02 -0.46903E-03  0.15275E-02  0.78657E-01 -0.98444E+02 -0.54092E+02  0.20835E+03  0.00000E+00  0.00000E+00  0.10975E+03  0.34032E-02  0.29342E-02      5  0.00000E+00      0.000
       0.1004 -0.15175E+00  0.21268E-01 -0.15175E+00  0.21255E-01  0.77703E+00 -0.48031E-02  0.21360E-02 -0.48032E-02  0.21346E-02  0.10085E+00 -0.97598E+02 -0.53428E+02  0.20835E+03  0.00000E+00  0.00000E+00  0.10977E+03  0.89035E-02  0.41003E-02      6  0.00000E+00      0.000
       0.1376 -0.31001E+00  0.21268E-01 -0.31002E+00  0.21256E-01  0.65633E+00 -0.16314E-01  0.29257E-02 -0.16314E-01  0.29238E-02  0.12522E+00 -0.96144E+02 -0.52551E+02  0.20835E+03  0.00000E+00  0.00000E+00  0.10981E+03  0.21930E-01  0.56161E-02      7  0.00000E+00      0.000
       0.1858 -0.56681E+00  0.21268E-01 -0.56680E+00  0.21256E-01  0.50203E+00 -0.43672E-01  0.39523E-02 -0.43672E-01  0.39498E-02  0.14945E+00 -0.93825E+02 -0.51301E+02  0.20835E+03  0.00000E+00  0.00000E+00  0.10986E+03  0.51259E-01  0.75868E-02      8  0.00000E+00      0.000
