 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:   4. 3.2022    Time:  19:32:15
 Units: L = cm   , T = days , M = mg   



                               Node(  1)                                 Node(  8)                                 Node( 14)

         time            h        theta    Flux     Conc              h        theta    Flux     Conc              h        theta    Flux     Conc     
          0.0100     -201.36  0.2861  0.1446E-01  0.8319E-02       -180.28  0.2943  0.6326E-02  0.9089E-02       -162.16  0.3019  0.1872E-01  0.8863E-02
          0.0230     -201.41  0.2860  0.1446E-01  0.8324E-02       -180.32  0.2943  0.7964E-02  0.9089E-02       -162.18  0.3019  0.2003E-01  0.8863E-02
          0.0399     -201.48  0.2860  0.1446E-01  0.8329E-02       -180.36  0.2943  0.1006E-01  0.9089E-02       -162.21  0.3019  0.2189E-01  0.8863E-02
          0.0619     -201.56  0.2860  0.1447E-01  0.8334E-02       -180.42  0.2943  0.1216E-01  0.9089E-02       -162.24  0.3019  0.2405E-01  0.8862E-02
          0.0904     -201.65  0.2860  0.1446E-01  0.8340E-02       -180.49  0.2942  0.1439E-01  0.9089E-02       -162.29  0.3018  0.2673E-01  0.8862E-02
          0.1276     -201.75  0.2859  0.1447E-01  0.8345E-02       -180.58  0.2942  0.1668E-01  0.9089E-02       -162.34  0.3018  0.2996E-01  0.8862E-02
          0.1758     -201.87  0.2859  0.1447E-01  0.8350E-02       -180.68  0.2942  0.1914E-01  0.9089E-02       -162.41  0.3018  0.3379E-01  0.8862E-02
          0.2386     -202.00  0.2858  0.1446E-01  0.8354E-02       -180.79  0.2941  0.2177E-01  0.9089E-02       -162.49  0.3018  0.3811E-01  0.8862E-02
          0.3232     -202.94  0.2855  0.7354E-01  0.8402E-02       -181.14  0.2940  0.4494E-01  0.9089E-02       -162.66  0.3017  0.5161E-01  0.8862E-02
          0.4360     -205.96  0.2845  0.1525E+00  0.8525E-02       -183.35  0.2931  0.9707E-01  0.9099E-02       -164.22  0.3011  0.1213E+00  0.8872E-02
          0.5770     -210.34  0.2828  0.1467E+00  0.8593E-02       -187.62  0.2913  0.1441E+00  0.9115E-02       -167.56  0.2997  0.2316E+00  0.8886E-02
          0.7885     -212.54  0.2819  0.1446E-01  0.8465E-02       -191.02  0.2897  0.1286E+00  0.9113E-02       -170.63  0.2983  0.2799E+00  0.8886E-02
          1.0000     -210.69  0.2826  0.1446E-01  0.8375E-02       -188.75  0.2906  0.1106E+00  0.9086E-02       -169.00  0.2989  0.1997E+00  0.8864E-02
end
