 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  28. 3.2022    Time:   8:56: 2
 Units: L = cm   , T = days , M = mg   

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

       0.0100  0.14161E+00  0.10391E-01  0.14161E+00  0.10252E-01 -0.44969E+00  0.14161E-02  0.10391E-03  0.14161E-02  0.10252E-03 -0.44969E-02 -0.20205E+03 -0.18964E+03  0.39411E+02  0.00000E+00  0.00000E+00  0.99481E+02  0.39465E-04  0.14556E-02      1  0.00000E+00      0.000
       0.0200  0.12979E+00  0.10391E-01  0.12979E+00  0.10251E-01 -0.47235E+00  0.27140E-02  0.20782E-03  0.27140E-02  0.20503E-03 -0.92204E-02 -0.20283E+03 -0.19030E+03  0.39411E+02  0.00000E+00  0.00000E+00  0.99475E+02  0.19717E-03  0.29112E-02      2  0.00000E+00      0.000
       0.0330  0.10272E+00  0.10391E-01  0.10272E+00  0.10249E-01 -0.49523E+00  0.40494E-02  0.34291E-03  0.40494E-02  0.33827E-03 -0.15658E-01 -0.20382E+03 -0.19126E+03  0.39411E+02  0.00000E+00  0.00000E+00  0.99467E+02  0.75407E-03  0.48035E-02      3  0.00000E+00      0.000
       0.0499  0.48059E-01  0.10391E-01  0.48057E-01  0.10247E-01 -0.51281E+00  0.48616E-02  0.51852E-03  0.48616E-02  0.51144E-03 -0.24325E-01 -0.20470E+03 -0.19230E+03  0.39411E+02  0.00000E+00  0.00000E+00  0.99457E+02  0.24018E-02  0.72634E-02      4  0.00000E+00      0.000
       0.0719 -0.54918E-01  0.10391E-01 -0.54919E-01  0.10244E-01 -0.53209E+00  0.36550E-02  0.74681E-03  0.36550E-02  0.73650E-03 -0.36015E-01 -0.20528E+03 -0.19340E+03  0.39411E+02  0.00000E+00  0.00000E+00  0.99446E+02  0.68063E-02  0.10461E-01      5  0.00000E+00      0.000
       0.1004 -0.23960E+00  0.10391E-01 -0.23960E+00  0.10242E-01 -0.55321E+00 -0.31881E-02  0.10436E-02 -0.31882E-02  0.10290E-02 -0.51815E-01 -0.20496E+03 -0.19427E+03  0.39411E+02  0.00000E+00  0.00000E+00  0.99437E+02  0.17807E-01  0.14619E-01      6  0.00000E+00      0.000
       0.1376 -0.55612E+00  0.10391E-01 -0.55612E+00  0.10242E-01 -0.57769E+00 -0.23837E-01  0.14294E-02 -0.23837E-01  0.14093E-02 -0.73264E-01 -0.20276E+03 -0.19433E+03  0.39411E+02  0.00000E+00  0.00000E+00  0.99436E+02  0.43860E-01  0.20023E-01      7  0.00000E+00      0.000
       0.1858 -0.10697E+01  0.10391E-01 -0.10697E+01  0.10247E-01 -0.60554E+00 -0.75469E-01  0.19310E-02 -0.75469E-01  0.19039E-02 -0.10249E+00 -0.19711E+03 -0.19249E+03  0.39411E+02  0.00000E+00  0.00000E+00  0.99458E+02  0.10252E+00  0.27049E-01      8  0.00000E+00      0.000
