 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  28. 3.2022    Time:   8:58:13
 Units: L = cm   , T = days , M = mg   


 Time:        0.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp   Conc(1..NS) Sorb(1...NS)
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]      [M/L*3]

   1     0.0000    -129.564 0.3165   0.3123E+01  0.4692E-03 -0.1018E+00  0.0000E+00      -1  -0.234E-02   20.00  0.1012E-02  0.1214E+00
   2    -3.0000    -126.660 0.3178   0.3239E+01  0.4726E-03 -0.2204E+00  0.0000E+00      -1  -0.507E-02   20.00  0.1030E-02  0.1236E+00
   3    -6.0000    -123.969 0.3191   0.3346E+01  0.4757E-03 -0.4565E+00  0.0000E+00      -1  -0.105E-01   20.00  0.1040E-02  0.1248E+00
   4    -9.0000    -121.476 0.3202   0.3445E+01  0.4786E-03 -0.6880E+00  0.1100E-02      -1  -0.158E-01   20.00  0.1041E-02  0.1250E+00
   5   -12.0000    -119.162 0.3213   0.3571E+01  0.4807E-03 -0.9140E+00  0.1100E-02      -1  -0.210E-01   20.00  0.1033E-02  0.1241E+00
   6   -15.0000    -117.007 0.3224   0.3713E+01  0.4822E-03 -0.1132E+01  0.1100E-02      -1  -0.260E-01   20.00  0.1016E-02  0.1221E+00
   7   -18.0000    -114.990 0.3234   0.3846E+01  0.4837E-03 -0.1342E+01  0.1100E-02      -1  -0.309E-01   20.00  0.9930E-03  0.1193E+00
   8   -21.0000    -113.100 0.3243   0.3971E+01  0.4850E-03 -0.1545E+01  0.1100E-02      -1  -0.356E-01   20.00  0.9663E-03  0.1160E+00
   9   -24.0000    -111.324 0.3252   0.4088E+01  0.4863E-03 -0.1738E+01  0.1089E-02      -1  -0.400E-01   20.00  0.9407E-03  0.1128E+00
  10   -27.0000    -109.651 0.3260   0.4199E+01  0.4874E-03 -0.1924E+01  0.1032E-02      -1  -0.443E-01   20.00  0.9196E-03  0.1102E+00
  11   -30.0000    -108.073 0.3268   0.4303E+01  0.4886E-03 -0.2102E+01  0.9746E-03      -1  -0.484E-01   20.00  0.9039E-03  0.1083E+00
  12   -33.0000    -106.582 0.3275   0.4401E+01  0.4896E-03 -0.2272E+01  0.9174E-03      -1  -0.523E-01   20.00  0.8935E-03  0.1071E+00
  13   -36.0000    -105.170 0.3282   0.4494E+01  0.4906E-03 -0.2433E+01  0.8601E-03      -1  -0.560E-01   20.00  0.8877E-03  0.1064E+00
  14   -39.0000    -103.830 0.3289   0.4583E+01  0.4916E-03 -0.2586E+01  0.8028E-03      -1  -0.595E-01   20.00  0.8850E-03  0.1062E+00
  15   -42.0000    -102.556 0.3295   0.4667E+01  0.4925E-03 -0.2731E+01  0.7456E-03      -1  -0.628E-01   20.00  0.8839E-03  0.1060E+00
  16   -45.0000    -101.341 0.3301   0.4747E+01  0.4933E-03 -0.2868E+01  0.6883E-03      -1  -0.660E-01   20.00  0.8835E-03  0.1060E+00
  17   -48.0000    -100.182 0.3306   0.4823E+01  0.4942E-03 -0.2998E+01  0.6309E-03      -1  -0.690E-01   20.00  0.8834E-03  0.1060E+00
  18   -51.0000     -99.070 0.3312   0.4897E+01  0.4950E-03 -0.3118E+01  0.5736E-03      -1  -0.717E-01   20.00  0.8834E-03  0.1060E+00
  19   -54.0000     -98.003 0.3317   0.4967E+01  0.4957E-03 -0.3233E+01  0.5163E-03      -1  -0.744E-01   20.00  0.8834E-03  0.1060E+00
  20   -57.0000     -96.975 0.3322   0.5035E+01  0.4964E-03 -0.3339E+01  0.4590E-03      -1  -0.768E-01   20.00  0.8834E-03  0.1060E+00
  21   -60.0000     -95.982 0.3327   0.5100E+01  0.4971E-03 -0.3438E+01  0.4016E-03      -1  -0.791E-01   20.00  0.8834E-03  0.1060E+00
  22   -63.0000     -95.017 0.3332   0.5180E+01  0.4975E-03 -0.3532E+01  0.3442E-03      -1  -0.813E-01   20.00  0.8834E-03  0.1060E+00
  23   -66.0000     -94.070 0.3336   0.5276E+01  0.4975E-03 -0.3619E+01  0.2869E-03      -1  -0.833E-01   20.00  0.8834E-03  0.1060E+00
  24   -69.0000     -93.133 0.3341   0.5371E+01  0.4974E-03 -0.3700E+01  0.2295E-03      -1  -0.851E-01   20.00  0.8834E-03  0.1060E+00
  25   -72.0000     -92.203 0.3346   0.5466E+01  0.4974E-03 -0.3774E+01  0.1721E-03      -1  -0.868E-01   20.00  0.8834E-03  0.1060E+00
  26   -75.0000     -91.276 0.3350   0.5560E+01  0.4973E-03 -0.3842E+01  0.1148E-03      -1  -0.884E-01   20.00  0.8834E-03  0.1060E+00
  27   -78.0000     -90.349 0.3355   0.5654E+01  0.4973E-03 -0.3904E+01  0.5739E-04      -1  -0.898E-01   20.00  0.8834E-03  0.1060E+00
  28   -81.0000     -89.419 0.3360   0.5748E+01  0.4972E-03 -0.3960E+01  0.0000E+00      -1  -0.911E-01   20.00  0.8834E-03  0.1060E+00
  29   -84.0000     -88.482 0.3364   0.5844E+01  0.4972E-03 -0.4010E+01  0.0000E+00      -1  -0.923E-01   20.00  0.8834E-03  0.1060E+00
  30   -87.0000     -87.536 0.3369   0.5940E+01  0.4972E-03 -0.4055E+01  0.0000E+00      -1  -0.933E-01   20.00  0.8834E-03  0.1060E+00
  31   -90.0000     -86.578 0.3374   0.6037E+01  0.4971E-03 -0.4092E+01  0.0000E+00      -1  -0.942E-01   20.00  0.8834E-03  0.1060E+00
  32   -93.0000     -85.603 0.3379   0.6136E+01  0.4971E-03 -0.4125E+01  0.0000E+00      -1  -0.949E-01   20.00  0.8834E-03  0.1060E+00
  33   -96.0000     -84.611 0.3384   0.6237E+01  0.4970E-03 -0.4152E+01  0.0000E+00      -1  -0.955E-01   20.00  0.8834E-03  0.1060E+00
  34   -99.0000     -83.597 0.3389   0.6340E+01  0.4970E-03 -0.4173E+01  0.0000E+00      -1  -0.960E-01   20.00  0.8834E-03  0.1060E+00
  35  -102.0000     -82.560 0.3394   0.6445E+01  0.4969E-03 -0.4191E+01  0.0000E+00      -1  -0.964E-01   20.00  0.8834E-03  0.1060E+00
  36  -105.0000     -81.498 0.3399   0.6553E+01  0.4969E-03 -0.4202E+01  0.0000E+00      -1  -0.967E-01   20.00  0.8834E-03  0.1060E+00
  37  -108.0000     -80.407 0.3405   0.6664E+01  0.4968E-03 -0.4210E+01  0.0000E+00      -1  -0.969E-01   20.00  0.8834E-03  0.1060E+00
  38  -111.0000     -79.288 0.3410   0.6778E+01  0.4968E-03 -0.4214E+01  0.0000E+00      -1  -0.970E-01   20.00  0.8834E-03  0.1060E+00
  39  -114.0000     -78.137 0.3416   0.6895E+01  0.4967E-03 -0.4212E+01  0.0000E+00      -1  -0.969E-01   20.00  0.8834E-03  0.1060E+00
  40  -117.0000     -76.953 0.3422   0.7015E+01  0.4967E-03 -0.4207E+01  0.0000E+00      -1  -0.968E-01   20.00  0.8834E-03  0.1060E+00
  41  -120.0000     -75.735 0.3428   0.7139E+01  0.4966E-03 -0.4200E+01  0.0000E+00      -1  -0.966E-01   20.00  0.8834E-03  0.1060E+00
  42  -123.0000     -74.476 0.3434   0.7320E+01  0.4954E-03 -0.4188E+01  0.0000E+00      -1  -0.964E-01   20.00  0.8834E-03  0.1060E+00
  43  -126.0000     -73.167 0.3440   0.7512E+01  0.4940E-03 -0.4173E+01  0.0000E+00      -1  -0.960E-01   20.00  0.8834E-03  0.1060E+00
  44  -129.0000     -71.809 0.3447   0.7711E+01  0.4926E-03 -0.4156E+01  0.0000E+00      -1  -0.956E-01   20.00  0.8834E-03  0.1060E+00
  45  -132.0000     -70.401 0.3454   0.7918E+01  0.4911E-03 -0.4138E+01  0.0000E+00      -1  -0.952E-01   20.00  0.8834E-03  0.1060E+00
  46  -135.0000     -68.945 0.3461   0.8131E+01  0.4895E-03 -0.4118E+01  0.0000E+00      -1  -0.948E-01   20.00  0.8834E-03  0.1060E+00
  47  -138.0000     -67.440 0.3469   0.8352E+01  0.4880E-03 -0.4095E+01  0.0000E+00      -1  -0.942E-01   20.00  0.8834E-03  0.1060E+00
  48  -141.0000     -65.887 0.3476   0.8580E+01  0.4863E-03 -0.4071E+01  0.0000E+00      -1  -0.937E-01   20.00  0.8834E-03  0.1060E+00
  49  -144.0000     -64.287 0.3484   0.8815E+01  0.4846E-03 -0.4046E+01  0.0000E+00      -1  -0.931E-01   20.00  0.8834E-03  0.1060E+00
  50  -147.0000     -62.641 0.3492   0.9056E+01  0.4829E-03 -0.4019E+01  0.0000E+00      -1  -0.925E-01   20.00  0.8834E-03  0.1060E+00
  51  -150.0000     -60.950 0.3500   0.9304E+01  0.4811E-03 -0.3994E+01  0.0000E+00      -1  -0.919E-01   20.00  0.8834E-03  0.1060E+00
  52  -153.0000     -59.214 0.3509   0.9599E+01  0.4784E-03 -0.3966E+01  0.0000E+00      -1  -0.913E-01   20.00  0.8834E-03  0.1060E+00
  53  -156.0000     -57.426 0.3517   0.9957E+01  0.4744E-03 -0.3938E+01  0.0000E+00      -1  -0.906E-01   20.00  0.8834E-03  0.1060E+00
  54  -159.0000     -55.587 0.3526   0.1033E+02  0.4703E-03 -0.3911E+01  0.0000E+00      -1  -0.900E-01   20.00  0.8834E-03  0.1060E+00
  55  -162.0000     -53.699 0.3534   0.1071E+02  0.4661E-03 -0.3885E+01  0.0000E+00      -1  -0.894E-01   20.00  0.8834E-03  0.1060E+00
  56  -165.0000     -51.765 0.3543   0.1109E+02  0.4617E-03 -0.3860E+01  0.0000E+00      -1  -0.888E-01   20.00  0.8834E-03  0.1060E+00
  57  -168.0000     -49.787 0.3553   0.1149E+02  0.4573E-03 -0.3833E+01  0.0000E+00      -1  -0.882E-01   20.00  0.8834E-03  0.1060E+00
  58  -171.0000     -47.767 0.3562   0.1190E+02  0.4528E-03 -0.3804E+01  0.0000E+00      -1  -0.875E-01   20.00  0.8834E-03  0.1060E+00
  59  -174.0000     -45.702 0.3571   0.1242E+02  0.4458E-03 -0.3778E+01  0.0000E+00      -1  -0.869E-01   20.00  0.8834E-03  0.1060E+00
  60  -177.0000     -43.592 0.3580   0.1297E+02  0.4384E-03 -0.3757E+01  0.0000E+00      -1  -0.864E-01   20.00  0.8834E-03  0.1060E+00
  61  -180.0000     -41.440 0.3590   0.1354E+02  0.4309E-03 -0.3733E+01  0.0000E+00      -1  -0.859E-01   20.00  0.8834E-03  0.1060E+00
  62  -183.0000     -39.247 0.3599   0.1411E+02  0.4232E-03 -0.3711E+01  0.0000E+00      -1  -0.854E-01   20.00  0.8834E-03  0.1060E+00
  63  -186.0000     -37.017 0.3609   0.1474E+02  0.4145E-03 -0.3691E+01  0.0000E+00      -1  -0.849E-01   20.00  0.8834E-03  0.1060E+00
  64  -189.0000     -34.747 0.3618   0.1549E+02  0.4035E-03 -0.3670E+01  0.0000E+00      -1  -0.844E-01   20.00  0.8834E-03  0.1060E+00
  65  -192.0000     -32.439 0.3627   0.1626E+02  0.3924E-03 -0.3651E+01  0.0000E+00      -1  -0.840E-01   20.00  0.8834E-03  0.1060E+00
  66  -195.0000     -30.095 0.3637   0.1703E+02  0.3810E-03 -0.3632E+01  0.0000E+00      -1  -0.836E-01   20.00  0.8834E-03  0.1060E+00
  67  -198.0000     -27.716 0.3645   0.1798E+02  0.3667E-03 -0.3616E+01  0.0000E+00      -1  -0.832E-01   20.00  0.8834E-03  0.1060E+00
  68  -201.0000     -25.302 0.3654   0.1896E+02  0.3518E-03 -0.3603E+01  0.0000E+00      -1  -0.829E-01   20.00  0.8834E-03  0.1060E+00
  69  -204.0000     -22.856 0.3663   0.2002E+02  0.3357E-03 -0.3590E+01  0.0000E+00      -1  -0.826E-01   20.00  0.8833E-03  0.1060E+00
