 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  28. 3.2022    Time:   8:57:19
 Units: L = cm   , T = days , M = mg   

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

       0.0100  0.12742E+00  0.65002E-02  0.12742E+00  0.63517E-02 -0.20844E+01  0.12742E-02  0.65002E-04  0.12742E-02  0.63517E-04 -0.20844E-01 -0.24085E+03 -0.22830E+03  0.41829E+02  0.00000E+00  0.00000E+00  0.99273E+02  0.39465E-04  0.13137E-02      1  0.00000E+00      0.000
       0.0200  0.11560E+00  0.65002E-02  0.11560E+00  0.63518E-02 -0.18129E+01  0.24302E-02  0.13000E-03  0.24302E-02  0.12704E-03 -0.38974E-01 -0.24063E+03 -0.22825E+03  0.41829E+02  0.00000E+00  0.00000E+00  0.99253E+02  0.19717E-03  0.26274E-02      2  0.00000E+00      0.000
       0.0330  0.88531E-01  0.65002E-02  0.88528E-01  0.63520E-02 -0.15621E+01  0.35811E-02  0.21451E-03  0.35811E-02  0.20961E-03 -0.59280E-01 -0.24024E+03 -0.22815E+03  0.41829E+02  0.00000E+00  0.00000E+00  0.99232E+02  0.75407E-03  0.43352E-02      3  0.00000E+00      0.000
       0.0499  0.33870E-01  0.65002E-02  0.33872E-01  0.63524E-02 -0.14155E+01  0.41535E-02  0.32436E-03  0.41535E-02  0.31697E-03 -0.83203E-01 -0.23955E+03 -0.22795E+03  0.41829E+02  0.00000E+00  0.00000E+00  0.99207E+02  0.24018E-02  0.65553E-02      4  0.00000E+00      0.000
       0.0719 -0.69107E-01  0.65002E-02 -0.69109E-01  0.63533E-02 -0.12872E+01  0.26352E-02  0.46717E-03  0.26352E-02  0.45655E-03 -0.11148E+00 -0.23820E+03 -0.22751E+03  0.41829E+02  0.00000E+00  0.00000E+00  0.99180E+02  0.68063E-02  0.94415E-02      5  0.00000E+00      0.000
       0.1004 -0.25379E+00  0.65002E-02 -0.25379E+00  0.63554E-02 -0.11811E+01 -0.46132E-02  0.65282E-03 -0.46132E-02  0.63807E-03 -0.14521E+00 -0.23555E+03 -0.22646E+03  0.41829E+02  0.00000E+00  0.00000E+00  0.99154E+02  0.17807E-01  0.13194E-01      6  0.00000E+00      0.000
       0.1376 -0.57031E+00  0.65002E-02 -0.57031E+00  0.63599E-02 -0.10829E+01 -0.25788E-01  0.89417E-03 -0.25788E-01  0.87420E-03 -0.18542E+00 -0.23048E+03 -0.22409E+03  0.41829E+02  0.00000E+00  0.00000E+00  0.99134E+02  0.43860E-01  0.18071E-01      7  0.00000E+00      0.000
       0.1858 -0.10839E+01  0.65002E-02 -0.10839E+01  0.63692E-02 -0.99052E+00 -0.78106E-01  0.12079E-02 -0.78106E-01  0.11816E-02 -0.23323E+00 -0.22136E+03 -0.21900E+03  0.41829E+02  0.00000E+00  0.00000E+00  0.99139E+02  0.10252E+00  0.24412E-01      8  0.00000E+00      0.000
