das,solute_uptake,all_solute_uptake
1,3.3309e-06,3.3309e-06
2,3.429e-06,6.7599e-06
3,3.6294e-06,1.03893e-05
4,3.8837e-06,1.4273e-05
5,4.1854e-06,1.84584e-05
6,4.4689e-06,2.29273e-05
7,4.8148e-06,2.77421e-05
8,5.1e-06,3.28421e-05
9,5.6763e-06,3.85184e-05
10,6.2646e-06,4.4783e-05
11,6.8988e-06,5.1681800000000004e-05
12,7.1975e-06,5.8879300000000004e-05
13,7.4524e-06,6.633170000000001e-05
14,8.0395e-06,7.437120000000001e-05
15,8.3924e-06,8.276360000000001e-05
16,8.7154e-06,9.147900000000001e-05
17,9.2135e-06,0.00010069250000000001
18,9.8002e-06,0.00011049270000000001
19,1.0296e-05,0.0001207887
20,1.085e-05,0.0001316387
21,1.135e-05,0.0001429887
22,1.2441e-05,0.0001554297
23,1.3687e-05,0.0001691167
24,1.5179e-05,0.0001842957
25,1.6057e-05,0.00020035270000000002
26,1.6759e-05,0.00021711170000000002
27,1.759e-05,0.00023470170000000002
28,1.9229e-05,0.0002539307
29,2.106e-05,0.0002749907
30,2.1924e-05,0.0002969147
31,2.2596e-05,0.0003195107
32,2.3475e-05,0.0003429857
33,2.4623e-05,0.0003676087
34,2.7344e-05,0.0003949527
35,2.831e-05,0.00042326269999999995
36,2.9244e-05,0.00045250669999999995
37,3.0696e-05,0.0004832026999999999
38,3.274e-05,0.0005159426999999999
39,3.5054e-05,0.0005509966999999999
40,3.8111e-05,0.0005891076999999999
41,3.9737e-05,0.0006288446999999998
42,4.0834e-05,0.0006696786999999999
43,4.2907e-05,0.0007125856999999999
44,4.4088e-05,0.0007566736999999998
45,4.5151e-05,0.0008018246999999998
46,4.6261e-05,0.0008480856999999999
47,4.8709e-05,0.0008967946999999998
48,5.2572e-05,0.0009493666999999998
49,5.6858e-05,0.0010062246999999998
50,5.976e-05,0.0010659846999999999
51,6.1097e-05,0.0011270816999999999
52,6.2292e-05,0.0011893736999999999
53,6.5001e-05,0.0012543747
54,6.6506e-05,0.0013208807
55,6.7711e-05,0.0013885917
56,7.038e-05,0.0014589717000000001
57,7.4823e-05,0.0015337947
58,7.8322e-05,0.0016121167
59,7.957e-05,0.0016916867
60,8.0944e-05,0.0017726307
61,8.2026e-05,0.0018546567000000001
62,8.364e-05,0.0019382967000000002
63,8.5118e-05,0.0020234147
64,8.6576e-05,0.0021099907
65,8.9272e-05,0.0021992627000000002
66,9.1282e-05,0.0022905447
67,9.4017e-05,0.0023845617
68,9.7125e-05,0.0024816867
69,9.6909e-05,0.0025785957
70,9.7664e-05,0.0026762597
71,9.7403e-05,0.0027736627
72,9.7286e-05,0.0028709486999999997
73,9.7423e-05,0.0029683717
74,9.8066e-05,0.0030664377
75,9.853e-05,0.0031649676999999997
76,0.00010017,0.0032651377
77,0.00010194,0.0033670777
78,0.00010127,0.0034683477
79,0.0001024,0.0035707477
80,0.00010298,0.0036737276999999997
81,5.4727e-05,0.0037284546999999998
82,5.397e-05,0.0037824246999999997
83,5.3553e-05,0.0038359776999999998
84,5.4476e-05,0.0038904536999999997
85,5.4604e-05,0.0039450577
86,5.5339e-05,0.0040003967
87,2.5431e-05,0.0040258277
88,2.4825e-05,0.0040506527
89,2.4894e-05,0.0040755467
90,2.4175e-05,0.0040997217
91,2.4211e-05,0.0041239327
92,2.3366e-05,0.0041472987000000005
93,0.0,0.0041472987000000005
94,0.0,0.0041472987000000005
95,0.0,0.0041472987000000005
96,0.0,0.0041472987000000005
97,0.0,0.0041472987000000005
98,0.0,0.0041472987000000005
99,1.6806e-06,0.0041489793
100,3.5033e-06,0.0041524826
101,5.6823e-06,0.0041581649
102,7.2604e-06,0.0041654253
103,8.4652e-06,0.0041738905
104,1.0021e-05,0.0041839115
105,1.1652e-05,0.0041955635
106,1.2198e-05,0.0042077615
107,1.2875e-05,0.0042206365
108,1.3812e-05,0.0042344485
109,1.5133e-05,0.004249581499999999
110,1.5439e-05,0.004265020499999999
111,1.6631e-05,0.004281651499999999
112,1.6344e-05,0.004297995499999999
113,1.733e-05,0.004315325499999999
114,1.7721e-05,0.004333046499999999
115,1.8774e-05,0.004351820499999999
116,1.8724e-05,0.004370544499999999
117,1.8747e-05,0.0043892915
118,1.8873e-05,0.0044081645
119,2.0135e-05,0.0044282995
120,2.1018e-05,0.0044493175
121,2.0896e-05,0.0044702135
122,2.1317e-05,0.0044915305
123,2.1551e-05,0.0045130815
124,2.1122e-05,0.0045342035
125,2.1429e-05,0.0045556325
126,2.1196e-05,0.0045768285
127,2.1121e-05,0.0045979495
128,2.0646e-05,0.0046185955
129,1.9704e-05,0.0046382995
130,1.9966e-05,0.0046582655
131,1.9476e-05,0.0046777415
132,1.861e-05,0.004696351499999999
133,1.8761e-05,0.004715112499999999
134,1.8316e-05,0.004733428499999999
135,1.8495e-05,0.0047519235
136,1.7894e-05,0.0047698175
137,1.7547e-05,0.004787364499999999
138,1.6681e-05,0.0048040455
139,1.6264e-05,0.0048203095
140,1.5479e-05,0.0048357884999999995
141,1.4735e-05,0.0048505234999999996
142,1.4537e-05,0.0048650605
143,1.3971e-05,0.0048790314999999996
144,1.342e-05,0.0048924515
145,1.3063e-05,0.0049055144999999994
146,1.2489e-05,0.0049180034999999995
147,1.1638e-05,0.004929641499999999
