day,min_zn_inrice,max_zn_inrice,zn_actual
1,2559.5813953488378,28801.39534883721,319.84000000000003
2,2912.45782416741,30333.47784215301,650.4999999999999
3,3397.0920825490966,32931.99491064997,1002.59
4,3974.606751588003,36037.67798150845,1381.43
5,4654.361821507513,39638.12401390596,1791.8899999999999
6,5380.381624587357,43197.79826741545,2232.44
7,6239.557803371772,47383.267462258395,2709.4399999999996
8,7131.0410201458635,51368.8766624906,3218.0299999999997
9,7953.084521527405,57867.2175513258,3787.31
10,8804.352818133888,64688.206404914206,4419.0
11,9790.262252485847,72616.16838476098,5120.15
12,10278.263764388928,76944.71208365294,5853.48
13,10813.762531754204,81690.14805414955,6617.04
14,11693.8659715442,89114.86499081121,7444.389999999999
15,12295.887611397042,94512.78241684206,8310.88
16,12932.127876719289,100240.2032823933,9215.3
17,13699.230068561044,107049.46877903392,10173.68
18,14699.660008653582,115756.21310521953,11198.880000000001
19,15488.187106858892,122901.12481292088,12278.38
20,16364.785709078586,130817.79736440573,13419.479999999998
21,17285.477700978456,139169.17799951017,14618.979999999998
22,18860.785273424,152825.50033138832,15938.779999999999
23,20764.712293431134,169257.04404998658,17398.479999999996
24,22888.166072518048,187601.213399929,19022.179999999997
25,24260.9177933092,200048.95939355408,20742.679999999997
26,25531.93137783897,211779.68830832653,22543.48
27,26839.231245464915,223900.3199923196,24434.379999999997
28,29342.792048826435,245858.68674386267,26509.18
29,32271.672591337556,271464.1265721288,28809.980000000003
30,34265.710802251604,285131.90493991884,31206.380000000005
31,36248.59547055776,298411.1085022764,33682.08
32,38391.31587906701,312663.44403147453,36255.68
33,41147.34551256095,331388.21005216445,38963.38
34,45980.58832197512,365721.4190059473,41973.48
35,48533.849127063375,381984.5510225323,45090.479999999996
36,51287.737746852006,399414.49324510514,48315.78
37,54702.101005101315,421397.45602421137,51703.079999999994
38,59247.110807019926,451247.6755497826,55321.880000000005
39,64140.28694018117,483013.74668302224,59195.880000000005
40,70294.74675436519,523181.8041947308,63407.18
41,74761.2507255403,550516.417987321,67805.08
42,78346.55045951292,571092.8667433871,72325.28
43,83788.53430975629,604134.4074687071,77084.28
44,87770.4627649216,626476.0276986704,81975.68
45,91636.38817422895,647570.5265078184,86983.98
46,95904.36196902217,670968.9620318989,92121.28
47,102311.54929160647,708192.7035844801,97537.28
48,111474.69486126829,762941.6959135691,103397.18000000001
49,121391.37429971807,821637.5763904257,109741.68
50,129259.3836623224,865992.9608307945,116412.57999999999
51,134798.56855634289,894577.5908846782,123230.18
52,139954.3266352304,920187.5184707845,130171.68
53,148134.55394934397,964337.3408086789,137414.38
54,154079.43402951796,993666.1016637797,144809.68
55,159610.19517199823,1019835.7750251996,152322.18
