das,solute_uptake,all_solute_uptake
1,7.1347e-06,7.1347e-06
2,7.2292e-06,1.43639e-05
3,7.5361e-06,2.19e-05
4,7.9352e-06,2.9835200000000002e-05
5,8.387e-06,3.82222e-05
6,8.8436e-06,4.70658e-05
7,9.3665e-06,5.64323e-05
8,9.879e-06,6.63113e-05
9,1.0879e-05,7.71903e-05
10,1.1913e-05,8.910330000000001e-05
11,1.3075e-05,0.00010217830000000002
12,1.363e-05,0.00011580830000000002
13,1.4185e-05,0.0001299933
14,1.5392e-05,0.0001453853
15,1.6136e-05,0.00016152130000000002
16,1.6895e-05,0.00017841630000000003
17,1.7987e-05,0.00019640330000000002
18,1.9397e-05,0.0002158003
19,2.0554e-05,0.0002363543
20,2.1862e-05,0.0002582163
21,2.3164e-05,0.0002813803
22,2.5814e-05,0.0003071943
23,2.8857e-05,0.00033605129999999997
24,3.2364e-05,0.00036841529999999997
25,3.4532e-05,0.00040294729999999996
26,3.6342e-05,0.00043928929999999993
27,3.8344e-05,0.0004776332999999999
28,4.24e-05,0.0005200332999999999
29,4.7115e-05,0.0005671483
30,4.9035e-05,0.0006161833
31,5.0627e-05,0.0006668103
32,5.2618e-05,0.0007194283
33,5.554e-05,0.0007749683
34,6.1451e-05,0.0008364193
35,6.3554e-05,0.0008999733
36,6.5759e-05,0.0009657323
37,6.9222e-05,0.0010349543
38,7.4208e-05,0.0011091623
39,7.9509e-05,0.0011886713
40,8.5798e-05,0.0012744693
41,8.9553e-05,0.0013640223
42,9.1686e-05,0.0014557083
43,9.6663e-05,0.0015523713000000002
44,9.9028e-05,0.0016513993000000001
45,0.00010099,0.0017523893000000001
46,0.00010334,0.0018557293
47,0.00010904,0.0019647693
48,0.00011714,0.0020819093
49,0.00012541,0.0022073193
50,0.00013121,0.0023385293
51,0.00013291,0.0024714393
52,0.00013388,0.0026053192999999997
53,0.00013855,0.0027438692999999996
54,0.00013969,0.0028835592999999996
55,0.00013981,0.0030233693
56,0.00014305,0.0031664193
57,0.00015015,0.0033165692999999998
58,0.00015079,0.0034673593
59,0.00014983,0.0036171893
60,0.00014906,0.0037662493
61,0.00014736,0.0039136093
62,0.00014639,0.0040599993
63,0.00014501,0.0042050093
64,0.00014309,0.0043480993
65,0.00014227,0.0044903693
66,0.00014049,0.0046308593
67,0.00013831,0.0047691693
68,0.00013645,0.0049056193
69,0.00013289,0.0050385093
70,0.00012934,0.0051678493
71,0.00012018,0.0052880293
72,0.00011179,0.0053998193
73,0.00010454,0.0055043593
74,3.4251e-05,0.0055386103
75,3.1525e-05,0.0055701353
76,3.0526e-05,0.0056006613
77,2.9465e-05,0.005630126300000001
78,2.7058e-05,0.0056571843000000005
79,2.5198e-05,0.0056823823
80,0.0,0.0056823823
81,0.0,0.0056823823
82,0.0,0.0056823823
83,0.0,0.0056823823
84,0.0,0.0056823823
85,0.0,0.0056823823
86,0.0,0.0056823823
87,0.0,0.0056823823
88,0.0,0.0056823823
89,0.0,0.0056823823
90,0.0,0.0056823823
91,0.0,0.0056823823
92,0.0,0.0056823823
93,0.0,0.0056823823
94,0.0,0.0056823823
95,0.0,0.0056823823
96,0.0,0.0056823823
97,0.0,0.0056823823
98,0.0,0.0056823823
99,0.0,0.0056823823
100,0.0,0.0056823823
101,0.0,0.0056823823
102,0.0,0.0056823823
103,0.0,0.0056823823
104,0.0,0.0056823823
105,0.0,0.0056823823
106,0.0,0.0056823823
107,0.0,0.0056823823
108,0.0,0.0056823823
