day,min_zn_inrice,max_zn_inrice,zn_actual
1,2633.2266312292363,28555.911229235884,713.4699999999999
2,3000.246126121261,30290.036685228682,1436.39
3,3491.3158558674145,32971.734474723875,2190.0
4,4066.1589995257973,36071.42595903593,2983.5200000000004
5,4718.432255628375,39464.57559622938,3822.2200000000003
6,5434.031362520466,42992.11198628868,4706.58
7,6244.560979316855,46870.57345132264,5643.2300000000005
8,7133.770098527735,50932.24077552213,6631.13
9,7893.751021204199,56919.610371230854,7719.03
10,8690.989453489197,63273.82832001275,8910.33
11,9607.126077631836,70596.98861363556,10217.83
12,10174.447207997568,75451.31525045552,11580.829999999998
13,10797.915222904854,80788.44851251201,12999.329999999998
14,11737.213114859955,88561.73414384955,14538.529999999999
15,12455.978673921403,94773.90843969352,16152.13
16,13225.330297262737,101447.88869224903,17841.63
17,14138.827623517067,109304.92018748721,19640.33
18,15293.762228492491,119112.12352423722,21580.03
19,16287.076647322261,127778.91892382802,23635.43
20,17376.874647418546,137290.37804283103,25821.63
21,18540.879236107103,147483.20136707273,28138.030000000002
22,20377.838103210364,163082.01804559538,30719.43
23,22530.021448742053,181344.08388275286,33605.130000000005
24,24919.507470535274,201684.47325380924,36841.53
25,26686.437699480353,217228.54539477898,40294.73
26,28368.59400673971,232214.97704041091,43928.93000000001
27,30115.887274433007,247833.5638778038,47763.33000000001
28,33039.39778699172,273027.9460445808,52003.33
29,36316.595737384465,301244.18637280754,56714.83
30,38919.501903794546,318702.9602737662,61618.33
31,41549.022238459016,335906.22356543964,66681.03
32,44399.259208801974,354364.84982538706,71942.82999999999
33,47962.5752170436,377777.23693158675,77496.82999999999
34,53280.356389625784,413783.5234020192,83641.93
35,56717.504455820905,434948.0369922213,89997.32999999999
36,60430.54333076428,457589.10208066634,96573.23
37,64933.42482571975,485356.6415208968,103495.43
38,70630.12726649924,520925.27716073487,110916.23
39,76694.60296754833,558185.6230371256,118867.13
40,83655.09298651638,600699.7833121996,127446.93
41,89494.94274045933,634492.6309679679,136402.22999999998
42,94442.96729010655,661435.9100184413,145570.83000000002
43,101489.63084312298,701627.2160102758,155237.13
44,107040.50305067352,731033.9761360129,165139.93
45,112512.00657199859,759196.8336585113,175238.93
46,118512.24141141682,790050.3672631162,185572.93
47,126850.29590924167,834962.9878337636,196476.93
48,137281.55957565704,891960.5041506533,208190.93000000002
49,148185.33249229056,950656.1513706051,220731.93
50,157831.7225229307,1000427.0651458467,233852.93
51,165087.50651283198,1034692.688024444,247143.93000000005
52,171864.34926649637,1065356.3597294586,260531.93
53,181601.5030338471,1112819.4755311825,274386.93
54,188980.81773987407,1145375.5416727816,288355.93
55,195786.25471115165,1173839.6018175033,302336.93
56,205173.30721978136,1216312.7348572398,316641.93
57,216241.68387566725,1267294.585559025,329538.1633445946
58,224636.17256360708,1304041.4492220026,344483.4945026236
59,231402.17080537407,1329583.2488280484,359255.8005747653
60,238363.11053211882,1355743.5301851062,373913.7702702219
61,244627.48753260775,1377718.468538444,388373.3009322217
62,251479.85781033084,1402463.6490474357,402720.0989527728
63,258019.2755959834,1425164.527352232,416894.67865597585
64,264120.06277023663,1445252.776945536,430856.46744727466
65,271040.19627088925,1469334.8434798531,444612.8198129889
66,277191.08749848854,1489118.6681832464,458161.51851164596
67,282972.35781029,1506718.6327610277,471411.39830326464
68,288890.1027403374,1524844.7166363206,484295.8367237201
69,293403.376313154,1535851.347724354,496979.64070234925
70,297847.54649995995,1546416.966371487,509449.0099942439
71,280079.7779211144,1532142.105576014,520968.4317382844
72,262535.7151574858,1519004.3608575603,531554.1631121532
73,245235.5416167533,1507142.7393570382,675292.0404906002
74,227874.50671360444,1495472.089158176,677161.0405983514
75,210748.3237204596,1484539.858632258,676282.455161502
76,213284.2796455786,1479945.5946331588,676566.698416405
77,215943.95061800827,1475723.5483271494,676582.0537170342
78,217050.4296701589,1463930.454289909,675195.9162062337
79,218743.02610451877,1455689.1431213324,810580.5491142961
80,220902.88056894322,1449100.467782414,798373.0695643483
81,221155.51925752868,1435448.0248940946,793887.0673196111
82,223242.33724640493,1429077.8795893793,789536.9968294359
83,225097.4255188847,1421659.6208148596,779383.4187890352
84,226372.8291541469,1413491.8676062322,770837.6748178886
85,227151.12386685808,1402614.4968751338,765710.4321510496
86,229123.85871405655,1396690.95931832,754065.4217379068
87,229389.13141222845,1385211.2208009236,876453.878673403
88,229941.47219560877,1374055.1485278218,854117.0397986623
89,228604.7081630876,1348578.0886082663,829741.4886378355
90,226238.75317460313,1319208.8660161598,808696.2186842787
91,224803.11924652063,1294583.6990257723,790332.3433403374
92,223087.87015428208,1268735.7546578292,767634.1689807911
93,220334.9840176761,1240201.0827994412,748848.6103356716
94,218313.66394089934,1214965.1456458333,720179.6680468195
95,214623.25850398827,1186384.4352966445,697641.8871296742
96,211602.40284272883,1159721.4019832993,672912.6178386256
97,208405.84351539752,1134257.1772244866,649027.7090236596
98,205438.13513670414,1110664.217535423,628439.4831295507
99,202642.77079246857,1087370.9544916688,612452.8393718502
100,200327.60594603667,1065195.3295121961,598181.049471383
101,198204.25177187863,1043984.3597623894,581389.6883396665
102,195264.26578368575,1020753.9393117996,567981.0272431549
103,192644.77936987334,998140.5962884255,549391.5349564624
104,188777.6852976352,973130.7311778856,534739.99340527
105,185851.71176018653,951002.0592352954,529340.5144046056
106,184456.97559762537,932825.4609816605,516369.2121930707
107,181894.51217674246,912751.504238067,503478.2799085262
108,179350.4870715714,893355.5528643585,503478.2799085262
