day,min_zn_inrice,max_zn_inrice,zn_actual
1,2633.2266312292363,28555.911229235884,648.23
2,3000.246126121261,30290.036685228682,1307.7400000000002
3,3491.3158558674145,32971.734474723875,1998.2600000000004
4,4066.1589995257973,36071.42595903593,2727.8500000000004
5,4718.432255628375,39464.57559622938,3501.4600000000005
6,5434.031362520466,42992.11198628868,4320.09
7,6244.560979316855,46870.57345132264,5189.73
8,7133.770098527735,50932.24077552213,6112.200000000001
9,7893.751021204199,56919.610371230854,7128.9
10,8690.989453489197,63273.82832001275,8243.900000000001
11,9607.126077631836,70596.98861363556,9474.7
12,10174.447207997568,75451.31525045552,10759.900000000001
13,10797.915222904854,80788.44851251201,12108.100000000002
14,11737.213114859955,88561.73414384955,13571.7
15,12455.978673921403,94773.90843969352,15109.6
16,13225.330297262737,101447.88869224903,16729.600000000002
17,14138.827623517067,109304.92018748721,18454.6
18,15293.762228492491,119112.12352423722,20324.2
19,16287.076647322261,127778.91892382802,22305.800000000003
20,17376.874647418546,137290.37804283103,24413.6
21,18540.879236107103,147483.20136707273,26657.4
22,20377.838103210364,163082.01804559538,29154.0
23,22530.021448742053,181344.08388275286,31952.4
24,24919.507470535274,201684.47325380924,35086.1
25,26686.437699480353,217228.54539477898,38430.1
26,28368.59400673971,232214.97704041091,41963.2
27,30115.887274433007,247833.5638778038,45690.899999999994
28,33039.39778699172,273027.9460445808,49822.1
29,36316.595737384465,301244.18637280754,54407.1
30,38919.501903794546,318702.9602737662,59180.5
31,41549.022238459016,335906.22356543964,64126.100000000006
32,44399.259208801974,354364.84982538706,69267.5
33,47962.5752170436,377777.23693158675,74707.9
34,53280.356389625784,413783.5234020192,80719.5
35,56717.504455820905,434948.0369922213,86938.5
36,60430.54333076428,457589.10208066634,93390.1
37,64933.42482571975,485356.6415208968,100179.9
38,70630.12726649924,520925.27716073487,107469.9
39,76694.60296754833,558185.6230371256,115275.79999999999
40,83655.09298651638,600699.7833121996,123693.4
41,89494.94274045933,634492.6309679679,132496.59999999998
42,94442.96729010655,661435.9100184413,141512.3
43,101489.63084312298,701627.2160102758,151030.59999999998
44,107040.50305067352,731033.9761360129,160784.09999999998
45,112512.00657199859,759196.8336585113,170735.39999999997
46,118512.24141141682,790050.3672631162,180936.4
47,126850.29590924167,834962.9878337636,191694.4
48,137281.55957565704,891960.5041506533,203260.39999999997
49,148185.33249229056,950656.1513706051,215634.4
50,157831.7225229307,1000427.0651458467,228575.4
51,165087.50651283198,1034692.688024444,241707.4
52,171864.34926649637,1065356.3597294586,254940.40000000002
53,181601.5030338471,1112819.4755311825,268651.4
54,188980.81773987407,1145375.5416727816,282478.4
55,195786.25471115165,1173839.6018175033,296323.39999999997
56,205173.30721978136,1216312.7348572398,310506.39999999997
57,216241.68387566725,1267294.585559025,323304.00887570815
58,224636.17256360708,1304041.4492220026,338133.65755751426
59,231402.17080537407,1329583.2488280484,352799.5446940407
60,238363.11053211882,1355743.5301851062,367359.6439103783
61,244627.48753260775,1377718.468538444,381729.6813712473
62,251479.85781033084,1402463.6490474357,395994.14045638515
63,258019.2755959834,1425164.527352232,410094.81222759146
64,264120.06277023663,1445252.776945536,423991.89456418535
65,271040.19627088925,1469334.8434798531,437689.2578314786
66,277191.08749848854,1489118.6681832464,451186.23495621077
67,282972.35781029,1506718.6327610277,464394.3660246885
68,288890.1027403374,1524844.7166363206,477246.33945423586
69,293403.376313154,1535851.347724354,489905.31635054096
70,297847.54649995995,1546416.966371487,502358.7982364907
71,280079.7779211144,1532142.105576014,513888.60028591385
72,262535.7151574858,1519004.3608575603,524503.7102765775
73,245235.5416167533,1507142.7393570382,533635.7713012577
74,227874.50671360444,1495472.089158176,542716.1848340827
75,210748.3237204596,1484539.858632258,550006.5815430091
76,213284.2796455786,1479945.5946331588,557361.3133493159
77,215943.95061800827,1475723.5483271494,564150.2694156449
78,217050.4296701589,1463930.454289909,569721.5013753683
79,218743.02610451877,1455689.1431213324,575838.6833936513
80,220902.88056894322,1449100.467782414,578845.0832929107
81,221155.51925752868,1435448.0248940946,583725.077976192
82,223242.33724640493,1429077.8795893793,588231.1278654822
83,225097.4255188847,1421659.6208148596,590323.4224383268
84,226372.8291541469,1413491.8676062322,592589.4248086982
85,227151.12386685808,1402614.4968751338,595660.8481716727
86,229123.85871405655,1396690.95931832,595959.0085182231
87,229389.13141222845,1385211.2208009236,597186.2998864746
88,229941.47219560877,1374055.1485278218,590711.2544279066
89,228604.7081630876,1348578.0886082663,583168.5998698005
90,226238.75317460313,1319208.8660161598,576130.4713117519
91,224803.11924652063,1294583.6990257723,569556.4634004589
92,223087.87015428208,1268735.7546578292,561670.6002757507
93,220334.9840176761,1240201.0827994412,554527.4467634844
94,218313.66394089934,1214965.1456458333,544642.8014515411
95,214623.25850398827,1186384.4352966445,536171.7371959714
96,211602.40284272883,1159721.4019832993,526937.6497918107
97,208405.84351539752,1134257.1772244866,517800.21812897595
98,205438.13513670414,1110664.217535423,509470.21285407577
99,202642.77079246857,1087370.9544916688,502299.4144090635
100,200327.60594603667,1065195.3295121961,495486.5223803002
101,198204.25177187863,1043984.3597623894,487863.96491042955
102,195264.26578368575,1020753.9393117996,481064.88460696593
103,192644.77936987334,998140.5962884255,472671.27962492185
104,188777.6852976352,973130.7311778856,465252.115807147
105,185851.71176018653,951002.0592352954,460390.92443932
106,184456.97559762537,932825.4609816605,453221.5445514186
107,181894.51217674246,912751.504238067,446008.15178149065
108,179350.4870715714,893355.5528643585,446086.64678149065
