das,solute_uptake,all_solute_uptake
1,6.8134e-06,6.8134e-06
2,6.9196e-06,1.3732999999999999e-05
3,7.2277e-06,2.0960699999999997e-05
4,7.6235e-06,2.8584199999999996e-05
5,8.0699e-06,3.66541e-05
6,8.5235e-06,4.51776e-05
7,9.0411e-06,5.4218699999999996e-05
8,9.5617e-06,6.378039999999999e-05
9,1.0535e-05,7.431539999999998e-05
10,1.1545e-05,8.586039999999998e-05
11,1.2707e-05,9.856739999999998e-05
12,1.3257e-05,0.00011182439999999998
13,1.3848e-05,0.00012567239999999999
14,1.503e-05,0.00014070239999999998
15,1.5773e-05,0.00015647539999999997
16,1.6563e-05,0.00017303839999999998
17,1.7634e-05,0.0001906724
18,1.9062e-05,0.0002097344
19,2.0202e-05,0.0002299364
20,2.149e-05,0.0002514264
21,2.2823e-05,0.0002742494
22,2.5414e-05,0.0002996634
23,2.8444e-05,0.00032810740000000004
24,3.1877e-05,0.0003599844
25,3.4012e-05,0.0003939964
26,3.5864e-05,0.0004298604
27,3.7839e-05,0.0004676994
28,4.1884e-05,0.0005095834
29,4.6513e-05,0.0005560964
30,4.8417e-05,0.0006045134
31,5.0067e-05,0.0006545804
32,5.2041e-05,0.0007066214
33,5.4998e-05,0.0007616194
34,6.0814e-05,0.0008224333999999999
35,6.2901e-05,0.0008853343999999999
36,6.5165e-05,0.0009504994
37,6.8589e-05,0.0010190884
38,7.3581e-05,0.0010926694
39,7.8814e-05,0.0011714834
40,8.502e-05,0.0012565034
41,8.8823e-05,0.0013453264000000001
42,9.0952e-05,0.0014362784000000002
43,9.5951e-05,0.0015322294
44,9.8309e-05,0.0016305384
45,0.00010028,0.0017308184
46,0.0001027,0.0018335184
47,0.00010834,0.0019418584
48,0.00011642,0.0020582784
49,0.00012461,0.0021828883999999997
50,0.00013034,0.0023132283999999998
51,0.00013213,0.0024453583999999996
52,0.00013311,0.0025784683999999997
53,0.00013783,0.0027162983999999995
54,0.00013898,0.0028552783999999994
55,0.00013914,0.0029944183999999993
56,0.00014244,0.0031368583999999994
57,0.00014947,0.0032863283999999995
58,0.0001502,0.0034365283999999996
59,0.00014928,0.0035858083999999995
60,0.00014855,0.0037343583999999994
61,0.00014689,0.0038812483999999996
62,0.00014596,0.004027208399999999
63,0.00014462,0.004171828399999999
64,0.00014274,0.004314568399999999
65,0.00014194,0.004456508399999999
66,0.00014019,0.004596698399999999
67,0.00013806,0.004734758399999999
68,0.00013623,0.004870988399999999
69,0.00013272,0.005003708399999999
70,0.00012922,0.005132928399999999
71,0.0001202,0.005253128399999999
72,0.00011188,0.005365008399999999
73,0.00010473,0.005469738399999999
74,9.7462e-05,0.0055672004
75,2.8952e-05,0.005596152399999999
76,2.8179e-05,0.005624331399999999
77,2.7302e-05,0.005651633399999999
78,2.5089e-05,0.005676722399999999
79,2.3427e-05,0.005700149399999999
80,0.0,0.005700149399999999
81,0.0,0.005700149399999999
82,0.0,0.005700149399999999
83,0.0,0.005700149399999999
84,0.0,0.005700149399999999
85,0.0,0.005700149399999999
86,0.0,0.005700149399999999
87,0.0,0.005700149399999999
88,0.0,0.005700149399999999
89,0.0,0.005700149399999999
90,0.0,0.005700149399999999
91,0.0,0.005700149399999999
92,0.0,0.005700149399999999
93,0.0,0.005700149399999999
94,0.0,0.005700149399999999
95,0.0,0.005700149399999999
96,0.0,0.005700149399999999
97,0.0,0.005700149399999999
98,0.0,0.005700149399999999
99,0.0,0.005700149399999999
100,0.0,0.005700149399999999
101,0.0,0.005700149399999999
102,0.0,0.005700149399999999
103,0.0,0.005700149399999999
104,0.0,0.005700149399999999
105,0.0,0.005700149399999999
106,0.0,0.005700149399999999
107,0.0,0.005700149399999999
108,0.0,0.005700149399999999
