day,min_zn_inrice,max_zn_inrice,zn_actual
1,2633.2266312292363,28555.911229235884,744.6700000000001
2,3000.246126121261,30290.036685228682,1497.4799999999998
3,3491.3158558674145,32971.734474723875,2280.7299999999996
4,4066.1589995257973,36071.42595903593,3104.0999999999995
5,4718.432255628375,39464.57559622938,3972.99
6,5434.031362520466,42992.11198628868,4887.73
7,6244.560979316855,46870.57345132264,5855.289999999999
8,7133.770098527735,50932.24077552213,6873.289999999999
9,7893.751021204199,56919.610371230854,7994.089999999998
10,8690.989453489197,63273.82832001275,9220.49
11,9607.126077631836,70596.98861363556,10563.689999999999
12,10174.447207997568,75451.31525045552,11962.689999999999
13,10797.915222904854,80788.44851251201,13413.789999999999
14,11737.213114859955,88561.73414384955,14987.89
15,12455.978673921403,94773.90843969352,16636.59
16,13225.330297262737,101447.88869224903,18358.39
17,14138.827623517067,109304.92018748721,20191.49
18,15293.762228492491,119112.12352423722,22164.39
19,16287.076647322261,127778.91892382802,24254.99
20,17376.874647418546,137290.37804283103,26478.39
21,18540.879236107103,147483.20136707273,28829.690000000002
22,20377.838103210364,163082.01804559538,31451.99
23,22530.021448742053,181344.08388275286,34380.09
24,24919.507470535274,201684.47325380924,37666.19
25,26686.437699480353,217228.54539477898,41172.39
26,28368.59400673971,232214.97704041091,44856.19
27,30115.887274433007,247833.5638778038,48742.89000000001
28,33039.39778699172,273027.9460445808,53036.590000000004
29,36316.595737384465,301244.18637280754,57810.39000000001
30,38919.501903794546,318702.9602737662,62777.89
31,41549.022238459016,335906.22356543964,67898.49
32,44399.259208801974,354364.84982538706,73220.29000000001
33,47962.5752170436,377777.23693158675,78831.09000000001
34,53280.356389625784,413783.5234020192,85042.99
35,56717.504455820905,434948.0369922213,91466.49
36,60430.54333076428,457589.10208066634,98104.99
37,64933.42482571975,485356.6415208968,105093.79000000001
38,70630.12726649924,520925.27716073487,112580.69000000003
39,76694.60296754833,558185.6230371256,120604.59000000001
40,83655.09298651638,600699.7833121996,129266.09000000003
41,89494.94274045933,634492.6309679679,138298.19000000003
42,94442.96729010655,661435.9100184413,147543.69000000003
43,101489.63084312298,701627.2160102758,157284.89
44,107040.50305067352,731033.9761360129,167263.39
45,112512.00657199859,759196.8336585113,177438.39
46,118512.24141141682,790050.3672631162,187840.39
47,126850.29590924167,834962.9878337636,198818.39
48,137281.55957565704,891960.5041506533,210608.39
49,148185.33249229056,950656.1513706051,223235.39
50,157831.7225229307,1000427.0651458467,236447.39
51,165087.50651283198,1034692.688024444,249819.38999999998
52,171864.34926649637,1065356.3597294586,263285.39
53,181601.5030338471,1112819.4755311825,277213.39
54,188980.81773987407,1145375.5416727816,291253.38999999996
55,195786.25471115165,1173839.6018175033,305303.39
56,205173.30721978136,1216312.7348572398,319670.39
57,216241.68387566725,1267294.585559025,332615.61773353396
58,224636.17256360708,1304041.4492220026,347618.7739322451
59,231402.17080537407,1329583.2488280484,362445.26857955894
60,238363.11053211882,1355743.5301851062,377153.15352511144
61,244627.48753260775,1377718.468538444,391658.4128435194
62,251479.85781033084,1402463.6490474357,406046.8655861652
63,258019.2755959834,1425164.527352232,420258.88680880354
64,264120.06277023663,1445252.776945536,434254.0188797771
65,271040.19627088925,1469334.8434798531,448039.8570686632
66,277191.08749848854,1489118.6681832464,461612.91316116875
67,282972.35781029,1506718.6327610277,474882.6688835552
68,288890.1027403374,1524844.7166363206,487782.84752552933
69,293403.376313154,1535851.347724354,500479.5740545064
70,297847.54649995995,1546416.966371487,512956.89625871
71,280079.7779211144,1532142.105576014,524473.1380227699
72,262535.7151574858,1519004.3608575603,535043.1955490975
73,245235.5416167533,1507142.7393570382,678751.7931585681
74,227874.50671360444,1495472.089158176,680500.2477546581
75,210748.3237204596,1484539.858632258,679497.2862674131
76,213284.2796455786,1479945.5946331588,679664.8964003912
77,215943.95061800827,1475723.5483271494,679567.5906927482
78,217050.4296701589,1463930.454289909,678068.5613973079
79,218743.02610451877,1455689.1431213324,813347.504141852
80,220902.88056894322,1449100.467782414,801125.9533445128
81,221155.51925752868,1435448.0248940946,796634.7802004819
82,223242.33724640493,1429077.8795893793,792279.6954960466
83,225097.4255188847,1421659.6208148596,782114.4136876462
84,226372.8291541469,1413491.8676062322,773558.8192574371
85,227151.12386685808,1402614.4968751338,768425.6665499787
86,229123.85871405655,1396690.95931832,756767.2332331373
87,229389.13141222845,1385211.2208009236,879146.2262494114
88,229941.47219560877,1374055.1485278218,856770.5521136556
89,228604.7081630876,1348578.0886082663,832354.2162342186
90,226238.75317460313,1319208.8660161598,811271.2354187248
91,224803.11924652063,1294583.6990257723,792872.2550224117
92,223087.87015428208,1268735.7546578292,770136.8409326592
93,220334.9840176761,1240201.0827994412,751317.4026634234
94,218313.66394089934,1214965.1456458333,722608.6548450297
95,214623.25850398827,1186384.4352966445,700035.8491671303
96,211602.40284272883,1159721.4019832993,675270.7210420655
97,208405.84351539752,1134257.1772244866,651351.123415691
98,205438.13513670414,1110664.217535423,630730.9923038577
99,202642.77079246857,1087370.9544916688,614716.0710072225
100,200327.60594603667,1065195.3295121961,600417.6648575228
101,198204.25177187863,1043984.3597623894,583598.4792391021
102,195264.26578368575,1020753.9393117996,570164.714057569
103,192644.77936987334,998140.5962884255,551547.0658979343
104,188777.6852976352,973130.7311778856,536870.4030943878
105,185851.71176018653,951002.0592352954,531452.3729534086
106,184456.97559762537,932825.4609816605,518457.7789200159
107,181894.51217674246,912751.504238067,505543.9175862161
108,179350.4870715714,893355.5528643585,505543.9175862161
