das,solute_uptake,all_solute_uptake
1,2.8282e-06,2.8282e-06
2,2.9202e-06,5.7484e-06
3,3.102e-06,8.8504e-06
4,3.328e-06,1.2178399999999998e-05
5,3.5959e-06,1.57743e-05
6,3.8527e-06,1.9627e-05
7,4.1625e-06,2.37895e-05
8,4.4437e-06,2.82332e-05
9,4.9488e-06,3.3182e-05
10,5.4727e-06,3.86547e-05
11,6.0811e-06,4.47358e-05
12,6.3555e-06,5.1091299999999997e-05
13,6.6618e-06,5.7753099999999994e-05
14,7.1971e-06,6.49502e-05
15,7.5387e-06,7.24889e-05
16,7.9061e-06,8.039499999999999e-05
17,8.3633e-06,8.875829999999999e-05
18,8.9779e-06,9.773619999999999e-05
19,9.4393e-06,0.00010717549999999998
20,9.9551e-06,0.00011713059999999999
21,1.05e-05,0.00012763059999999998
22,1.1499e-05,0.00013912959999999998
23,1.2729e-05,0.00015185859999999998
24,1.41e-05,0.00016595859999999997
25,1.4923e-05,0.00018088159999999997
26,1.5678e-05,0.00019655959999999997
27,1.6457e-05,0.00021301659999999997
28,1.8077e-05,0.00023109359999999997
29,1.978e-05,0.00025087359999999997
30,2.0597e-05,0.0002714706
31,2.1349e-05,0.0002928196
32,2.2184e-05,0.0003150036
33,2.3375e-05,0.0003383786
34,2.5921e-05,0.0003642996
35,2.6844e-05,0.0003911436
36,2.785e-05,0.0004189936
37,2.9229e-05,0.00044822259999999995
38,3.1276e-05,0.00047949859999999996
39,3.3466e-05,0.0005129646
40,3.6353e-05,0.0005493176
41,3.8033e-05,0.0005873506
42,3.9095e-05,0.0006264456
43,4.1192e-05,0.0006676376
44,4.2336e-05,0.0007099736
45,4.3375e-05,0.0007533486
46,4.4574e-05,0.0007979226
47,4.6915e-05,0.0008448376000000001
48,5.0722e-05,0.0008955596000000001
49,5.4809e-05,0.0009503686
50,5.7583e-05,0.0010079516
51,5.9027e-05,0.0010669785999999999
52,6.0206e-05,0.0011271845999999998
53,6.2951e-05,0.0011901356
54,6.4419e-05,0.0012545546
55,6.56e-05,0.0013201546
56,6.8319e-05,0.0013884736
57,7.2587e-05,0.0014610606000000001
58,7.6102e-05,0.0015371626
59,7.733e-05,0.0016144926000000001
60,7.8689e-05,0.0016931816000000002
61,7.9762e-05,0.0017729436000000001
62,8.1348e-05,0.0018542916
63,8.2804e-05,0.0019370956
64,8.424e-05,0.0020213356
65,8.6853e-05,0.0021081886
66,8.882e-05,0.0021970086
67,9.1476e-05,0.0022884846
68,9.4484e-05,0.0023829686000000003
69,9.4325e-05,0.0024772936000000004
70,9.5089e-05,0.0025723826000000004
71,9.4893e-05,0.0026672756000000004
72,9.4788e-05,0.0027620636000000006
73,9.4994e-05,0.0028570576000000007
74,9.5657e-05,0.0029527146000000006
75,9.6147e-05,0.0030488616000000006
76,9.7753e-05,0.0031466146000000005
77,9.949e-05,0.0032461046000000003
78,9.8895e-05,0.0033449996
79,0.00010002,0.0034450196000000003
80,0.00010062,0.0035456396000000004
81,7.3041e-05,0.0036186806
82,7.3242e-05,0.0036919226
83,7.3367e-05,0.0037652896
84,7.37e-05,0.0038389896
85,7.337e-05,0.0039123596
86,7.3447e-05,0.0039858066
87,4.8996e-05,0.0040348026
88,4.849e-05,0.0040832926
89,4.8561e-05,0.0041318536
90,4.8634e-05,0.004180487599999999
91,4.9023e-05,0.004229510599999999
92,4.8733e-05,0.004278243599999999
93,3.1716e-05,0.004309959599999999
94,3.1053e-05,0.0043410125999999985
95,3.1267e-05,0.004372279599999998
96,3.1538e-05,0.0044038175999999984
97,3.1936e-05,0.004435753599999998
98,3.3289e-05,0.004469042599999998
99,3.4588e-05,0.004503630599999998
100,3.5767e-05,0.004539397599999998
101,3.717e-05,0.004576567599999998
102,3.8133e-05,0.004614700599999998
103,3.8803e-05,0.004653503599999997
104,3.9664e-05,0.004693167599999997
105,4.0692e-05,0.004733859599999998
106,4.055e-05,0.004774409599999998
107,4.0496e-05,0.004814905599999998
108,4.085e-05,0.004855755599999998
109,4.1401e-05,0.004897156599999998
110,4.067e-05,0.004937826599999998
111,4.0914e-05,0.004978740599999998
112,4.0042e-05,0.005018782599999998
113,4.0085e-05,0.0050588675999999975
114,4.0761e-05,0.005099628599999998
115,4.0893e-05,0.005140521599999998
116,4.0232e-05,0.005180753599999998
117,3.991e-05,0.005220663599999998
118,3.9542e-05,0.005260205599999998
119,3.9817e-05,0.005300022599999998
120,3.9251e-05,0.005339273599999998
121,3.9193e-05,0.005378466599999998
122,3.9064e-05,0.005417530599999998
123,3.8708e-05,0.005456238599999998
124,3.7841e-05,0.005494079599999998
125,3.721e-05,0.0055312895999999985
126,3.7067e-05,0.0055683565999999985
127,3.6479e-05,0.005604835599999998
128,3.5182e-05,0.005640017599999998
129,3.4482e-05,0.005674499599999998
130,3.3723e-05,0.005708222599999998
131,3.3014e-05,0.005741236599999998
132,3.2317e-05,0.0057735535999999974
133,3.1685e-05,0.0058052385999999975
134,3.1378e-05,0.005836616599999998
135,3.08e-05,0.005867416599999998
136,3.0229e-05,0.005897645599999998
137,2.932e-05,0.005926965599999998
138,2.8336e-05,0.005955301599999998
139,2.7603e-05,0.005982904599999998
140,2.6681e-05,0.006009585599999998
141,2.5804e-05,0.006035389599999998
142,2.5336e-05,0.006060725599999998
143,2.4641e-05,0.006085366599999998
144,2.3965e-05,0.0061093315999999976
145,2.3402e-05,0.006132733599999997
146,2.2715e-05,0.006155448599999998
147,2.1693e-05,0.006177141599999997
