day,min_zn_inrice,max_zn_inrice,zn_actual
1,2648.158139534884,28506.139534883725,282.82000000000005
2,2983.510733549092,29933.136124661592,574.8399999999999
3,3443.190820246311,32344.58341483416,885.04
4,3990.5082253514097,35239.37737402566,1217.84
5,4632.860114897335,38597.10266196393,1577.43
6,5313.880991291242,41900.64232774803,1962.7
7,6117.338284903247,45785.263494850165,2378.9500000000003
8,6941.524336189228,49445.04646449757,2823.3200000000006
9,7700.433824566173,55415.33361656898,3318.2000000000003
10,8484.776989016069,61670.13789084896,3865.4700000000003
11,9386.891953799874,68885.48530191307,4473.58
12,9833.707389812207,72861.3741468316,5109.130000000001
13,10323.805571699097,77212.70757597589,5775.310000000001
14,11122.723502788162,83929.72925029793,6495.020000000001
15,11667.478039637987,88829.44555551859,7248.890000000001
16,12241.992979633398,94021.81344515816,8039.500000000001
17,12936.546913478851,100201.54396459945,8875.830000000002
18,13837.577254130376,108054.29992681087,9773.620000000003
19,14543.525941962602,114493.41975889643,10717.550000000001
20,15321.106746563837,121570.40039552806,11713.060000000001
21,16137.765776778982,129038.82413632172,12763.060000000001
22,17533.63102849904,141183.16565958806,13912.960000000003
23,19227.705934383484,155847.94452208653,15185.860000000002
24,21112.83503870434,172181.441784748,16595.86
25,22332.26173712885,183315.5559268607,18088.160000000003
26,23468.430117212905,193877.55627805737,19655.960000000003
27,24644.28615611706,204849.73910846649,21301.660000000003
28,26870.948058258713,224436.99974405294,23109.36
29,29688.962042041516,245181.03456260762,25087.360000000004
30,31480.257553233918,257355.11150271905,27147.060000000005
31,33253.22754127246,269132.325246647,29281.960000000003
32,35166.523691717055,281756.3227479758,31500.36
33,37605.14987556151,298151.4558981223,33837.86000000001
34,41915.0790237892,328449.7939392639,36429.96000000001
35,44195.84241559885,342937.7409161109,39114.36000000001
36,46644.14769843522,358404.9257845713,41899.36
37,49669.189353378504,377843.17456086725,44822.26
38,53698.29464380247,404266.02980054845,47949.86
39,58053.19757383861,432547.20341120043,51296.46000000001
40,63531.25600334121,468292.16254560347,54931.759999999995
41,67474.98815157234,492459.39331394644,58735.060000000005
42,70647.95486508914,510747.7915924753,62644.56
43,75417.10850229932,539712.1306928229,66763.76
44,78927.75691003888,559491.158800683,70997.35999999999
45,82362.53101906601,578362.8435130221,75334.86
46,86123.15665778183,599074.9700603466,79792.26
47,91706.18670191537,631536.3867449824,84483.76
48,99681.41523698014,679197.2142420753,89555.95999999999
49,108335.30882731295,730466.1302509798,95036.85999999999
50,115226.57985919705,769431.418781105,100795.15999999999
51,120214.54333618775,795495.8078848553,106697.85999999999
52,124887.04950560161,819084.9124839967,112718.45999999999
53,132176.75039213733,858726.9357359416,119013.56
54,137619.44162563988,886105.2779328843,125455.45999999999
55,142726.62504301342,910890.7272560195,132015.46
56,150461.23508212116,951285.8180209947,138847.36
57,160993.9748071446,1007890.0165256938,146106.05999999997
58,170580.46815740556,1057780.3309217882,153716.25999999998
59,176574.1878681503,1085397.728074085,161449.25999999998
60,182907.57629181736,1114494.5903361063,169318.15999999997
61,188895.84863544675,1141042.3671490396,177294.36
62,195896.55442177592,1172935.387068957,185429.15999999997
63,202827.64981118357,1203830.8110955786,193709.56
64,209877.40357273567,1234817.4145059283,202133.56
65,219204.30036022433,1277986.8397820883,210818.86
66,227561.06936797412,1315075.1474627876,219700.86
67,237317.2267342837,1359583.9710642535,228848.46
68,246490.53514547797,1400413.5051799507,236641.22100652775
69,251738.7906881373,1421100.9532643212,245844.69165970618
70,258351.4542659191,1447526.928941608,255178.66659390007
71,263244.1839259197,1464161.794048351,264461.32971418835
72,268384.57895232306,1482120.8133521762,273733.63215410063
73,273940.8047923452,1502302.2873757365,282987.48844970413
74,280407.34412881575,1527515.5264115487,292319.74961100053
75,286510.18926292175,1550608.9448467966,301587.1224364361
76,294641.73139919306,1585236.5538870858,311001.23902106273
77,303043.1309626546,1621395.7217380567,320531.7785563627
78,307404.7494804423,1635253.4972906157,330210.6899376111
79,313879.23649608943,1664436.1668984604,339600.2437340825
80,319495.2943826171,1690343.1240257816,485452.4166124366
81,308945.3888252281,1703531.355593891,491200.5391460026
82,298258.55149010924,1717733.56908031,497476.0545726902
83,287310.71244242194,1730597.4431964816,503181.3556862168
84,276546.83896723395,1746613.9886520735,509690.5821780928
85,264412.4897047048,1752547.5735702675,513958.0111719812
86,252438.8858102216,1763756.0334390933,654481.9511648605
87,240984.86700068187,1778159.5598221095,657298.6094830286
88,229297.22313314187,1790748.927551903,658351.1046523646
89,231817.51814435088,1801601.3799522757,659662.7405000747
90,233309.72314663933,1804315.7761421304,660495.2613863345
91,235308.91807346122,1811630.354917287,663033.309337149
92,236860.13906948353,1813771.842989639,800797.0552975078
93,238160.09650082944,1813912.5145576298,800209.7035506731
94,239892.86338205932,1817600.5441768367,798613.8342589117
95,242320.57910357375,1827473.1136330804,789822.5435461125
96,242226.4837275363,1824142.7175927516,788894.2326148635
97,244835.3142655464,1835179.8657826497,787231.090723513
98,248328.68907184462,1853786.2341418816,784332.6032931802
99,251177.42770530353,1868870.3750394022,781379.1458003436
100,253710.03515264328,1881930.2654025112,777111.6055359053
101,255895.55615904287,1894045.8985406952,775492.8383946292
102,258383.17542170372,1906110.9277441949,775264.6030356912
103,260916.40092003677,1917317.7134439247,773055.9018644136
104,262802.35931800015,1926070.4051888934,772821.5147397981
105,263210.8409477022,1921663.150995364,765712.9948987679
106,262500.1364580811,1906756.2708524214,757292.366882432
107,261892.45610312972,1893092.9107240937,747180.8682756758
108,260553.36925550748,1876948.5304241888,735118.4161331368
109,258429.22608335837,1858612.1616978142,723099.5998762995
110,254802.1649258614,1830048.8993472548,713277.0206924104
111,253354.4350602448,1815592.172473843,705705.6026983918
112,251115.8570062667,1792779.2615301167,698729.8263124644
113,250705.81749490136,1783523.3109506024,695428.326356466
114,251458.3149911303,1778256.518767959,687018.503509789
115,249997.85336504446,1765120.7604883995,680378.1016506369
116,248034.56138632138,1746121.1939302473,674221.0679302126
117,246341.95531920047,1729004.1505914154,666503.7880848787
118,243713.0069678239,1708354.9959018144,657339.6458550494
119,241478.8211250629,1694251.3176354123,649160.7822068087
120,239255.35962563456,1679249.9013535187,646702.8705630333
121,239190.61029013887,1670533.4576914406,641134.2260643111
122,237846.93491757268,1658414.4913166761,635604.2646740295
123,236191.62891926413,1644560.1787805445,630470.7367931532
124,233861.55621225428,1625473.1452424848,624940.4457933245
125,232149.90301450313,1612329.868654912,622833.1031409651
126,231847.85798235878,1603433.4853999065,617652.4164170693
127,229725.32687860163,1587591.4195995517,612585.2549562887
128,227107.42637068074,1568301.9183905227,610566.0993840649
129,225831.1982297161,1552976.9962456245,604655.284007494
130,223474.26604314646,1538441.366318613,602669.5665580777
131,222733.4366921184,1527653.1903045867,600697.370716017
132,221487.69989335877,1513316.4771734541,595463.8000084363
133,219338.86976447684,1499880.9047543795,593519.4362432656
134,218591.58292994896,1489753.878233302,588035.0616307684
135,216188.63488935528,1475983.3358588805,586149.5276537107
136,215213.28755572985,1464614.306246215,581087.6436610403
137,212385.9501817342,1447225.1632657184,579189.6223336209
138,211027.8013328421,1433423.9733841964,574994.2789682098
139,208736.88467677654,1418053.2828198823,573050.237250246
140,207432.51131385023,1405044.9391260576,571073.3097121831
141,206154.22541818247,1392401.3778133907,567010.467543314
142,204207.80246746444,1379765.3547153939,565010.2663890524
143,203118.7722746353,1368892.8934499158,562992.2330287516
144,202028.65432606652,1358165.6112505612,559600.7825098324
145,200314.74143430675,1345991.7196328687,557554.6451175127
146,199159.24146819385,1335084.548356781,554137.798229961
147,197522.5037780301,1323812.3617914033,556307.0982299609
