day,min_zn_inrice,max_zn_inrice,zn_actual
101,255895.55615904287,1894045.8985406952,996734.9052677489
102,258383.17542170372,1906110.9277441949,990861.9085515046
103,260916.40092003677,1917317.7134439247,981766.2806483195
104,262802.35931800015,1926070.4051888934,975909.3169483925
105,263210.8409477022,1921663.150995364,962673.2131895602
106,262500.1364580811,1906756.2708524214,947999.4622570167
107,261892.45610312972,1893092.9107240937,930595.4327364075
108,260553.36925550748,1876948.5304241888,910000.2220851342
109,258429.22608335837,1858612.1616978142,889481.7426820828
110,254802.1649258614,1830048.8993472548,872654.4155912898
111,253354.4350602448,1815592.172473843,859532.3669171243
112,251115.8570062667,1792779.2615301167,847450.8066057719
113,250705.81749490136,1783523.3109506024,841394.5816374782
114,251458.3149911303,1778256.518767959,826924.5390349128
115,249997.85336504446,1765120.7604883995,815376.7796997732
116,248034.56138632138,1746121.1939302473,804679.4341370102
117,246341.95531920047,1729004.1505914154,791483.5532873538
118,243713.0069678239,1708354.9959018144,776007.680785624
119,241478.8211250629,1694251.3176354123,762184.1655812496
120,239255.35962563456,1679249.9013535187,757696.0827140796
121,239190.61029013887,1670533.4576914406,748180.9764409465
122,237846.93491757268,1658414.4913166761,738764.736938528
123,236191.62891926413,1644560.1787805445,730036.9527449713
124,233861.55621225428,1625473.1452424848,720748.6617718149
125,232149.90301450313,1612329.868654912,717009.9909935785
126,231847.85798235878,1603433.4853999065,708358.5735246176
127,229725.32687860163,1587591.4195995517,699953.1460006326
128,227107.42637068074,1568301.9183905227,696504.5392375254
129,225831.1982297161,1552976.9962456245,686897.3582561108
130,223474.26604314646,1538441.366318613,683606.3812283168
131,222733.4366921184,1527653.1903045867,680372.7781498164
132,221487.69989335877,1513316.4771734541,671997.9126780629
133,219338.86976447684,1499880.9047543795,668894.5058869575
134,218591.58292994896,1489753.878233302,660208.2919001575
135,216188.63488935528,1475983.3358588805,657263.1269634492
136,215213.28755572985,1464614.306246215,649344.5707784274
137,212385.9501817342,1447225.1632657184,646474.7317093901
138,211027.8013328421,1433423.9733841964,640051.2480119359
139,208736.88467677654,1418053.2828198823,637211.1777712356
140,207432.51131385023,1405044.9391260576,634367.3968857866
141,206154.22541818247,1392401.3778133907,628299.4296937326
142,204207.80246746444,1379765.3547153939,625502.3126701867
143,203118.7722746353,1368892.8934499158,622714.4888683158
144,202028.65432606652,1358165.6112505612,617810.530777591
145,200314.74143430675,1345991.7196328687,615055.2230905604
146,199159.24146819385,1335084.548356781,610189.6794220973
147,197522.5037780301,1323812.3617914033,611353.4794220973
