day,min_zn_inrice,max_zn_inrice,zn_actual
1,2559.5813953488378,28801.39534883721,302.90999999999997
2,2912.45782416741,30333.47784215301,616.4499999999999
3,3397.0920825490966,32931.99491064997,950.66
4,3974.606751588003,36037.67798150845,1310.58
5,4654.361821507513,39638.12401390596,1700.85
6,5380.381624587357,43197.79826741545,2120.1899999999996
7,6239.557803371772,47383.267462258395,2574.67
8,7131.0410201458635,51368.8766624906,3060.5
9,7953.084521527405,57867.2175513258,3604.5199999999995
10,8804.352818133888,64688.206404914206,4208.599999999999
11,9790.262252485847,72616.16838476098,4881.19
12,10278.263764388928,76944.71208365294,5585.04
13,10813.762531754204,81690.14805414955,6320.91
14,11693.8659715442,89114.86499081121,7118.610000000001
15,12295.887611397042,94512.78241684206,7954.97
16,12932.127876719289,100240.2032823933,8830.89
17,13699.230068561044,107049.46877903392,9759.2
18,14699.660008653582,115756.21310521953,10755.33
19,15488.187106858892,122901.12481292088,11804.630000000001
20,16364.785709078586,130817.79736440573,12914.23
21,17285.477700978456,139169.17799951017,14083.93
22,18860.785273424,152825.50033138832,15370.529999999999
23,20764.712293431134,169257.04404998658,16796.329999999998
24,22888.166072518048,187601.213399929,18381.63
25,24260.9177933092,200048.95939355408,20061.629999999997
26,25531.93137783897,211779.68830832653,21824.03
27,26839.231245464915,223900.3199923196,23674.73
28,29342.792048826435,245858.68674386267,25708.53
29,32271.672591337556,271464.1265721288,27963.03
30,34265.710802251604,285131.90493991884,30311.43
31,36248.59547055776,298411.1085022764,32741.729999999996
32,38391.31587906701,312663.44403147453,35268.53
33,41147.34551256095,331388.21005216445,37931.03
34,45980.58832197512,365721.4190059473,40889.53
35,48533.849127063375,381984.5510225323,43953.33
36,51287.737746852006,399414.49324510514,47128.03
37,54702.101005101315,421397.45602421137,50462.130000000005
38,59247.110807019926,451247.6755497826,54027.73
39,64140.28694018117,483013.74668302224,57844.23
40,70294.74675436519,523181.8041947308,61991.73000000001
41,74761.2507255403,550516.417987321,66327.83
42,78346.55045951292,571092.8667433871,70785.03000000001
43,83788.53430975629,604134.4074687071,75481.73000000001
44,87770.4627649216,626476.0276986704,80309.43000000001
45,91636.38817422895,647570.5265078184,85253.33
46,95904.36196902217,670968.9620318989,90329.63
47,102311.54929160647,708192.7035844801,95680.63
48,111474.69486126829,762941.6959135691,101473.33000000002
49,121391.37429971807,821637.5763904257,107743.33000000002
50,129259.3836623224,865992.9608307945,114334.93000000001
51,134798.56855634289,894577.5908846782,121076.63
52,139954.3266352304,920187.5184707845,127941.33000000002
53,148134.55394934397,964337.3408086789,135108.53
54,154079.43402951796,993666.1016637797,142427.33000000002
55,159610.19517199823,1019835.7750251996,149862.63
56,168100.6970127323,1063502.9212056766,157584.13
57,179682.45086809187,1124921.4009201964,165770.33
58,190042.69074321125,1177836.92869528,174320.12999999998
59,196324.8553861934,1205645.0046699303,182977.82999999996
60,203032.21717270726,1235360.4063286616,191761.12999999998
61,209164.45413374816,1261162.8112828238,200627.52999999997
62,216291.28747523922,1292105.120133272,209627.43
63,223272.1903386042,1321580.8435814849,218743.52999999997
64,230176.81065553182,1350016.0205326676,227962.82999999996
65,239389.39427925163,1390581.9062289745,237405.42999999993
66,247517.18965548984,1424439.3796427415,245469.4798902415
67,255312.91305147085,1457505.087023331,255102.00968341623
68,264124.9371429316,1494057.7194829413,264882.64177791285
69,270593.3752255656,1517532.8083288064,274676.1821233087
70,276865.93416545674,1539614.6493632684,284495.6983990625
71,281307.9549455081,1551698.9770071788,294203.95416951244
72,286124.09167787124,1565572.979603041,303553.17290828354
73,291178.94827558886,1580769.9948516255,313387.17290828354
74,297673.0320577641,1602669.2063952792,322923.23245990044
75,303440.681887026,1620850.9164829676,467808.682517005
76,311242.0965967049,1649448.7019398091,474516.8949597577
77,319716.69525602116,1680771.1436920725,481127.4766360677
78,323603.436380555,1688884.2796514295,487416.8948671136
79,329023.92027343577,1707168.869699999,494187.38314216817
80,317330.03822296706,1709917.0400339079,500685.015666598
81,305388.14405985136,1711350.3391014521,506585.2895047894
82,293566.31958770746,1713996.4459733646,646838.9303513329
83,281165.09426869784,1713774.9196891694,648657.1078509477
84,269658.67247144046,1718475.537598345,648625.3406224905
85,256110.94079580504,1712128.4917460745,651284.8180299453
86,244544.8999995233,1716021.9833952556,653932.5907370435
87,233160.21355744882,1721036.3448461303,655272.6843098777
88,235785.50067548998,1726243.6211548543,654359.1569206303
89,237244.67944019477,1726253.8551834929,656717.8098643329
90,238781.06448877516,1724470.1332584163,658913.6098637637
91,241046.8347560676,1727224.4768074185,795363.6956046828
92,242158.77703563258,1723596.2063848772,789859.0376747095
93,242190.53603981624,1715267.5850566765,784406.5587666269
94,242678.73328977925,1709867.8916366596,781520.9372276857
95,244716.6050334533,1712516.7222505347,777224.0955283067
96,245401.32311351976,1708083.474960127,772668.3623499593
97,247163.2684424203,1710496.7857985608,766764.4863096208
98,249665.52189686074,1718563.9179533264,763462.6219318341
99,252477.43855048882,1727071.1142404936,761594.0704565588
100,255396.13307622832,1735485.3166853152,757790.1498865149
101,257739.32190251746,1742229.4958936372,756017.8799706975
102,260346.45609972122,1749273.5511382518,754624.2030907276
103,262740.6694701135,1754991.9076476693,753106.1870417825
104,264991.42377854546,1760207.4094248014,749792.0278551979
105,264481.8472659591,1750798.079214804,737262.4680142237
106,262221.0628917969,1728572.61995371,723287.8439976226
107,259961.1688560947,1706340.5521141249,711679.3325590024
108,258284.19269372008,1686195.8565479014,702464.2505153961
109,257383.50892783416,1669112.765153021,693975.6559582319
110,255256.33953557408,1644736.7453228354,683567.3640460656
111,253908.58088936572,1627991.7007584048,675060.150903637
112,251690.44570593885,1604706.7938956455,667038.891399081
113,251382.41992449455,1593032.2592738254,662513.0525350095
114,252379.00526492184,1585806.6654513674,653091.824978967
115,250851.1663083211,1570283.3550035362,642092.7992634855
116,247273.3147723775,1545636.9103717941,632082.3545986264
117,244142.86447846037,1523128.0282031265,624782.0745104505
118,241891.2780686319,1502777.473063543,617380.3250530055
119,240619.680362125,1489116.6984413115,610555.2129843045
120,239293.10006653814,1475026.275225388,607021.7255647021
121,239366.85660962889,1465295.980590778,599958.8398613101
122,237725.6630974248,1451021.9729941166,593168.3285170661
123,235830.7963925423,1435493.079282456,589969.6439481043
124,234766.85340257402,1420017.2702201796,583453.102177646
125,233019.4915597979,1406051.6560192276,575874.680497526
126,230617.63391541745,1390753.962407692,572919.5543803325
127,229811.0001109062,1377839.540068841,566182.9937637527
128,226663.0779634926,1357671.2358917994,563300.9524959032
129,225461.2843258115,1342999.6538846795,556196.5078555099
130,222742.38348190064,1327124.9355712782,553405.5532193957
131,222063.70018207477,1316183.7942454927,546852.2652965856
132,218879.07073093907,1297435.8972112811,544133.3826878113
133,218092.99010931383,1286404.48419711,538833.6662040775
134,216044.55847045302,1272691.5045341859,536196.5687246437
135,215204.94440717582,1261841.6124885636,533583.0388910568
136,214269.31531394727,1250635.0180670223,528610.9560586005
137,211793.58526455882,1234796.0998250348,524540.0461574126
138,209832.70842868503,1220522.2005707708,521971.28688554605
139,208606.30645955176,1208254.0764744089,517826.33446524775
140,206643.60108616666,1194628.1107020057,515270.57312184083
141,205465.76463501106,1183059.214655738,511016.16928439797
142,203635.3002724949,1170957.842207851,508487.0767233526
143,202596.7733596221,1160612.1900022258,505963.8942698224
144,201553.20178182964,1150407.8342497824,501527.9297187339
145,199496.05345006162,1138106.5848436255,499030.02768887987
146,198431.38258663294,1128135.426391821,496533.30737879296
147,197388.00514047284,1118448.180170264,497818.707378793
