day,min_zn_inrice,max_zn_inrice,zn_actual
1,2648.158139534884,28506.139534883725,316.56000000000006
2,2983.510733549092,29933.136124661592,642.84
3,3443.190820246311,32344.58341483416,988.5600000000002
4,3990.5082253514097,35239.37737402566,1358.8300000000002
5,4632.860114897335,38597.10266196393,1758.2000000000003
6,5313.880991291242,41900.64232774803,2185.07
7,6117.338284903247,45785.263494850165,2645.37
8,6941.524336189228,49445.04646449757,3134.08
9,7700.433824566173,55415.33361656898,3678.0699999999997
10,8484.776989016069,61670.13789084896,4278.799999999999
11,9386.891953799874,68885.48530191307,4942.01
12,9833.707389812207,72861.3741468316,5634.360000000001
13,10323.805571699097,77212.70757597589,6353.84
14,11122.723502788162,83929.72925029793,7130.400000000001
15,11667.478039637987,88829.44555551859,7941.880000000001
16,12241.992979633398,94021.81344515816,8787.030000000002
17,12936.546913478851,100201.54396459945,9680.61
18,13837.577254130376,108054.29992681087,10633.610000000002
19,14543.525941962602,114493.41975889643,11635.010000000002
20,15321.106746563837,121570.40039552806,12690.61
21,16137.765776778982,129038.82413632172,13797.510000000002
22,17533.63102849904,141183.16565958806,15010.510000000002
23,19227.705934383484,155847.94452208653,16347.510000000002
24,21112.83503870434,172181.441784748,17829.61
25,22332.26173712885,183315.5559268607,19397.710000000003
26,23468.430117212905,193877.55627805737,21037.61
27,24644.28615611706,204849.73910846649,22758.910000000003
28,26870.948058258713,224436.99974405294,24643.410000000003
29,29688.962042041516,245181.03456260762,26706.710000000003
30,31480.257553233918,257355.11150271905,28854.81
31,33253.22754127246,269132.325246647,31072.71
32,35166.523691717055,281756.3227479758,33376.81
33,37605.14987556151,298151.4558981223,35797.11
34,41915.0790237892,328449.7939392639,38483.61
35,44195.84241559885,342937.7409161109,41265.21
36,46644.14769843522,358404.9257845713,44142.51
37,49669.189353378504,377843.17456086725,47162.61
38,53698.29464380247,404266.02980054845,50387.11
39,58053.19757383861,432547.20341120043,53838.71
40,63531.25600334121,468292.16254560347,57590.409999999996
41,67474.98815157234,492459.39331394644,61506.40999999999
42,70647.95486508914,510747.7915924753,65531.009999999995
43,75417.10850229932,539712.1306928229,69763.60999999999
44,78927.75691003888,559491.158800683,74113.20999999999
45,82362.53101906601,578362.8435130221,78567.91
46,86123.15665778183,599074.9700603466,83136.30999999998
47,91706.18670191537,631536.3867449824,87945.90999999999
48,99681.41523698014,679197.2142420753,93139.81
49,108335.30882731295,730466.1302509798,98755.51
50,115226.57985919705,769431.418781105,104657.11
51,120214.54333618775,795495.8078848553,110696.50999999998
52,124887.04950560161,819084.9124839967,116855.00999999998
53,132176.75039213733,858726.9357359416,123285.50999999998
54,137619.44162563988,886105.2779328843,129865.31
55,142726.62504301342,910890.7272560195,136564.81
56,150461.23508212116,951285.8180209947,143532.41
57,160993.9748071446,1007890.0165256938,150938.41
58,170580.46815740556,1057780.3309217882,158694.81
59,176574.1878681503,1085397.728074085,166575.40999999997
60,182907.57629181736,1114494.5903361063,174592.40999999997
61,188895.84863544675,1141042.3671490396,182717.41
62,195896.55442177592,1172935.387068957,191002.80999999997
63,202827.64981118357,1203830.8110955786,199435.31
64,209877.40357273567,1234817.4145059283,208012.91
65,219204.30036022433,1277986.8397820883,216857.31
66,227561.06936797412,1315075.1474627876,225901.31
67,237317.2267342837,1359583.9710642535,235216.11
68,246490.53514547797,1400413.5051799507,243134.5954026997
69,251738.7906881373,1421100.9532643212,252503.6874901139
70,258351.4542659191,1447526.928941608,262003.7364676074
71,263244.1839259197,1464161.794048351,271448.8281155276
72,268384.57895232306,1482120.8133521762,280883.1024195404
73,273940.8047923452,1502302.2873757365,290293.9610722415
74,280407.34412881575,1527515.5264115487,299781.8899721014
75,286510.18926292175,1550608.9448467966,309201.21457634127
76,294641.73139919306,1585236.5538870858,318768.909513852
77,303043.1309626546,1621395.7217380567,328454.14124594093
78,307404.7494804423,1635253.4972906157,338286.79124059516
79,313879.23649608943,1664436.1668984604,347823.0571849237
80,319495.2943826171,1690343.1240257816,493827.03339510446
81,308945.3888252281,1703531.355593891,499628.5760071405
82,298258.55149010924,1717733.56908031,505960.58942291857
83,287310.71244242194,1730597.4431964816,511717.5470106029
84,276546.83896723395,1746613.9886520735,518284.50969787093
85,264412.4897047048,1752547.5735702675,522591.6995069176
86,252438.8858102216,1763756.0334390933,663164.6148860159
87,240984.86700068187,1778159.5598221095,665966.1755745069
88,229297.22313314187,1790748.927551903,666996.4114779192
89,231817.51814435088,1801601.3799522757,668279.2566763152
90,233309.72314663933,1804315.7761421304,669079.113735553
91,235308.91807346122,1811630.354917287,671592.6753657842
92,236860.13906948353,1813771.842989639,809332.8397609637
93,238160.09650082944,1813912.5145576298,808673.3927552005
94,239892.86338205932,1817600.5441768367,807002.348917776
95,242320.57910357375,1827473.1136330804,798121.9575697122
96,242226.4837275363,1824142.7175927516,797123.7382314843
97,244835.3142655464,1835179.8657826497,795391.3784766835
98,248328.68907184462,1853786.2341418816,792426.1484407887
99,251177.42770530353,1868870.3750394022,789410.840370929
