das,solute_uptake,all_solute_uptake
1,2.8575e-06,2.8575e-06
2,2.9595e-06,5.817e-06
3,3.1591e-06,8.9761e-06
4,3.4049e-06,1.2381e-05
5,3.6954e-06,1.60764e-05
6,3.9757e-06,2.00521e-05
7,4.313e-06,2.43651e-05
8,4.6236e-06,2.8988700000000002e-05
9,5.1776e-06,3.4166300000000005e-05
10,5.7532e-06,3.99195e-05
11,6.4269e-06,4.63464e-05
12,6.7295e-06,5.30759e-05
13,7.0676e-06,6.01435e-05
14,7.6652e-06,6.78087e-05
15,8.0469e-06,7.58556e-05
16,8.4574e-06,8.4313e-05
17,8.9662e-06,9.32792e-05
18,9.6537e-06,0.0001029329
19,1.0172e-05,0.0001131049
20,1.0757e-05,0.0001238619
21,1.1374e-05,0.0001352359
22,1.2505e-05,0.0001477409
23,1.3891e-05,0.0001616319
24,1.5438e-05,0.0001770699
25,1.6365e-05,0.00019343490000000001
26,1.7208e-05,0.00021064290000000002
27,1.8071e-05,0.00022871390000000003
28,1.9895e-05,0.0002486089
29,2.2045e-05,0.0002706539
30,2.2966e-05,0.00029361990000000004
31,2.3818e-05,0.00031743790000000004
32,2.4767e-05,0.0003422049
33,2.6138e-05,0.0003683429
34,2.903e-05,0.0003973729
35,3.0067e-05,0.0004274399
36,3.1205e-05,0.0004586449
37,3.2771e-05,0.0004914159
38,3.5087e-05,0.0005265029
39,3.7548e-05,0.0005640509
40,4.0794e-05,0.0006048449
41,4.2701e-05,0.0006475459
42,4.3898e-05,0.0006914439
43,4.6303e-05,0.0007377469
44,4.76e-05,0.0007853469
45,4.8755e-05,0.0008341019
46,5.0115e-05,0.0008842169
47,5.282e-05,0.0009370369
48,5.7214e-05,0.0009942509
49,6.191e-05,0.0010561609
50,6.5078e-05,0.0011212389000000002
51,6.6623e-05,0.0011878619000000002
52,6.7854e-05,0.0012557159000000002
53,7.0894e-05,0.0013266099000000002
54,7.2398e-05,0.0013990079000000002
55,7.3557e-05,0.0014725649
56,7.6445e-05,0.0015490099000000002
57,8.103e-05,0.0016300399
58,8.4677e-05,0.0017147169000000001
59,8.5753e-05,0.0018004699000000002
60,8.7007e-05,0.0018874769000000002
61,8.7839e-05,0.0019753159000000004
62,8.9171e-05,0.0020644869000000002
63,9.0331e-05,0.0021548179
64,9.1363e-05,0.0022461809000000003
65,9.3575e-05,0.0023397559
66,9.5846e-05,0.0024356019000000002
67,9.6847e-05,0.0025324489000000004
68,9.8586e-05,0.0026310349000000003
69,9.9009e-05,0.0027300439000000004
70,9.9264e-05,0.0028293079000000004
71,9.8536e-05,0.0029278439000000006
72,9.8088e-05,0.0030259319000000007
73,9.7557e-05,0.0031234889000000005
74,9.7936e-05,0.0032214249000000004
75,9.7991e-05,0.0033194159000000003
76,7.1881e-05,0.0033912969000000005
77,7.3715e-05,0.0034650119000000004
78,7.3271e-05,0.0035382829000000005
79,7.3771e-05,0.0036120539000000004
80,7.2739e-05,0.0036847929000000004
81,7.1693e-05,0.0037564859000000003
82,7.0927e-05,0.0038274129000000004
83,4.292e-05,0.0038703329000000005
84,4.3254e-05,0.003913586900000001
85,4.2301e-05,0.003955887900000001
86,4.216e-05,0.003998047900000001
87,4.2313e-05,0.004040360900000001
88,4.2886e-05,0.004083246900000001
89,4.2617e-05,0.004125863900000001
90,4.1986e-05,0.004167849900000001
91,4.1905e-05,0.004209754900000001
92,4.1516e-05,0.004251270900000001
93,1.8365e-05,0.0042696359000000015
94,1.7966e-05,0.004287601900000002
95,1.7958e-05,0.004305559900000002
96,1.761e-05,0.0043231699000000024
97,1.8078e-05,0.004341247900000003
98,1.9466e-05,0.004360713900000003
99,2.0541e-05,0.004381254900000003
100,2.2013e-05,0.004403267900000003
101,2.3268e-05,0.004426535900000003
102,2.4321e-05,0.004450856900000003
103,2.5219e-05,0.004476075900000003
104,2.6301e-05,0.004502376900000003
105,2.7993e-05,0.004530369900000003
106,2.8641e-05,0.004559010900000003
107,2.8907e-05,0.004587917900000003
108,2.8895e-05,0.004616812900000003
109,2.8916e-05,0.004645728900000003
110,2.8405e-05,0.004674133900000003
111,2.855e-05,0.0047026839000000025
112,2.7833e-05,0.004730516900000002
113,2.7799e-05,0.004758315900000002
114,2.8603e-05,0.004786918900000003
115,2.9159e-05,0.004816077900000003
116,2.8742e-05,0.004844819900000003
117,2.8094e-05,0.004872913900000003
118,2.7511e-05,0.004900424900000003
119,2.7529e-05,0.004927953900000003
120,2.703e-05,0.004954983900000003
121,2.7206e-05,0.004982189900000003
122,2.7136e-05,0.005009325900000003
123,2.6442e-05,0.0050357679000000025
124,2.5941e-05,0.005061708900000002
125,2.5991e-05,0.005087699900000003
126,2.5327e-05,0.005113026900000003
127,2.5105e-05,0.005138131900000003
128,2.3896e-05,0.005162027900000003
129,2.3546e-05,0.005185573900000003
130,2.2781e-05,0.0052083549000000035
131,2.2712e-05,0.005231066900000004
132,2.1623e-05,0.005252689900000004
133,2.1353e-05,0.005274042900000004
134,2.0695e-05,0.005294737900000004
135,2.0107e-05,0.005314844900000004
136,1.9763e-05,0.005334607900000004
137,1.9033e-05,0.005353640900000004
138,1.8287e-05,0.005371927900000004
139,1.7664e-05,0.005389591900000003
140,1.7027e-05,0.0054066189000000035
141,1.6447e-05,0.005423065900000004
142,1.6009e-05,0.005439074900000004
143,1.5467e-05,0.005454541900000004
144,1.4992e-05,0.005469533900000004
145,1.4597e-05,0.005484130900000004
146,1.4088e-05,0.005498218900000003
147,1.31e-05,0.005511318900000004
