 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  29. 3.2022    Time:  17:28:30
 Units: L = cm   , T = days , M = mg   



                               Node(  1)                                 Node(  8)                                 Node( 14)

         time            h        theta    Flux     Conc              h        theta    Flux     Conc              h        theta    Flux     Conc     
          0.0100      -88.96  0.3362  0.2078E-01  0.1051E-02        -67.85  0.3467  0.4202E-01  0.9634E-03        -49.79  0.3553  0.1018E-01  0.8850E-03
          0.0200      -88.95  0.3362  0.1871E-01  0.1051E-02        -67.89  0.3466  0.1577E-01  0.9634E-03        -49.90  0.3552 -0.4170E-01  0.8850E-03
          0.0330      -88.97  0.3362  0.1397E-01  0.1051E-02        -67.96  0.3466 -0.1832E-01  0.9634E-03        -50.06  0.3551 -0.9373E-01  0.8850E-03
          0.0499      -89.03  0.3362  0.4408E-02  0.1051E-02        -68.08  0.3465 -0.4685E-01  0.9634E-03        -50.23  0.3551 -0.1223E+00  0.8850E-03
          0.0719      -89.11  0.3361 -0.1362E-01  0.1051E-02        -68.23  0.3465 -0.7008E-01  0.9634E-03        -50.42  0.3550 -0.1372E+00  0.8850E-03
          0.1004      -89.19  0.3361 -0.4594E-01  0.1050E-02        -68.39  0.3464 -0.9069E-01  0.9634E-03        -50.60  0.3549 -0.1430E+00  0.8850E-03
          0.1376      -89.18  0.3361 -0.1013E+00  0.1050E-02        -68.51  0.3463 -0.1196E+00  0.9634E-03        -50.76  0.3548 -0.1518E+00  0.8850E-03
          0.1858      -88.95  0.3362 -0.1912E+00  0.1049E-02        -68.50  0.3463 -0.1703E+00  0.9635E-03        -50.82  0.3548 -0.1763E+00  0.8850E-03
          0.2358      -88.52  0.3364 -0.2974E+00  0.1048E-02        -68.33  0.3464 -0.2375E+00  0.9635E-03        -50.75  0.3548 -0.2173E+00  0.8850E-03
          0.2858      -88.06  0.3366 -0.3732E+00  0.1047E-02        -68.07  0.3465 -0.2977E+00  0.9636E-03        -50.60  0.3549 -0.2613E+00  0.8850E-03
          0.3358      -87.70  0.3368 -0.4034E+00  0.1047E-02        -67.82  0.3467 -0.3364E+00  0.9636E-03        -50.41  0.3550 -0.2961E+00  0.8851E-03
          0.3858      -87.38  0.3370 -0.4284E+00  0.1047E-02        -67.58  0.3468 -0.3664E+00  0.9636E-03        -50.22  0.3551 -0.3248E+00  0.8851E-03
          0.4358      -87.11  0.3371 -0.4457E+00  0.1046E-02        -67.36  0.3469 -0.3888E+00  0.9636E-03        -50.05  0.3552 -0.3481E+00  0.8851E-03
          0.4858      -86.89  0.3372 -0.4536E+00  0.1046E-02        -67.18  0.3470 -0.4041E+00  0.9637E-03        -49.89  0.3552 -0.3662E+00  0.8851E-03
          0.5358      -86.73  0.3373 -0.4514E+00  0.1046E-02        -67.03  0.3471 -0.4118E+00  0.9637E-03        -49.76  0.3553 -0.3788E+00  0.8851E-03
          0.5858      -86.65  0.3374 -0.4393E+00  0.1046E-02        -66.92  0.3471 -0.4116E+00  0.9637E-03        -49.66  0.3553 -0.3852E+00  0.8851E-03
          0.6358      -86.64  0.3374 -0.4184E+00  0.1046E-02        -66.87  0.3471 -0.4038E+00  0.9637E-03        -49.59  0.3554 -0.3855E+00  0.8851E-03
          0.6858      -86.69  0.3373 -0.3908E+00  0.1046E-02        -66.86  0.3471 -0.3894E+00  0.9637E-03        -49.57  0.3554 -0.3799E+00  0.8851E-03
          0.7358      -86.80  0.3373 -0.3593E+00  0.1046E-02        -66.89  0.3471 -0.3701E+00  0.9637E-03        -49.57  0.3554 -0.3696E+00  0.8851E-03
          0.7858      -87.24  0.3371 -0.2504E+00  0.1047E-02        -67.09  0.3470 -0.3092E+00  0.9636E-03        -49.68  0.3553 -0.3326E+00  0.8851E-03
          0.8358      -87.81  0.3368 -0.1488E+00  0.1048E-02        -67.40  0.3469 -0.2393E+00  0.9636E-03        -49.89  0.3552 -0.2828E+00  0.8851E-03
          0.8858      -88.44  0.3365 -0.6478E-01  0.1049E-02        -67.80  0.3467 -0.1697E+00  0.9635E-03        -50.17  0.3551 -0.2270E+00  0.8851E-03
          0.9358      -89.04  0.3362 -0.6604E-02  0.1049E-02        -68.22  0.3465 -0.1119E+00  0.9635E-03        -50.49  0.3549 -0.1744E+00  0.8851E-03
          0.9679      -89.37  0.3360  0.1437E-01  0.1049E-02        -68.48  0.3463 -0.8254E-01  0.9635E-03        -50.69  0.3548 -0.1443E+00  0.8850E-03
          1.0000      -89.65  0.3358  0.2146E-01  0.1050E-02        -68.72  0.3462 -0.6281E-01  0.9635E-03        -50.89  0.3548 -0.1202E+00  0.8850E-03
end
