 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  29. 3.2022    Time:  17:28: 0
 Units: L = cm   , T = days , M = mg   



                               Node(  1)                                 Node(  8)                                 Node( 14)

         time            h        theta    Flux     Conc              h        theta    Flux     Conc              h        theta    Flux     Conc     
          0.0100     -259.74  0.2661  0.2338E-01  0.0000E+00       -237.50  0.2730  0.7958E-01  0.9618E-03       -217.34  0.2803  0.1408E+00  0.8842E-03
          0.0200     -259.63  0.2662  0.1156E-01  0.1440E-02       -237.46  0.2731  0.7924E-01  0.9619E-03       -217.32  0.2803  0.1395E+00  0.8842E-03
          0.0330     -259.33  0.2663 -0.1551E-01  0.9042E-03       -237.41  0.2731  0.7770E-01  0.9620E-03       -217.29  0.2803  0.1376E+00  0.8842E-03
          0.0499     -258.60  0.2665 -0.7017E-01  0.1168E-02       -237.31  0.2731  0.7225E-01  0.9617E-03       -217.26  0.2803  0.1351E+00  0.8842E-03
          0.0719     -257.02  0.2669 -0.1732E+00  0.1018E-02       -237.09  0.2732  0.5661E-01  0.9616E-03       -217.21  0.2804  0.1304E+00  0.8842E-03
          0.1004     -253.76  0.2679 -0.3578E+00  0.1114E-02       -236.55  0.2734  0.1723E-01  0.9617E-03       -217.09  0.2804  0.1195E+00  0.8842E-03
          0.1376     -247.43  0.2698 -0.6744E+00  0.1043E-02       -235.21  0.2738 -0.7098E-01  0.9618E-03       -216.76  0.2805  0.9243E-01  0.8842E-03
          0.1858     -236.81  0.2732 -0.1188E+01  0.1094E-02       -232.17  0.2749 -0.2474E+00  0.9620E-03       -215.83  0.2808  0.2731E-01  0.8842E-03
          0.2358     -224.44  0.2777 -0.1795E+01  0.1047E-02       -227.40  0.2766 -0.5057E+00  0.9622E-03       -214.15  0.2814 -0.8051E-01  0.8842E-03
          0.2858     -211.21  0.2825 -0.2377E+01  0.1079E-02       -220.90  0.2790 -0.8407E+00  0.9624E-03       -211.50  0.2824 -0.2384E+00  0.8842E-03
          0.3358     -198.67  0.2871 -0.2866E+01  0.1048E-02       -213.53  0.2817 -0.1216E+01  0.9627E-03       -208.18  0.2836 -0.4355E+00  0.8842E-03
          0.3858     -187.55  0.2914 -0.3271E+01  0.1069E-02       -206.15  0.2843 -0.1594E+01  0.9630E-03       -204.61  0.2849 -0.6511E+00  0.8843E-03
          0.4358     -179.17  0.2949 -0.3552E+01  0.1049E-02       -199.14  0.2869 -0.1923E+01  0.9632E-03       -200.78  0.2863 -0.8698E+00  0.8844E-03
          0.4858     -172.93  0.2975 -0.3680E+01  0.1063E-02       -192.76  0.2892 -0.2184E+01  0.9633E-03       -196.81  0.2877 -0.1076E+01  0.8844E-03
          0.5358     -168.81  0.2992 -0.3644E+01  0.1051E-02       -187.42  0.2914 -0.2376E+01  0.9634E-03       -192.82  0.2891 -0.1259E+01  0.8845E-03
          0.5858     -166.75  0.3001 -0.3447E+01  0.1060E-02       -183.30  0.2931 -0.2480E+01  0.9635E-03       -189.13  0.2906 -0.1418E+01  0.8845E-03
          0.6358     -166.59  0.3001 -0.3109E+01  0.1053E-02       -180.20  0.2944 -0.2454E+01  0.9633E-03       -185.53  0.2921 -0.1528E+01  0.8845E-03
          0.6858     -168.12  0.2995 -0.2662E+01  0.1061E-02       -178.09  0.2953 -0.2324E+01  0.9632E-03       -182.19  0.2935 -0.1580E+01  0.8845E-03
          0.7358     -171.02  0.2982 -0.2150E+01  0.1058E-02       -176.78  0.2958 -0.2112E+01  0.9630E-03       -179.17  0.2948 -0.1579E+01  0.8845E-03
          0.7858     -175.68  0.2963 -0.1526E+01  0.1065E-02       -176.35  0.2960 -0.1822E+01  0.9628E-03       -176.57  0.2959 -0.1526E+01  0.8844E-03
          0.8358     -181.67  0.2938 -0.9456E+00  0.1064E-02       -177.43  0.2956 -0.1495E+01  0.9626E-03       -175.19  0.2965 -0.1401E+01  0.8845E-03
          0.8858     -188.30  0.2910 -0.4656E+00  0.1070E-02       -179.44  0.2947 -0.1170E+01  0.9624E-03       -174.72  0.2967 -0.1235E+01  0.8844E-03
          0.9358     -194.87  0.2884 -0.1331E+00  0.1069E-02       -182.08  0.2936 -0.8846E+00  0.9623E-03       -175.04  0.2965 -0.1056E+01  0.8844E-03
          0.9679     -198.79  0.2870 -0.1318E-01  0.1072E-02       -183.87  0.2928 -0.7237E+00  0.9622E-03       -175.44  0.2963 -0.9429E+00  0.8844E-03
          1.0000     -201.98  0.2858  0.2732E-01  0.1071E-02       -185.70  0.2921 -0.5957E+00  0.9622E-03       -176.08  0.2961 -0.8377E+00  0.8844E-03
end
