 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  28. 3.2022    Time:   8:56:32
 Units: L = cm   , T = days , M = mg   

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

       0.0100  0.22606E-01  0.70714E-01  0.22607E-01  0.69025E-01  0.66478E+00  0.22606E-03  0.70714E-03  0.22607E-03  0.69025E-03  0.66478E-02 -0.26396E+03 -0.22065E+03  0.53347E+02  0.00000E+00  0.00000E+00  0.98501E+02  0.27626E-05  0.22884E-03      1  0.00000E+00      0.000
       0.0200  0.21779E-01  0.70714E-01  0.21781E-01  0.69027E-01  0.52165E+00  0.44385E-03  0.14143E-02  0.44388E-03  0.13805E-02  0.11864E-01 -0.26380E+03 -0.22060E+03  0.53347E+02  0.00000E+00  0.00000E+00  0.98505E+02  0.13802E-04  0.45768E-03      2  0.00000E+00      0.000
       0.0330  0.19884E-01  0.70714E-01  0.19885E-01  0.69029E-01  0.39454E+00  0.70234E-03  0.23336E-02  0.70238E-03  0.22779E-02  0.16993E-01 -0.26357E+03 -0.22054E+03  0.53347E+02  0.00000E+00  0.00000E+00  0.98509E+02  0.52785E-04  0.75517E-03      3  0.00000E+00      0.000
       0.0499  0.16058E-01  0.70714E-01  0.16057E-01  0.69032E-01  0.32270E+00  0.97371E-03  0.35286E-02  0.97375E-03  0.34445E-02  0.22447E-01 -0.26328E+03 -0.22046E+03  0.53347E+02  0.00000E+00  0.00000E+00  0.98513E+02  0.16813E-03  0.11419E-02      4  0.00000E+00      0.000
       0.0719  0.88492E-02  0.70714E-01  0.88486E-02  0.69036E-01  0.26455E+00  0.11681E-02  0.50822E-02  0.11682E-02  0.49613E-02  0.28259E-01 -0.26286E+03 -0.22036E+03  0.53347E+02  0.00000E+00  0.00000E+00  0.98517E+02  0.47644E-03  0.16446E-02      5  0.00000E+00      0.000
       0.1004 -0.40784E-02  0.70714E-01 -0.40784E-02  0.69041E-01  0.22266E+00  0.10516E-02  0.71019E-02  0.10517E-02  0.69331E-02  0.34619E-01 -0.26227E+03 -0.22022E+03  0.53347E+02  0.00000E+00  0.00000E+00  0.98521E+02  0.12465E-02  0.22981E-02      6  0.00000E+00      0.000
       0.1376 -0.26235E-01  0.70714E-01 -0.26233E-01  0.69048E-01  0.19094E+00  0.77554E-04  0.97274E-02  0.77642E-04  0.94969E-02  0.41708E-01 -0.26138E+03 -0.22002E+03  0.53347E+02  0.00000E+00  0.00000E+00  0.98527E+02  0.30701E-02  0.31478E-02      7  0.00000E+00      0.000
       0.1858 -0.62186E-01  0.70714E-01 -0.62184E-01  0.69059E-01  0.16872E+00 -0.29241E-02  0.13141E-01 -0.29239E-02  0.12830E-01  0.49852E-01 -0.26001E+03 -0.21971E+03  0.53347E+02  0.00000E+00  0.00000E+00  0.98535E+02  0.71761E-02  0.42522E-02      8  0.00000E+00      0.000
