 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  27. 3.2022    Time:  16:26:33
 Units: L = cm   , T = days , M = mg   


 Time:        0.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp   Conc(1..NS) Sorb(1...NS)
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]      [M/L*3]

   1     0.0000    -115.810 0.3230   0.3792E+01  0.4831E-03 -0.1231E+00  0.0000E+00      -1  -0.283E-02   20.00  0.1017E-02  0.1219E+00
   2    -3.0000    -112.905 0.3244   0.3984E+01  0.4851E-03 -0.2544E+00  0.0000E+00      -1  -0.585E-02   20.00  0.1036E-02  0.1243E+00
   3    -6.0000    -110.189 0.3257   0.4163E+01  0.4871E-03 -0.5128E+00  0.0000E+00      -1  -0.118E-01   20.00  0.1045E-02  0.1255E+00
   4    -9.0000    -107.641 0.3270   0.4331E+01  0.4889E-03 -0.7632E+00  0.1507E-02      -1  -0.176E-01   20.00  0.1046E-02  0.1256E+00
   5   -12.0000    -105.244 0.3282   0.4489E+01  0.4906E-03 -0.1005E+01  0.1507E-02      -1  -0.231E-01   20.00  0.1037E-02  0.1246E+00
   6   -15.0000    -102.983 0.3293   0.4639E+01  0.4922E-03 -0.1240E+01  0.1507E-02      -1  -0.285E-01   20.00  0.1019E-02  0.1225E+00
   7   -18.0000    -100.847 0.3303   0.4779E+01  0.4937E-03 -0.1468E+01  0.1507E-02      -1  -0.338E-01   20.00  0.9935E-03  0.1194E+00
   8   -21.0000     -98.825 0.3313   0.4913E+01  0.4951E-03 -0.1690E+01  0.1508E-02      -1  -0.389E-01   20.00  0.9643E-03  0.1157E+00
   9   -24.0000     -96.910 0.3322   0.5039E+01  0.4965E-03 -0.1906E+01  0.1492E-02      -1  -0.438E-01   20.00  0.9373E-03  0.1124E+00
  10   -27.0000     -95.092 0.3331   0.5172E+01  0.4975E-03 -0.2117E+01  0.1414E-02      -1  -0.487E-01   20.00  0.9157E-03  0.1097E+00
  11   -30.0000     -93.359 0.3340   0.5348E+01  0.4974E-03 -0.2323E+01  0.1335E-02      -1  -0.535E-01   20.00  0.9006E-03  0.1079E+00
  12   -33.0000     -91.698 0.3348   0.5517E+01  0.4973E-03 -0.2523E+01  0.1257E-02      -1  -0.581E-01   20.00  0.8913E-03  0.1068E+00
  13   -36.0000     -90.103 0.3356   0.5679E+01  0.4973E-03 -0.2717E+01  0.1178E-02      -1  -0.625E-01   20.00  0.8864E-03  0.1063E+00
  14   -39.0000     -88.568 0.3364   0.5835E+01  0.4972E-03 -0.2905E+01  0.1100E-02      -1  -0.668E-01   20.00  0.8843E-03  0.1061E+00
  15   -42.0000     -87.090 0.3371   0.5985E+01  0.4971E-03 -0.3087E+01  0.1021E-02      -1  -0.710E-01   20.00  0.8837E-03  0.1060E+00
  16   -45.0000     -85.663 0.3378   0.6130E+01  0.4971E-03 -0.3263E+01  0.9428E-03      -1  -0.751E-01   20.00  0.8835E-03  0.1060E+00
  17   -48.0000     -84.284 0.3385   0.6270E+01  0.4970E-03 -0.3433E+01  0.8643E-03      -1  -0.790E-01   20.00  0.8834E-03  0.1060E+00
  18   -51.0000     -82.948 0.3392   0.6406E+01  0.4970E-03 -0.3597E+01  0.7858E-03      -1  -0.828E-01   20.00  0.8834E-03  0.1060E+00
  19   -54.0000     -81.653 0.3398   0.6538E+01  0.4969E-03 -0.3756E+01  0.7072E-03      -1  -0.864E-01   20.00  0.8834E-03  0.1060E+00
  20   -57.0000     -80.395 0.3405   0.6665E+01  0.4968E-03 -0.3909E+01  0.6287E-03      -1  -0.899E-01   20.00  0.8834E-03  0.1060E+00
  21   -60.0000     -79.172 0.3411   0.6790E+01  0.4968E-03 -0.4057E+01  0.5501E-03      -1  -0.933E-01   20.00  0.8834E-03  0.1060E+00
  22   -63.0000     -77.980 0.3417   0.6911E+01  0.4967E-03 -0.4197E+01  0.4716E-03      -1  -0.966E-01   20.00  0.8834E-03  0.1060E+00
  23   -66.0000     -76.816 0.3423   0.7029E+01  0.4967E-03 -0.4333E+01  0.3930E-03      -1  -0.997E-01   20.00  0.8834E-03  0.1060E+00
  24   -69.0000     -75.679 0.3428   0.7145E+01  0.4966E-03 -0.4465E+01  0.3144E-03      -1  -0.103E+00   20.00  0.8834E-03  0.1060E+00
  25   -72.0000     -74.559 0.3434   0.7307E+01  0.4955E-03 -0.4590E+01  0.2358E-03      -1  -0.106E+00   20.00  0.8834E-03  0.1060E+00
  26   -75.0000     -73.448 0.3439   0.7470E+01  0.4943E-03 -0.4711E+01  0.1572E-03      -1  -0.108E+00   20.00  0.8834E-03  0.1060E+00
  27   -78.0000     -72.343 0.3445   0.7633E+01  0.4931E-03 -0.4829E+01  0.7861E-04      -1  -0.111E+00   20.00  0.8834E-03  0.1060E+00
  28   -81.0000     -71.244 0.3450   0.7794E+01  0.4920E-03 -0.4944E+01  0.0000E+00      -1  -0.114E+00   20.00  0.8834E-03  0.1060E+00
  29   -84.0000     -70.149 0.3455   0.7955E+01  0.4908E-03 -0.5054E+01  0.0000E+00      -1  -0.116E+00   20.00  0.8834E-03  0.1060E+00
  30   -87.0000     -69.056 0.3461   0.8115E+01  0.4897E-03 -0.5160E+01  0.0000E+00      -1  -0.119E+00   20.00  0.8834E-03  0.1060E+00
  31   -90.0000     -67.964 0.3466   0.8275E+01  0.4885E-03 -0.5260E+01  0.0000E+00      -1  -0.121E+00   20.00  0.8834E-03  0.1060E+00
  32   -93.0000     -66.870 0.3471   0.8436E+01  0.4874E-03 -0.5358E+01  0.0000E+00      -1  -0.123E+00   20.00  0.8834E-03  0.1060E+00
  33   -96.0000     -65.775 0.3477   0.8596E+01  0.4862E-03 -0.5453E+01  0.0000E+00      -1  -0.125E+00   20.00  0.8834E-03  0.1060E+00
  34   -99.0000     -64.676 0.3482   0.8758E+01  0.4850E-03 -0.5542E+01  0.0000E+00      -1  -0.128E+00   20.00  0.8834E-03  0.1060E+00
  35  -102.0000     -63.572 0.3487   0.8920E+01  0.4839E-03 -0.5627E+01  0.0000E+00      -1  -0.129E+00   20.00  0.8834E-03  0.1060E+00
  36  -105.0000     -62.461 0.3493   0.9083E+01  0.4827E-03 -0.5710E+01  0.0000E+00      -1  -0.131E+00   20.00  0.8834E-03  0.1060E+00
  37  -108.0000     -61.344 0.3498   0.9246E+01  0.4815E-03 -0.5788E+01  0.0000E+00      -1  -0.133E+00   20.00  0.8834E-03  0.1060E+00
  38  -111.0000     -60.217 0.3504   0.9412E+01  0.4803E-03 -0.5858E+01  0.0000E+00      -1  -0.135E+00   20.00  0.8834E-03  0.1060E+00
  39  -114.0000     -59.074 0.3509   0.9627E+01  0.4781E-03 -0.5928E+01  0.0000E+00      -1  -0.136E+00   20.00  0.8834E-03  0.1060E+00
  40  -117.0000     -57.910 0.3515   0.9860E+01  0.4755E-03 -0.5994E+01  0.0000E+00      -1  -0.138E+00   20.00  0.8834E-03  0.1060E+00
  41  -120.0000     -56.721 0.3520   0.1010E+02  0.4728E-03 -0.6054E+01  0.0000E+00      -1  -0.139E+00   20.00  0.8834E-03  0.1060E+00
  42  -123.0000     -55.507 0.3526   0.1034E+02  0.4701E-03 -0.6116E+01  0.0000E+00      -1  -0.141E+00   20.00  0.8834E-03  0.1060E+00
  43  -126.0000     -54.269 0.3532   0.1059E+02  0.4673E-03 -0.6173E+01  0.0000E+00      -1  -0.142E+00   20.00  0.8834E-03  0.1060E+00
  44  -129.0000     -53.004 0.3538   0.1084E+02  0.4645E-03 -0.6227E+01  0.0000E+00      -1  -0.143E+00   20.00  0.8834E-03  0.1060E+00
  45  -132.0000     -51.714 0.3544   0.1110E+02  0.4616E-03 -0.6279E+01  0.0000E+00      -1  -0.144E+00   20.00  0.8834E-03  0.1060E+00
  46  -135.0000     -50.397 0.3550   0.1137E+02  0.4587E-03 -0.6330E+01  0.0000E+00      -1  -0.146E+00   20.00  0.8834E-03  0.1060E+00
  47  -138.0000     -49.055 0.3556   0.1164E+02  0.4557E-03 -0.6377E+01  0.0000E+00      -1  -0.147E+00   20.00  0.8834E-03  0.1060E+00
  48  -141.0000     -47.685 0.3563   0.1191E+02  0.4526E-03 -0.6419E+01  0.0000E+00      -1  -0.148E+00   20.00  0.8834E-03  0.1060E+00
  49  -144.0000     -46.283 0.3569   0.1227E+02  0.4479E-03 -0.6461E+01  0.0000E+00      -1  -0.149E+00   20.00  0.8834E-03  0.1060E+00
  50  -147.0000     -44.844 0.3575   0.1265E+02  0.4428E-03 -0.6498E+01  0.0000E+00      -1  -0.150E+00   20.00  0.8834E-03  0.1060E+00
  51  -150.0000     -43.366 0.3581   0.1303E+02  0.4376E-03 -0.6534E+01  0.0000E+00      -1  -0.150E+00   20.00  0.8834E-03  0.1060E+00
  52  -153.0000     -41.852 0.3588   0.1343E+02  0.4323E-03 -0.6570E+01  0.0000E+00      -1  -0.151E+00   20.00  0.8834E-03  0.1060E+00
  53  -156.0000     -40.301 0.3595   0.1384E+02  0.4269E-03 -0.6603E+01  0.0000E+00      -1  -0.152E+00   20.00  0.8834E-03  0.1060E+00
  54  -159.0000     -38.715 0.3602   0.1425E+02  0.4213E-03 -0.6635E+01  0.0000E+00      -1  -0.153E+00   20.00  0.8834E-03  0.1060E+00
  55  -162.0000     -37.092 0.3609   0.1472E+02  0.4148E-03 -0.6663E+01  0.0000E+00      -1  -0.153E+00   20.00  0.8834E-03  0.1060E+00
  56  -165.0000     -35.428 0.3615   0.1527E+02  0.4068E-03 -0.6690E+01  0.0000E+00      -1  -0.154E+00   20.00  0.8834E-03  0.1060E+00
  57  -168.0000     -33.721 0.3622   0.1583E+02  0.3985E-03 -0.6713E+01  0.0000E+00      -1  -0.154E+00   20.00  0.8834E-03  0.1060E+00
  58  -171.0000     -31.972 0.3629   0.1641E+02  0.3901E-03 -0.6736E+01  0.0000E+00      -1  -0.155E+00   20.00  0.8834E-03  0.1060E+00
  59  -174.0000     -30.184 0.3636   0.1700E+02  0.3815E-03 -0.6761E+01  0.0000E+00      -1  -0.156E+00   20.00  0.8834E-03  0.1060E+00
  60  -177.0000     -28.354 0.3643   0.1772E+02  0.3706E-03 -0.6779E+01  0.0000E+00      -1  -0.156E+00   20.00  0.8833E-03  0.1060E+00
  61  -180.0000     -26.479 0.3650   0.1848E+02  0.3591E-03 -0.6800E+01  0.0000E+00      -1  -0.156E+00   20.00  0.8834E-03  0.1060E+00
  62  -183.0000     -24.562 0.3657   0.1926E+02  0.3473E-03 -0.6818E+01  0.0000E+00      -1  -0.157E+00   20.00  0.8833E-03  0.1060E+00
  63  -186.0000     -22.601 0.3663   0.2014E+02  0.3338E-03 -0.6832E+01  0.0000E+00      -1  -0.157E+00   20.00  0.8833E-03  0.1060E+00
  64  -189.0000     -20.596 0.3670   0.2112E+02  0.3188E-03 -0.6849E+01  0.0000E+00      -1  -0.158E+00   20.00  0.8833E-03  0.1060E+00
  65  -192.0000     -18.547 0.3676   0.2213E+02  0.3032E-03 -0.6864E+01  0.0000E+00      -1  -0.158E+00   20.00  0.8833E-03  0.1060E+00
  66  -195.0000     -16.454 0.3682   0.2334E+02  0.2847E-03 -0.6874E+01  0.0000E+00      -1  -0.158E+00   20.00  0.8833E-03  0.1060E+00
  67  -198.0000     -14.314 0.3688   0.2462E+02  0.2651E-03 -0.6885E+01  0.0000E+00      -1  -0.158E+00   20.00  0.8834E-03  0.1060E+00
  68  -201.0000     -12.130 0.3694   0.2608E+02  0.2428E-03 -0.6899E+01  0.0000E+00      -1  -0.159E+00   20.00  0.8833E-03  0.1060E+00
  69  -204.0000      -9.899 0.3699   0.2777E+02  0.2174E-03 -0.6901E+01  0.0000E+00      -1  -0.159E+00   20.00  0.8833E-03  0.1060E+00
