 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  28. 3.2022    Time:   9:26:48
 Units: L = cm   , T = days , M = mg   



                               Node(  1)                                 Node(  8)                                 Node( 14)

         time            h        theta    Flux     Conc              h        theta    Flux     Conc              h        theta    Flux     Conc     
          0.0100     -293.76  0.2560  0.3658E-01  0.0000E+00       -268.72  0.2635  0.1975E+00  0.9658E-03       -243.62  0.2709  0.3342E+00  0.8834E-03
          0.0230     -293.54  0.2561  0.3657E-01  0.1573E-02       -268.49  0.2635  0.1967E+00  0.9660E-03       -243.47  0.2710  0.3296E+00  0.8834E-03
          0.0399     -293.22  0.2562  0.3657E-01  0.7886E-03       -268.16  0.2636  0.1948E+00  0.9660E-03       -243.28  0.2710  0.3236E+00  0.8834E-03
          0.0619     -292.81  0.2563  0.3657E-01  0.1261E-02       -267.78  0.2637  0.1925E+00  0.9657E-03       -243.04  0.2711  0.3166E+00  0.8834E-03
          0.0904     -292.26  0.2564  0.3657E-01  0.9430E-03       -267.30  0.2639  0.1889E+00  0.9658E-03       -242.74  0.2712  0.3081E+00  0.8834E-03
          0.1276     -291.58  0.2566  0.3657E-01  0.1177E-02       -266.72  0.2641  0.1840E+00  0.9658E-03       -242.38  0.2713  0.2983E+00  0.8834E-03
          0.1758     -290.74  0.2569  0.3657E-01  0.9920E-03       -266.02  0.2643  0.1775E+00  0.9658E-03       -241.95  0.2714  0.2868E+00  0.8834E-03
          0.2386     -289.73  0.2572  0.3657E-01  0.1147E-02       -265.19  0.2645  0.1694E+00  0.9658E-03       -241.44  0.2716  0.2737E+00  0.8834E-03
          0.3232     -292.13  0.2566  0.1860E+00  0.1014E-02       -264.88  0.2646  0.1921E+00  0.9658E-03       -240.99  0.2718  0.2685E+00  0.8834E-03
          0.4360     -301.04  0.2540  0.3856E+00  0.1138E-02       -269.42  0.2634  0.2558E+00  0.9660E-03       -243.76  0.2710  0.3292E+00  0.8836E-03
          0.5770     -312.13  0.2509  0.3710E+00  0.1026E-02       -279.58  0.2603  0.2940E+00  0.9660E-03       -251.20  0.2688  0.4359E+00  0.8836E-03
          0.7885     -313.05  0.2507  0.3657E-01  0.1128E-02       -288.10  0.2577  0.2385E+00  0.9659E-03       -258.96  0.2664  0.4750E+00  0.8836E-03
          1.0000     -308.49  0.2517  0.3657E-01  0.1027E-02       -282.39  0.2594  0.2256E+00  0.9656E-03       -255.29  0.2674  0.3910E+00  0.8834E-03
end
