 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:   4. 3.2022    Time:  19:32:37
 Units: L = cm   , T = days , M = mg   

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

       0.0100  0.40820E-01  0.40270E-02  0.40819E-01  0.39974E-02 -0.11705E+01  0.40820E-03  0.40270E-04  0.40819E-03  0.39974E-04 -0.11705E-01 -0.17650E+03 -0.15134E+03  0.49038E+02  0.00000E+00  0.00000E+00  0.10112E+03  0.69064E-05  0.41509E-03      1  0.00000E+00      0.000
       0.0200  0.38751E-01  0.40270E-02  0.38751E-01  0.39971E-02 -0.10520E+01  0.79571E-03  0.80541E-04  0.79570E-03  0.79945E-04 -0.22224E-01 -0.17745E+03 -0.15172E+03  0.49038E+02  0.00000E+00  0.00000E+00  0.10111E+03  0.34505E-04  0.83020E-03      2  0.00000E+00      0.000
       0.0330  0.34014E-01  0.40270E-02  0.34017E-01  0.39966E-02 -0.95316E+00  0.12379E-02  0.13289E-03  0.12379E-02  0.13190E-03 -0.34615E-01 -0.17879E+03 -0.15229E+03  0.49038E+02  0.00000E+00  0.00000E+00  0.10109E+03  0.13196E-03  0.13699E-02      3  0.00000E+00      0.000
       0.0499  0.24448E-01  0.40270E-02  0.24445E-01  0.39960E-02 -0.91304E+00  0.16511E-02  0.20095E-03  0.16510E-02  0.19943E-03 -0.50046E-01 -0.18029E+03 -0.15300E+03  0.49038E+02  0.00000E+00  0.00000E+00  0.10108E+03  0.42031E-03  0.20714E-02      4  0.00000E+00      0.000
       0.0719  0.64272E-02  0.40270E-02  0.64247E-02  0.39953E-02 -0.89380E+00  0.17923E-02  0.28942E-03  0.17922E-02  0.28721E-03 -0.69683E-01 -0.18203E+03 -0.15390E+03  0.49038E+02  0.00000E+00  0.00000E+00  0.10106E+03  0.11911E-02  0.29833E-02      5  0.00000E+00      0.000
       0.1004 -0.25892E-01  0.40270E-02 -0.25894E-01  0.39944E-02 -0.89878E+00  0.10528E-02  0.40444E-03  0.10526E-02  0.40130E-03 -0.95353E-01 -0.18392E+03 -0.15501E+03  0.49038E+02  0.00000E+00  0.00000E+00  0.10103E+03  0.31162E-02  0.41689E-02      6  0.00000E+00      0.000
       0.1376 -0.81283E-01  0.40270E-02 -0.81280E-01  0.39934E-02 -0.92188E+00 -0.19652E-02  0.55396E-03 -0.19653E-02  0.54957E-03 -0.12958E+00 -0.18585E+03 -0.15635E+03  0.49038E+02  0.00000E+00  0.00000E+00  0.10100E+03  0.76754E-02  0.57101E-02      7  0.00000E+00      0.000
       0.1858 -0.17116E+00  0.40270E-02 -0.17116E+00  0.39922E-02 -0.95979E+00 -0.10227E-01  0.74834E-03 -0.10227E-01  0.74227E-03 -0.17591E+00 -0.18754E+03 -0.15786E+03  0.49038E+02  0.00000E+00  0.00000E+00  0.10096E+03  0.17941E-01  0.77138E-02      8  0.00000E+00      0.000
