 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  28. 3.2022    Time:   8:57: 1
 Units: L = cm   , T = days , M = mg   


 Time:        0.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp   Conc(1..NS) Sorb(1...NS)
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]      [M/L*3]

   1     0.0000    -129.607 0.3165   0.3121E+01  0.4692E-03 -0.1081E+00  0.0000E+00      -1  -0.249E-02   20.00  0.1057E-02  0.1267E+00
   2    -3.0000    -126.709 0.3178   0.3237E+01  0.4725E-03 -0.2268E+00  0.0000E+00      -1  -0.522E-02   20.00  0.1064E-02  0.1279E+00
   3    -6.0000    -124.024 0.3191   0.3344E+01  0.4756E-03 -0.4629E+00  0.0000E+00      -1  -0.106E-01   20.00  0.1047E-02  0.1255E+00
   4    -9.0000    -121.537 0.3202   0.3443E+01  0.4785E-03 -0.6937E+00  0.1173E-02      -1  -0.160E-01   20.00  0.1042E-02  0.1251E+00
   5   -12.0000    -119.228 0.3213   0.3567E+01  0.4806E-03 -0.9184E+00  0.1173E-02      -1  -0.211E-01   20.00  0.1033E-02  0.1241E+00
   6   -15.0000    -117.077 0.3224   0.3709E+01  0.4822E-03 -0.1137E+01  0.1173E-02      -1  -0.262E-01   20.00  0.1016E-02  0.1221E+00
   7   -18.0000    -115.066 0.3234   0.3841E+01  0.4836E-03 -0.1347E+01  0.1174E-02      -1  -0.310E-01   20.00  0.9932E-03  0.1193E+00
   8   -21.0000    -113.180 0.3243   0.3966E+01  0.4849E-03 -0.1548E+01  0.1174E-02      -1  -0.356E-01   20.00  0.9666E-03  0.1160E+00
   9   -24.0000    -111.408 0.3251   0.4083E+01  0.4862E-03 -0.1742E+01  0.1162E-02      -1  -0.401E-01   20.00  0.9412E-03  0.1129E+00
  10   -27.0000    -109.740 0.3260   0.4193E+01  0.4874E-03 -0.1927E+01  0.1101E-02      -1  -0.443E-01   20.00  0.9199E-03  0.1103E+00
  11   -30.0000    -108.166 0.3267   0.4297E+01  0.4885E-03 -0.2104E+01  0.1040E-02      -1  -0.484E-01   20.00  0.9043E-03  0.1084E+00
  12   -33.0000    -106.678 0.3275   0.4395E+01  0.4896E-03 -0.2273E+01  0.9786E-03      -1  -0.523E-01   20.00  0.8937E-03  0.1071E+00
  13   -36.0000    -105.269 0.3282   0.4488E+01  0.4906E-03 -0.2434E+01  0.9175E-03      -1  -0.560E-01   20.00  0.8878E-03  0.1064E+00
  14   -39.0000    -103.933 0.3288   0.4576E+01  0.4915E-03 -0.2588E+01  0.8564E-03      -1  -0.595E-01   20.00  0.8851E-03  0.1062E+00
  15   -42.0000    -102.662 0.3294   0.4660E+01  0.4924E-03 -0.2732E+01  0.7953E-03      -1  -0.629E-01   20.00  0.8839E-03  0.1060E+00
  16   -45.0000    -101.451 0.3300   0.4740E+01  0.4933E-03 -0.2869E+01  0.7342E-03      -1  -0.660E-01   20.00  0.8835E-03  0.1060E+00
  17   -48.0000    -100.294 0.3306   0.4816E+01  0.4941E-03 -0.2998E+01  0.6730E-03      -1  -0.690E-01   20.00  0.8834E-03  0.1060E+00
  18   -51.0000     -99.186 0.3311   0.4889E+01  0.4949E-03 -0.3118E+01  0.6119E-03      -1  -0.717E-01   20.00  0.8834E-03  0.1060E+00
  19   -54.0000     -98.121 0.3317   0.4959E+01  0.4956E-03 -0.3232E+01  0.5507E-03      -1  -0.744E-01   20.00  0.8834E-03  0.1060E+00
  20   -57.0000     -97.096 0.3322   0.5027E+01  0.4964E-03 -0.3338E+01  0.4896E-03      -1  -0.768E-01   20.00  0.8834E-03  0.1060E+00
  21   -60.0000     -96.105 0.3326   0.5092E+01  0.4971E-03 -0.3436E+01  0.4284E-03      -1  -0.791E-01   20.00  0.8834E-03  0.1060E+00
  22   -63.0000     -95.143 0.3331   0.5167E+01  0.4975E-03 -0.3529E+01  0.3672E-03      -1  -0.812E-01   20.00  0.8834E-03  0.1060E+00
  23   -66.0000     -94.199 0.3336   0.5263E+01  0.4975E-03 -0.3615E+01  0.3060E-03      -1  -0.832E-01   20.00  0.8834E-03  0.1060E+00
  24   -69.0000     -93.265 0.3341   0.5358E+01  0.4974E-03 -0.3696E+01  0.2448E-03      -1  -0.850E-01   20.00  0.8834E-03  0.1060E+00
  25   -72.0000     -92.338 0.3345   0.5452E+01  0.4974E-03 -0.3771E+01  0.1836E-03      -1  -0.868E-01   20.00  0.8834E-03  0.1060E+00
  26   -75.0000     -91.415 0.3350   0.5546E+01  0.4973E-03 -0.3838E+01  0.1224E-03      -1  -0.883E-01   20.00  0.8834E-03  0.1060E+00
  27   -78.0000     -90.490 0.3354   0.5640E+01  0.4973E-03 -0.3899E+01  0.6122E-04      -1  -0.897E-01   20.00  0.8834E-03  0.1060E+00
  28   -81.0000     -89.563 0.3359   0.5734E+01  0.4973E-03 -0.3955E+01  0.0000E+00      -1  -0.910E-01   20.00  0.8834E-03  0.1060E+00
  29   -84.0000     -88.629 0.3364   0.5829E+01  0.4972E-03 -0.4004E+01  0.0000E+00      -1  -0.921E-01   20.00  0.8834E-03  0.1060E+00
  30   -87.0000     -87.685 0.3368   0.5925E+01  0.4972E-03 -0.4048E+01  0.0000E+00      -1  -0.931E-01   20.00  0.8834E-03  0.1060E+00
  31   -90.0000     -86.728 0.3373   0.6022E+01  0.4971E-03 -0.4085E+01  0.0000E+00      -1  -0.940E-01   20.00  0.8834E-03  0.1060E+00
  32   -93.0000     -85.755 0.3378   0.6121E+01  0.4971E-03 -0.4116E+01  0.0000E+00      -1  -0.947E-01   20.00  0.8834E-03  0.1060E+00
  33   -96.0000     -84.763 0.3383   0.6222E+01  0.4970E-03 -0.4143E+01  0.0000E+00      -1  -0.953E-01   20.00  0.8834E-03  0.1060E+00
  34   -99.0000     -83.750 0.3388   0.6324E+01  0.4970E-03 -0.4165E+01  0.0000E+00      -1  -0.958E-01   20.00  0.8834E-03  0.1060E+00
  35  -102.0000     -82.714 0.3393   0.6430E+01  0.4969E-03 -0.4181E+01  0.0000E+00      -1  -0.962E-01   20.00  0.8834E-03  0.1060E+00
  36  -105.0000     -81.651 0.3398   0.6538E+01  0.4969E-03 -0.4192E+01  0.0000E+00      -1  -0.965E-01   20.00  0.8834E-03  0.1060E+00
  37  -108.0000     -80.561 0.3404   0.6649E+01  0.4968E-03 -0.4199E+01  0.0000E+00      -1  -0.966E-01   20.00  0.8834E-03  0.1060E+00
  38  -111.0000     -79.440 0.3409   0.6762E+01  0.4968E-03 -0.4201E+01  0.0000E+00      -1  -0.967E-01   20.00  0.8834E-03  0.1060E+00
  39  -114.0000     -78.288 0.3415   0.6879E+01  0.4967E-03 -0.4200E+01  0.0000E+00      -1  -0.966E-01   20.00  0.8834E-03  0.1060E+00
  40  -117.0000     -77.103 0.3421   0.7000E+01  0.4967E-03 -0.4195E+01  0.0000E+00      -1  -0.965E-01   20.00  0.8834E-03  0.1060E+00
  41  -120.0000     -75.884 0.3427   0.7124E+01  0.4966E-03 -0.4186E+01  0.0000E+00      -1  -0.963E-01   20.00  0.8834E-03  0.1060E+00
  42  -123.0000     -74.623 0.3433   0.7298E+01  0.4955E-03 -0.4173E+01  0.0000E+00      -1  -0.960E-01   20.00  0.8834E-03  0.1060E+00
  43  -126.0000     -73.313 0.3440   0.7490E+01  0.4942E-03 -0.4159E+01  0.0000E+00      -1  -0.957E-01   20.00  0.8834E-03  0.1060E+00
  44  -129.0000     -71.954 0.3446   0.7690E+01  0.4927E-03 -0.4142E+01  0.0000E+00      -1  -0.953E-01   20.00  0.8834E-03  0.1060E+00
  45  -132.0000     -70.545 0.3453   0.7896E+01  0.4912E-03 -0.4122E+01  0.0000E+00      -1  -0.948E-01   20.00  0.8834E-03  0.1060E+00
  46  -135.0000     -69.086 0.3460   0.8110E+01  0.4897E-03 -0.4101E+01  0.0000E+00      -1  -0.944E-01   20.00  0.8834E-03  0.1060E+00
  47  -138.0000     -67.579 0.3468   0.8332E+01  0.4881E-03 -0.4078E+01  0.0000E+00      -1  -0.938E-01   20.00  0.8834E-03  0.1060E+00
  48  -141.0000     -66.023 0.3475   0.8560E+01  0.4865E-03 -0.4053E+01  0.0000E+00      -1  -0.933E-01   20.00  0.8834E-03  0.1060E+00
  49  -144.0000     -64.420 0.3483   0.8795E+01  0.4848E-03 -0.4028E+01  0.0000E+00      -1  -0.927E-01   20.00  0.8834E-03  0.1060E+00
  50  -147.0000     -62.771 0.3491   0.9037E+01  0.4830E-03 -0.4002E+01  0.0000E+00      -1  -0.921E-01   20.00  0.8834E-03  0.1060E+00
  51  -150.0000     -61.077 0.3500   0.9286E+01  0.4812E-03 -0.3974E+01  0.0000E+00      -1  -0.914E-01   20.00  0.8834E-03  0.1060E+00
  52  -153.0000     -59.337 0.3508   0.9574E+01  0.4787E-03 -0.3946E+01  0.0000E+00      -1  -0.908E-01   20.00  0.8834E-03  0.1060E+00
  53  -156.0000     -57.546 0.3516   0.9933E+01  0.4747E-03 -0.3918E+01  0.0000E+00      -1  -0.901E-01   20.00  0.8834E-03  0.1060E+00
  54  -159.0000     -55.704 0.3525   0.1030E+02  0.4705E-03 -0.3890E+01  0.0000E+00      -1  -0.895E-01   20.00  0.8834E-03  0.1060E+00
  55  -162.0000     -53.812 0.3534   0.1068E+02  0.4663E-03 -0.3863E+01  0.0000E+00      -1  -0.889E-01   20.00  0.8834E-03  0.1060E+00
  56  -165.0000     -51.874 0.3543   0.1107E+02  0.4620E-03 -0.3837E+01  0.0000E+00      -1  -0.883E-01   20.00  0.8834E-03  0.1060E+00
  57  -168.0000     -49.892 0.3552   0.1147E+02  0.4575E-03 -0.3811E+01  0.0000E+00      -1  -0.877E-01   20.00  0.8834E-03  0.1060E+00
  58  -171.0000     -47.868 0.3562   0.1187E+02  0.4530E-03 -0.3784E+01  0.0000E+00      -1  -0.871E-01   20.00  0.8834E-03  0.1060E+00
  59  -174.0000     -45.800 0.3571   0.1240E+02  0.4462E-03 -0.3756E+01  0.0000E+00      -1  -0.864E-01   20.00  0.8834E-03  0.1060E+00
  60  -177.0000     -43.686 0.3580   0.1295E+02  0.4388E-03 -0.3733E+01  0.0000E+00      -1  -0.859E-01   20.00  0.8834E-03  0.1060E+00
  61  -180.0000     -41.530 0.3589   0.1352E+02  0.4312E-03 -0.3711E+01  0.0000E+00      -1  -0.854E-01   20.00  0.8834E-03  0.1060E+00
  62  -183.0000     -39.334 0.3599   0.1409E+02  0.4235E-03 -0.3686E+01  0.0000E+00      -1  -0.848E-01   20.00  0.8834E-03  0.1060E+00
  63  -186.0000     -37.099 0.3609   0.1472E+02  0.4149E-03 -0.3665E+01  0.0000E+00      -1  -0.843E-01   20.00  0.8834E-03  0.1060E+00
  64  -189.0000     -34.826 0.3618   0.1547E+02  0.4039E-03 -0.3646E+01  0.0000E+00      -1  -0.839E-01   20.00  0.8834E-03  0.1060E+00
  65  -192.0000     -32.514 0.3627   0.1623E+02  0.3927E-03 -0.3626E+01  0.0000E+00      -1  -0.834E-01   20.00  0.8834E-03  0.1060E+00
  66  -195.0000     -30.167 0.3636   0.1701E+02  0.3814E-03 -0.3609E+01  0.0000E+00      -1  -0.830E-01   20.00  0.8834E-03  0.1060E+00
  67  -198.0000     -27.785 0.3645   0.1795E+02  0.3671E-03 -0.3592E+01  0.0000E+00      -1  -0.827E-01   20.00  0.8834E-03  0.1060E+00
  68  -201.0000     -25.368 0.3654   0.1893E+02  0.3523E-03 -0.3576E+01  0.0000E+00      -1  -0.823E-01   20.00  0.8834E-03  0.1060E+00
  69  -204.0000     -22.918 0.3662   0.1999E+02  0.3362E-03 -0.3561E+01  0.0000E+00      -1  -0.819E-01   20.00  0.8833E-03  0.1060E+00
