 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  28. 3.2022    Time:   8:57:35
 Units: L = cm   , T = days , M = mg   



                               Node(  1)                                 Node(  8)                                 Node( 14)

         time            h        theta    Flux     Conc              h        theta    Flux     Conc              h        theta    Flux     Conc     
          0.0100      -67.01  0.3471  0.4651E-01  0.8399E-03        -45.96  0.3570 -0.1221E-01  0.8834E-03        -28.05  0.3644 -0.1595E+00  0.8834E-03
          0.0230      -67.15  0.3470  0.4651E-01  0.8398E-03        -46.16  0.3569 -0.7354E-01  0.8833E-03        -28.34  0.3643 -0.2250E+00  0.8833E-03
          0.0399      -67.41  0.3469  0.4650E-01  0.8399E-03        -46.46  0.3568 -0.1118E+00  0.8833E-03        -28.68  0.3642 -0.2494E+00  0.8833E-03
          0.0619      -67.75  0.3467  0.4651E-01  0.8398E-03        -46.81  0.3566 -0.1092E+00  0.8833E-03        -29.02  0.3640 -0.2247E+00  0.8833E-03
          0.0904      -68.16  0.3465  0.4652E-01  0.8399E-03        -47.20  0.3565 -0.9217E-01  0.8833E-03        -29.38  0.3639 -0.1882E+00  0.8833E-03
          0.1276      -68.60  0.3463  0.4650E-01  0.8399E-03        -47.62  0.3563 -0.6728E-01  0.8833E-03        -29.75  0.3638 -0.1447E+00  0.8833E-03
          0.1758      -69.04  0.3461  0.4652E-01  0.8399E-03        -48.03  0.3561 -0.4107E-01  0.8833E-03        -30.12  0.3636 -0.1004E+00  0.8833E-03
          0.2386      -69.46  0.3459  0.4652E-01  0.8399E-03        -48.43  0.3559 -0.1689E-01  0.8833E-03        -30.48  0.3635 -0.5939E-01  0.8833E-03
          0.3232      -70.69  0.3453  0.2365E+00  0.8419E-03        -49.29  0.3555  0.1241E+00  0.8834E-03        -31.17  0.3632  0.6093E-01  0.8833E-03
          0.4360      -72.80  0.3443  0.4904E+00  0.8445E-03        -50.85  0.3548  0.3428E+00  0.8834E-03        -32.44  0.3627  0.2641E+00  0.8833E-03
          0.5770      -74.00  0.3436  0.4718E+00  0.8447E-03        -51.98  0.3542  0.4064E+00  0.8833E-03        -33.44  0.3623  0.3762E+00  0.8833E-03
          0.7885      -72.12  0.3444  0.4651E-01  0.8413E-03        -50.92  0.3546  0.1331E+00  0.8833E-03        -32.70  0.3625  0.1929E+00  0.8833E-03
          1.0000      -71.47  0.3449  0.4651E-01  0.8412E-03        -50.31  0.3550  0.9763E-01  0.8834E-03        -32.16  0.3628  0.1320E+00  0.8834E-03
end
