 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  28. 3.2022    Time:   8:57: 5
 Units: L = cm   , T = days , M = mg   

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

       0.0100  0.88876E-02  0.48949E-01  0.88891E-02  0.48340E-01  0.28417E+00  0.88876E-04  0.48949E-03  0.88891E-04  0.48340E-03  0.28417E-02 -0.21718E+03 -0.17459E+03  0.75371E+02  0.00000E+00  0.00000E+00  0.10139E+03  0.43412E-05  0.93233E-04      1  0.00000E+00      0.000
       0.0200  0.75869E-02  0.48949E-01  0.75900E-02  0.48339E-01  0.16613E+00  0.16474E-03  0.97898E-03  0.16479E-03  0.96679E-03  0.45030E-02 -0.21723E+03 -0.17465E+03  0.75371E+02  0.00000E+00  0.00000E+00  0.10139E+03  0.21689E-04  0.18648E-03      2  0.00000E+00      0.000
       0.0330  0.46095E-02  0.48949E-01  0.46099E-02  0.48338E-01  0.58028E-01  0.22467E-03  0.16153E-02  0.22472E-03  0.15952E-02  0.52574E-02 -0.21729E+03 -0.17474E+03  0.75371E+02  0.00000E+00  0.00000E+00  0.10139E+03  0.82947E-04  0.30767E-03      3  0.00000E+00      0.000
       0.0499 -0.14032E-02  0.48949E-01 -0.14051E-02  0.48337E-01 -0.82898E-02  0.20095E-03  0.24426E-02  0.20097E-03  0.24121E-02  0.51173E-02 -0.21734E+03 -0.17485E+03  0.75371E+02  0.00000E+00  0.00000E+00  0.10139E+03  0.26423E-03  0.46520E-03      4  0.00000E+00      0.000
       0.0719 -0.12731E-01  0.48949E-01 -0.12732E-01  0.48336E-01 -0.62008E-01 -0.78740E-04  0.35180E-02 -0.78746E-04  0.34740E-02  0.37550E-02 -0.21735E+03 -0.17499E+03  0.75371E+02  0.00000E+00  0.00000E+00  0.10139E+03  0.74875E-03  0.67000E-03      5  0.00000E+00      0.000
       0.1004 -0.33045E-01  0.48949E-01 -0.33044E-01  0.48335E-01 -0.10069E+00 -0.10225E-02  0.49160E-02 -0.10225E-02  0.48545E-02  0.87910E-03 -0.21727E+03 -0.17514E+03  0.75371E+02  0.00000E+00  0.00000E+00  0.10138E+03  0.19588E-02  0.93624E-03      6  0.00000E+00      0.000
       0.1376 -0.67863E-01  0.48949E-01 -0.67864E-01  0.48334E-01 -0.12921E+00 -0.35423E-02  0.67335E-02 -0.35423E-02  0.66491E-02 -0.39183E-02 -0.21699E+03 -0.17531E+03  0.75371E+02  0.00000E+00  0.00000E+00  0.10138E+03  0.48246E-02  0.12823E-02      7  0.00000E+00      0.000
       0.1858 -0.12436E+00  0.48949E-01 -0.12436E+00  0.48333E-01 -0.14789E+00 -0.95448E-02  0.90961E-02 -0.95448E-02  0.89821E-02 -0.11057E-01 -0.21631E+03 -0.17544E+03  0.75371E+02  0.00000E+00  0.00000E+00  0.10137E+03  0.11277E-01  0.17323E-02      8  0.00000E+00      0.000
