 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  29. 3.2022    Time:  17:27:20
 Units: L = cm   , T = days , M = mg   



                               Node(  1)                                 Node(  8)                                 Node( 14)

         time            h        theta    Flux     Conc              h        theta    Flux     Conc              h        theta    Flux     Conc     
          0.0100     -232.09  0.2750  0.9445E-01  0.1040E-02       -207.98  0.2837  0.2010E+00  0.9510E-03       -186.93  0.2915  0.2210E+00  0.8833E-03
          0.0230     -231.92  0.2751  0.9446E-01  0.1040E-02       -207.90  0.2837  0.1942E+00  0.9511E-03       -186.94  0.2915  0.2157E+00  0.8833E-03
          0.0399     -231.70  0.2751  0.9446E-01  0.1040E-02       -207.79  0.2838  0.1854E+00  0.9510E-03       -186.95  0.2915  0.2084E+00  0.8833E-03
          0.0619     -231.46  0.2752  0.9446E-01  0.1040E-02       -207.66  0.2838  0.1763E+00  0.9510E-03       -186.96  0.2915  0.2000E+00  0.8833E-03
          0.0904     -231.19  0.2753  0.9445E-01  0.1040E-02       -207.51  0.2839  0.1666E+00  0.9510E-03       -186.96  0.2915  0.1903E+00  0.8833E-03
          0.1276     -230.90  0.2754  0.9445E-01  0.1040E-02       -207.34  0.2839  0.1569E+00  0.9510E-03       -186.94  0.2915  0.1800E+00  0.8833E-03
          0.1758     -230.60  0.2755  0.9445E-01  0.1040E-02       -207.16  0.2840  0.1476E+00  0.9510E-03       -186.90  0.2916  0.1697E+00  0.8833E-03
          0.2386     -230.30  0.2756  0.9446E-01  0.1040E-02       -206.96  0.2841  0.1392E+00  0.9510E-03       -186.83  0.2916  0.1601E+00  0.8833E-03
          0.3232     -236.36  0.2737  0.4803E+00  0.1044E-02       -208.30  0.2836  0.2443E+00  0.9513E-03       -187.25  0.2914  0.1959E+00  0.8834E-03
          0.4360     -250.71  0.2690  0.9959E+00  0.1049E-02       -213.29  0.2819  0.4913E+00  0.9517E-03       -189.33  0.2906  0.3367E+00  0.8834E-03
          0.5770     -260.75  0.2656  0.9581E+00  0.1049E-02       -219.49  0.2795  0.6443E+00  0.9518E-03       -192.75  0.2892  0.4900E+00  0.8834E-03
          0.7885     -246.28  0.2701  0.9446E-01  0.1042E-02       -219.11  0.2796  0.4054E+00  0.9514E-03       -194.34  0.2886  0.4432E+00  0.8833E-03
          1.0000     -241.29  0.2720  0.9446E-01  0.1043E-02       -216.06  0.2807  0.2662E+00  0.9514E-03       -193.47  0.2888  0.3251E+00  0.8834E-03
end
