 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:   3. 3.2022    Time:  23: 2: 3
 Units: L = cm   , T = days , M = mg   



                               Node(  1)                                 Node(  8)                                 Node( 14)

         time            h        theta    Flux     Conc              h        theta    Flux     Conc              h        theta    Flux     Conc     
          0.0100     -194.03  0.2887  0.1414E+00  0.2996E-02       -175.87  0.2962 -0.5427E+00  0.2598E-02       -165.26  0.3006 -0.9247E+00  0.2528E-02
          0.0230     -195.01  0.2883  0.1414E+00  0.2998E-02       -176.61  0.2958 -0.5095E+00  0.2598E-02       -165.71  0.3004 -0.8899E+00  0.2528E-02
          0.0399     -196.41  0.2879  0.1414E+00  0.2999E-02       -177.67  0.2954 -0.4663E+00  0.2597E-02       -166.38  0.3001 -0.8430E+00  0.2528E-02
          0.0619     -197.99  0.2873  0.1414E+00  0.3000E-02       -178.95  0.2949 -0.4222E+00  0.2596E-02       -167.23  0.2998 -0.7900E+00  0.2528E-02
          0.0904     -199.94  0.2866  0.1414E+00  0.3001E-02       -180.54  0.2942 -0.3729E+00  0.2596E-02       -168.34  0.2993 -0.7284E+00  0.2528E-02
          0.1276     -202.21  0.2858  0.1414E+00  0.3001E-02       -182.46  0.2934 -0.3227E+00  0.2595E-02       -169.74  0.2987 -0.6608E+00  0.2528E-02
          0.1758     -204.87  0.2848  0.1414E+00  0.3002E-02       -184.76  0.2924 -0.2710E+00  0.2594E-02       -171.49  0.2980 -0.5880E+00  0.2528E-02
          0.2386     -207.94  0.2837  0.1414E+00  0.3002E-02       -187.47  0.2913 -0.2195E+00  0.2594E-02       -173.63  0.2971 -0.5121E+00  0.2528E-02
          0.3232     -220.10  0.2796  0.7189E+00  0.3047E-02       -193.04  0.2891  0.2368E-01  0.2593E-02       -177.12  0.2957 -0.3554E+00  0.2528E-02
          0.4360     -244.51  0.2707  0.1491E+01  0.3101E-02       -203.69  0.2852  0.4482E+00  0.2598E-02       -183.26  0.2931 -0.7008E-01  0.2528E-02
          0.5770     -264.82  0.2646  0.1434E+01  0.3097E-02       -216.43  0.2806  0.7053E+00  0.2603E-02       -191.65  0.2896  0.2083E+00  0.2528E-02
          0.7885     -248.66  0.2695  0.1414E+00  0.3027E-02       -220.65  0.2792  0.3497E+00  0.2596E-02       -198.37  0.2872  0.1723E+00  0.2527E-02
          1.0000     -247.01  0.2704  0.1414E+00  0.3020E-02       -221.87  0.2786  0.1714E+00  0.2597E-02       -201.67  0.2858  0.8419E-01  0.2528E-02
end
