 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  28. 3.2022    Time:   8:57:11
 Units: L = cm   , T = days , M = mg   

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

       0.0100  0.26916E-01  0.80172E-01  0.26919E-01  0.78119E-01 -0.89911E+00  0.26916E-03  0.80172E-03  0.26919E-03  0.78119E-03 -0.89911E-02 -0.27594E+03 -0.22219E+03  0.53275E+02  0.00000E+00  0.00000E+00  0.98341E+02  0.19733E-04  0.28892E-03      1  0.00000E+00      0.000
       0.0200  0.21004E-01  0.80172E-01  0.21007E-01  0.78123E-01 -0.66644E+00  0.47920E-03  0.16034E-02  0.47926E-03  0.15624E-02 -0.15656E-01 -0.27570E+03 -0.22211E+03  0.53275E+02  0.00000E+00  0.00000E+00  0.98333E+02  0.98585E-04  0.57784E-03      2  0.00000E+00      0.000
       0.0330  0.74705E-02  0.80172E-01  0.74711E-02  0.78128E-01 -0.45091E+00  0.57632E-03  0.26457E-02  0.57638E-03  0.25781E-02 -0.21517E-01 -0.27527E+03 -0.22198E+03  0.53275E+02  0.00000E+00  0.00000E+00  0.98326E+02  0.37703E-03  0.95341E-03      3  0.00000E+00      0.000
       0.0499 -0.19860E-01  0.80172E-01 -0.19861E-01  0.78134E-01 -0.32391E+00  0.24069E-03  0.40006E-02  0.24073E-03  0.38985E-02 -0.26991E-01 -0.27456E+03 -0.22181E+03  0.53275E+02  0.00000E+00  0.00000E+00  0.98320E+02  0.12009E-02  0.14416E-02      4  0.00000E+00      0.000
       0.0719 -0.71349E-01  0.80172E-01 -0.71348E-01  0.78143E-01 -0.21382E+00 -0.13268E-02  0.57619E-02 -0.13268E-02  0.56154E-02 -0.31689E-01 -0.27330E+03 -0.22156E+03  0.53275E+02  0.00000E+00  0.00000E+00  0.98315E+02  0.34031E-02  0.20764E-02      5  0.00000E+00      0.000
       0.1004 -0.16369E+00  0.80172E-01 -0.16369E+00  0.78158E-01 -0.12650E+00 -0.60019E-02  0.80517E-02 -0.60018E-02  0.78476E-02 -0.35302E-01 -0.27103E+03 -0.22118E+03  0.53275E+02  0.00000E+00  0.00000E+00  0.98314E+02  0.89033E-02  0.29015E-02      6  0.00000E+00      0.000
       0.1376 -0.32195E+00  0.80172E-01 -0.32195E+00  0.78183E-01 -0.51011E-01 -0.17956E-01  0.11028E-01 -0.17956E-01  0.10751E-01 -0.37196E-01 -0.26695E+03 -0.22053E+03  0.53275E+02  0.00000E+00  0.00000E+00  0.98321E+02  0.21930E-01  0.39741E-02      7  0.00000E+00      0.000
       0.1858 -0.57874E+00  0.80172E-01 -0.57874E+00  0.78230E-01  0.13321E-01 -0.45891E-01  0.14898E-01 -0.45890E-01  0.14527E-01 -0.36553E-01 -0.25982E+03 -0.21935E+03  0.53275E+02  0.00000E+00  0.00000E+00  0.98346E+02  0.51259E-01  0.53686E-02      8  0.00000E+00      0.000
