 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  29. 3.2022    Time:  17:26: 9
 Units: L = cm   , T = days , M = mg   



                               Node(  1)                                 Node(  8)                                 Node( 14)

         time            h        theta    Flux     Conc              h        theta    Flux     Conc              h        theta    Flux     Conc     
          0.0100     -179.55  0.2947  0.3654E-01  0.9137E-03       -161.72  0.3021 -0.5661E+00  0.9076E-03       -149.90  0.3071 -0.8915E+00  0.8833E-03
          0.0230     -180.40  0.2943  0.3653E-01  0.9139E-03       -162.37  0.3018 -0.5323E+00  0.9075E-03       -150.28  0.3069 -0.8521E+00  0.8833E-03
          0.0399     -181.56  0.2938  0.3653E-01  0.9139E-03       -163.29  0.3014 -0.4902E+00  0.9075E-03       -150.84  0.3067 -0.8012E+00  0.8833E-03
          0.0619     -182.88  0.2932  0.3654E-01  0.9139E-03       -164.37  0.3010 -0.4472E+00  0.9075E-03       -151.54  0.3063 -0.7452E+00  0.8833E-03
          0.0904     -184.45  0.2926  0.3653E-01  0.9139E-03       -165.69  0.3004 -0.4015E+00  0.9075E-03       -152.45  0.3059 -0.6827E+00  0.8833E-03
          0.1276     -186.25  0.2918  0.3653E-01  0.9139E-03       -167.25  0.2998 -0.3557E+00  0.9075E-03       -153.57  0.3055 -0.6165E+00  0.8833E-03
          0.1758     -188.33  0.2910  0.3653E-01  0.9139E-03       -169.08  0.2990 -0.3101E+00  0.9075E-03       -154.96  0.3049 -0.5491E+00  0.8833E-03
          0.2386     -190.69  0.2900  0.3653E-01  0.9139E-03       -171.20  0.2981 -0.2662E+00  0.9075E-03       -156.64  0.3042 -0.4817E+00  0.8833E-03
          0.3232     -195.29  0.2883  0.1858E+00  0.9157E-03       -174.25  0.2968 -0.1710E+00  0.9075E-03       -158.93  0.3032 -0.3913E+00  0.8833E-03
          0.4360     -203.14  0.2855  0.3852E+00  0.9182E-03       -179.49  0.2947 -0.7333E-02  0.9075E-03       -162.68  0.3017 -0.2302E+00  0.8834E-03
          0.5770     -210.64  0.2826  0.3706E+00  0.9183E-03       -186.04  0.2919  0.1109E+00  0.9076E-03       -167.69  0.2996 -0.5686E-01  0.8834E-03
          0.7885     -212.14  0.2819  0.3653E-01  0.9151E-03       -190.79  0.2897  0.3861E-01  0.9076E-03       -172.51  0.2975 -0.1016E-01  0.8833E-03
          1.0000     -214.00  0.2815  0.3653E-01  0.9151E-03       -192.64  0.2891  0.5553E-02  0.9075E-03       -174.86  0.2965 -0.5167E-01  0.8833E-03
end
