 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  28. 3.2022    Time:   8:57: 0
 Units: L = cm   , T = days , M = mg   



                               Node(  1)                                 Node(  8)                                 Node( 14)

         time            h        theta    Flux     Conc              h        theta    Flux     Conc              h        theta    Flux     Conc     
          0.0100     -247.90  0.2697  0.1076E-02  0.9602E-03       -226.02  0.2772  0.8124E-01  0.9100E-03       -205.98  0.2844  0.1554E+00  0.8834E-03
          0.0200     -247.56  0.2698 -0.3865E-01  0.9599E-03       -225.95  0.2772  0.8031E-01  0.9100E-03       -205.95  0.2844  0.1522E+00  0.8833E-03
          0.0330     -246.63  0.2700 -0.1296E+00  0.9592E-03       -225.83  0.2773  0.7496E-01  0.9100E-03       -205.90  0.2844  0.1473E+00  0.8833E-03
          0.0499     -244.45  0.2707 -0.3133E+00  0.9581E-03       -225.58  0.2773  0.5612E-01  0.9100E-03       -205.83  0.2845  0.1401E+00  0.8833E-03
          0.0719     -239.99  0.2721 -0.6593E+00  0.9562E-03       -224.97  0.2776  0.3693E-02  0.9100E-03       -205.70  0.2845  0.1252E+00  0.8833E-03
          0.1004     -231.30  0.2752 -0.1280E+01  0.9530E-03       -223.34  0.2781 -0.1298E+00  0.9101E-03       -205.34  0.2846  0.8741E-01  0.8833E-03
          0.1376     -215.29  0.2809 -0.2343E+01  0.9484E-03       -219.05  0.2796 -0.4535E+00  0.9102E-03       -204.21  0.2850 -0.1655E-01  0.8833E-03
          0.1858     -188.60  0.2906 -0.4069E+01  0.9421E-03       -208.41  0.2834 -0.1189E+01  0.9104E-03       -200.68  0.2863 -0.3012E+00  0.8833E-03
          0.2358     -162.20  0.3019 -0.6108E+01  0.9362E-03       -192.05  0.2894 -0.2313E+01  0.9106E-03       -193.97  0.2887 -0.8218E+00  0.8832E-03
          0.2858     -136.76  0.3132 -0.8183E+01  0.9309E-03       -171.71  0.2977 -0.3924E+01  0.9107E-03       -183.28  0.2929 -0.1672E+01  0.8832E-03
          0.3358     -115.49  0.3231 -0.1009E+02  0.9267E-03       -150.00  0.3071 -0.5774E+01  0.9111E-03       -169.04  0.2990 -0.2897E+01  0.8833E-03
          0.3858      -98.61  0.3314 -0.1166E+02  0.9233E-03       -129.59  0.3165 -0.7678E+01  0.9111E-03       -151.52  0.3063 -0.4370E+01  0.8834E-03
          0.4358      -85.56  0.3378 -0.1275E+02  0.9209E-03       -111.79  0.3250 -0.9337E+01  0.9114E-03       -134.12  0.3144 -0.6054E+01  0.8836E-03
          0.4858      -76.39  0.3424 -0.1325E+02  0.9194E-03        -97.89  0.3318 -0.1056E+02  0.9113E-03       -117.80  0.3221 -0.7553E+01  0.8838E-03
          0.5358      -70.89  0.3451 -0.1311E+02  0.9190E-03        -87.57  0.3369 -0.1117E+02  0.9114E-03       -104.37  0.3286 -0.8702E+01  0.8839E-03
          0.5858      -68.36  0.3464 -0.1235E+02  0.9195E-03        -81.12  0.3401 -0.1111E+02  0.9113E-03        -94.29  0.3335 -0.9277E+01  0.8841E-03
          0.6358      -68.37  0.3463 -0.1103E+02  0.9211E-03        -77.87  0.3417 -0.1045E+02  0.9112E-03        -87.82  0.3368 -0.9260E+01  0.8840E-03
          0.6858      -71.33  0.3449 -0.9292E+01  0.9235E-03        -77.42  0.3419 -0.9352E+01  0.9111E-03        -84.31  0.3385 -0.8761E+01  0.8840E-03
          0.7358      -76.81  0.3422 -0.7303E+01  0.9268E-03        -79.38  0.3410 -0.7957E+01  0.9109E-03        -83.33  0.3390 -0.7903E+01  0.8839E-03
          0.7858      -84.73  0.3383 -0.5206E+01  0.9310E-03        -83.38  0.3390 -0.6411E+01  0.9108E-03        -84.47  0.3384 -0.6835E+01  0.8838E-03
          0.8358      -94.85  0.3334 -0.3255E+01  0.9358E-03        -89.59  0.3360 -0.4863E+01  0.9107E-03        -87.87  0.3368 -0.5648E+01  0.8837E-03
          0.8858     -105.99  0.3279 -0.1642E+01  0.9410E-03        -96.51  0.3325 -0.3485E+01  0.9105E-03        -92.22  0.3346 -0.4483E+01  0.8836E-03
          0.9358     -117.39  0.3222 -0.5245E+00  0.9457E-03       -104.05  0.3288 -0.2429E+01  0.9105E-03        -97.28  0.3321 -0.3507E+01  0.8836E-03
          0.9679     -124.00  0.3190 -0.1218E+00  0.9478E-03       -108.75  0.3264 -0.1916E+01  0.9104E-03       -100.59  0.3304 -0.3000E+01  0.8835E-03
          1.0000     -129.61  0.3164  0.1434E-01  0.9486E-03       -113.18  0.3243 -0.1547E+01  0.9104E-03       -103.93  0.3288 -0.2587E+01  0.8835E-03
end
