 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  29. 3.2022    Time:  17:28: 2
 Units: L = cm   , T = days , M = mg   



                               Node(  1)                                 Node(  8)                                 Node( 14)

         time            h        theta    Flux     Conc              h        theta    Flux     Conc              h        theta    Flux     Conc     
          0.0100     -220.19  0.2793  0.1719E-01  0.1001E-02       -199.58  0.2867 -0.4766E-01  0.9633E-03       -182.34  0.2935 -0.6523E-01  0.8850E-03
          0.0230     -220.33  0.2792  0.1677E-01  0.1001E-02       -199.67  0.2867 -0.4376E-01  0.9633E-03       -182.38  0.2934 -0.6201E-01  0.8850E-03
          0.0399     -220.51  0.2792  0.1572E-01  0.1001E-02       -199.80  0.2866 -0.3881E-01  0.9633E-03       -182.44  0.2934 -0.5749E-01  0.8850E-03
          0.0619     -220.70  0.2791  0.1356E-01  0.1001E-02       -199.96  0.2866 -0.3389E-01  0.9633E-03       -182.53  0.2934 -0.5231E-01  0.8850E-03
          0.0904     -220.91  0.2790  0.9430E-02  0.1001E-02       -200.15  0.2865 -0.2921E-01  0.9633E-03       -182.65  0.2933 -0.4628E-01  0.8850E-03
          0.1276     -221.10  0.2790  0.2068E-02  0.1001E-02       -200.36  0.2864 -0.2568E-01  0.9633E-03       -182.79  0.2933 -0.3987E-01  0.8850E-03
          0.1758     -221.23  0.2789 -0.1025E-01  0.1001E-02       -200.59  0.2863 -0.2448E-01  0.9633E-03       -182.96  0.2932 -0.3369E-01  0.8850E-03
          0.2258     -221.25  0.2789 -0.2515E-01  0.1001E-02       -200.76  0.2863 -0.2621E-01  0.9633E-03       -183.12  0.2931 -0.2924E-01  0.8850E-03
          0.2758     -221.36  0.2789 -0.2607E-01  0.1001E-02       -200.90  0.2862 -0.2694E-01  0.9633E-03       -183.25  0.2931 -0.2598E-01  0.8850E-03
          0.3258     -222.08  0.2786  0.1792E-01  0.1001E-02       -201.25  0.2861 -0.1763E-01  0.9634E-03       -183.48  0.2930 -0.1727E-01  0.8850E-03
          0.3758     -223.26  0.2782  0.5526E-01  0.1002E-02       -202.13  0.2858 -0.2571E-02  0.9634E-03       -184.09  0.2927  0.5572E-02  0.8850E-03
          0.4258     -224.77  0.2776  0.8230E-01  0.1002E-02       -203.35  0.2854  0.1639E-01  0.9634E-03       -184.96  0.2924  0.3606E-01  0.8851E-03
          0.4758     -226.43  0.2770  0.9638E-01  0.1003E-02       -204.80  0.2848  0.3526E-01  0.9634E-03       -186.02  0.2919  0.7047E-01  0.8851E-03
          0.5258     -228.03  0.2765  0.9614E-01  0.1003E-02       -206.28  0.2843  0.5158E-01  0.9634E-03       -187.15  0.2915  0.1035E+00  0.8851E-03
          0.5758     -229.38  0.2760  0.8159E-01  0.1002E-02       -207.63  0.2838  0.6377E-01  0.9634E-03       -188.20  0.2910  0.1295E+00  0.8851E-03
          0.6258     -230.31  0.2756  0.5417E-01  0.1002E-02       -208.68  0.2834  0.6974E-01  0.9634E-03       -189.07  0.2906  0.1472E+00  0.8851E-03
          0.6758     -230.69  0.2755  0.1654E-01  0.1001E-02       -209.30  0.2832  0.6908E-01  0.9634E-03       -189.65  0.2904  0.1525E+00  0.8851E-03
          0.7258     -230.45  0.2756 -0.2759E-01  0.1001E-02       -209.40  0.2832  0.6139E-01  0.9633E-03       -189.86  0.2903  0.1448E+00  0.8850E-03
          0.7758     -230.21  0.2757 -0.2464E-01  0.1001E-02       -209.05  0.2833  0.5664E-01  0.9633E-03       -189.70  0.2904  0.1274E+00  0.8850E-03
          0.8258     -230.04  0.2757 -0.9782E-02  0.1001E-02       -208.73  0.2834  0.5397E-01  0.9633E-03       -189.51  0.2905  0.1136E+00  0.8850E-03
          0.8758     -229.92  0.2758  0.2824E-02  0.1001E-02       -208.47  0.2835  0.5319E-01  0.9633E-03       -189.34  0.2905  0.1036E+00  0.8850E-03
          0.9258     -229.83  0.2758  0.1195E-01  0.1001E-02       -208.28  0.2836  0.5322E-01  0.9633E-03       -189.20  0.2906  0.9656E-01  0.8850E-03
          0.9629     -229.77  0.2758  0.1594E-01  0.1001E-02       -208.16  0.2836  0.5329E-01  0.9633E-03       -189.11  0.2906  0.9250E-01  0.8850E-03
          1.0000     -229.69  0.2759  0.1728E-01  0.1002E-02       -208.06  0.2837  0.5311E-01  0.9633E-03       -189.04  0.2907  0.8940E-01  0.8850E-03
end
