 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  28. 3.2022    Time:   9:26:15
 Units: L = cm   , T = days , M = mg   

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

       0.0100  0.58230E-01  0.88466E-02  0.58231E-01  0.88078E-02 -0.13640E+01  0.58230E-03  0.88466E-04  0.58231E-03  0.88078E-04 -0.13640E-01 -0.14393E+03 -0.12921E+03  0.61450E+02  0.00000E+00  0.00000E+00  0.10398E+03  0.10853E-04  0.59316E-03      1  0.00000E+00      0.000
       0.0200  0.54979E-01  0.88466E-02  0.54984E-01  0.88069E-02 -0.16633E+01  0.11321E-02  0.17693E-03  0.11321E-02  0.17615E-03 -0.30273E-01 -0.14505E+03 -0.13020E+03  0.61450E+02  0.00000E+00  0.00000E+00  0.10396E+03  0.54222E-04  0.11864E-02      2  0.00000E+00      0.000
       0.0330  0.47535E-01  0.88466E-02  0.47538E-01  0.88056E-02 -0.19365E+01  0.17500E-02  0.29194E-03  0.17501E-02  0.29062E-03 -0.55448E-01 -0.14665E+03 -0.13165E+03  0.61450E+02  0.00000E+00  0.00000E+00  0.10394E+03  0.20737E-03  0.19575E-02      3  0.00000E+00      0.000
       0.0499  0.32503E-01  0.88466E-02  0.32500E-01  0.88040E-02 -0.21262E+01  0.22993E-02  0.44144E-03  0.22994E-02  0.43941E-03 -0.91381E-01 -0.14843E+03 -0.13333E+03  0.61450E+02  0.00000E+00  0.00000E+00  0.10390E+03  0.66049E-03  0.29599E-02      4  0.00000E+00      0.000
       0.0719  0.41845E-02  0.88466E-02  0.41873E-02  0.88020E-02 -0.22946E+01  0.23913E-02  0.63580E-03  0.23914E-02  0.63279E-03 -0.14179E+00 -0.15053E+03 -0.13538E+03  0.61450E+02  0.00000E+00  0.00000E+00  0.10385E+03  0.18717E-02  0.42631E-02      5  0.00000E+00      0.000
       0.1004 -0.46602E-01  0.88466E-02 -0.46608E-01  0.87996E-02 -0.24327E+01  0.10603E-02  0.88847E-03  0.10602E-02  0.88411E-03 -0.21127E+00 -0.15283E+03 -0.13775E+03  0.61450E+02  0.00000E+00  0.00000E+00  0.10378E+03  0.48970E-02  0.59572E-02      6  0.00000E+00      0.000
       0.1376 -0.13365E+00  0.88466E-02 -0.13365E+00  0.87969E-02 -0.25395E+01 -0.39019E-02  0.12169E-02 -0.39021E-02  0.12107E-02 -0.30556E+00 -0.15523E+03 -0.14041E+03  0.61450E+02  0.00000E+00  0.00000E+00  0.10369E+03  0.12062E-01  0.81595E-02      7  0.00000E+00      0.000
       0.1858 -0.27488E+00  0.88466E-02 -0.27489E+00  0.87940E-02 -0.26007E+01 -0.17170E-01  0.16439E-02 -0.17170E-01  0.16352E-02 -0.43109E+00 -0.15740E+03 -0.14320E+03  0.61450E+02  0.00000E+00  0.00000E+00  0.10358E+03  0.28193E-01  0.11023E-01      8  0.00000E+00      0.000
