 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  29. 3.2022    Time:  17:26:59
 Units: L = cm   , T = days , M = mg   

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

       0.0100  0.19812E-01  0.38558E-01  0.19816E-01  0.38303E-01 -0.14911E+01  0.19812E-03  0.38558E-03  0.19816E-03  0.38303E-03 -0.14911E-01 -0.17142E+03 -0.14566E+03  0.49038E+02  0.00000E+00  0.00000E+00  0.10154E+03  0.69064E-05  0.20507E-03      1  0.00000E+00      0.000
       0.0200  0.17743E-01  0.38558E-01  0.17738E-01  0.38300E-01 -0.13725E+01  0.37556E-03  0.77116E-03  0.37554E-03  0.76603E-03 -0.28636E-01 -0.17237E+03 -0.14608E+03  0.49038E+02  0.00000E+00  0.00000E+00  0.10152E+03  0.34505E-04  0.41005E-03      2  0.00000E+00      0.000
       0.0330  0.13006E-01  0.38558E-01  0.13006E-01  0.38296E-01 -0.12759E+01  0.54464E-03  0.12724E-02  0.54463E-03  0.12639E-02 -0.45223E-01 -0.17370E+03 -0.14672E+03  0.49038E+02  0.00000E+00  0.00000E+00  0.10151E+03  0.13196E-03  0.67659E-03      3  0.00000E+00      0.000
       0.0499  0.34407E-02  0.38558E-01  0.34417E-02  0.38290E-01 -0.12377E+01  0.60279E-03  0.19241E-02  0.60279E-03  0.19110E-02 -0.66140E-01 -0.17520E+03 -0.14751E+03  0.49038E+02  0.00000E+00  0.00000E+00  0.10149E+03  0.42031E-03  0.10231E-02      4  0.00000E+00      0.000
       0.0719 -0.14580E-01  0.38558E-01 -0.14581E-01  0.38283E-01 -0.12200E+01  0.28246E-03  0.27712E-02  0.28246E-03  0.27521E-02 -0.92942E-01 -0.17696E+03 -0.14851E+03  0.49038E+02  0.00000E+00  0.00000E+00  0.10146E+03  0.11911E-02  0.14736E-02      5  0.00000E+00      0.000
       0.1004 -0.46899E-01  0.38558E-01 -0.46899E-01  0.38275E-01 -0.12248E+01 -0.10570E-02  0.38724E-02 -0.10570E-02  0.38452E-02 -0.12793E+00 -0.17888E+03 -0.14974E+03  0.49038E+02  0.00000E+00  0.00000E+00  0.10142E+03  0.31162E-02  0.20591E-02      6  0.00000E+00      0.000
       0.1376 -0.10229E+00  0.38558E-01 -0.10229E+00  0.38265E-01 -0.12454E+01 -0.48550E-02  0.53041E-02 -0.48551E-02  0.52660E-02 -0.17417E+00 -0.18087E+03 -0.15122E+03  0.49038E+02  0.00000E+00  0.00000E+00  0.10138E+03  0.76755E-02  0.28204E-02      7  0.00000E+00      0.000
       0.1858 -0.19217E+00  0.38558E-01 -0.19217E+00  0.38254E-01 -0.12766E+01 -0.14131E-01  0.71652E-02 -0.14131E-01  0.71124E-02 -0.23578E+00 -0.18266E+03 -0.15292E+03  0.49038E+02  0.00000E+00  0.00000E+00  0.10133E+03  0.17941E-01  0.38100E-02      8  0.00000E+00      0.000
