 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  29. 3.2022    Time:  17:28: 5
 Units: L = cm   , T = days , M = mg   

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

       0.0100  0.23607E-01  0.68731E-01  0.23604E-01  0.68069E-01 -0.56713E+00  0.23607E-03  0.68731E-03  0.23604E-03  0.68069E-03 -0.56713E-02 -0.19635E+03 -0.16216E+03  0.75830E+02  0.00000E+00  0.00000E+00  0.10197E+03  0.59198E-06  0.23663E-03      1  0.00000E+00      0.000
       0.0230  0.23353E-01  0.68731E-01  0.23350E-01  0.68066E-01 -0.49252E+00  0.53966E-03  0.15808E-02  0.53958E-03  0.15655E-02 -0.12074E-01 -0.19701E+03 -0.16235E+03  0.75830E+02  0.00000E+00  0.00000E+00  0.10196E+03  0.46573E-05  0.54424E-03      2  0.00000E+00      0.000
       0.0399  0.22728E-01  0.68731E-01  0.22726E-01  0.68060E-01 -0.43217E+00  0.92376E-03  0.27423E-02  0.92366E-03  0.27158E-02 -0.19378E-01 -0.19790E+03 -0.16264E+03  0.75830E+02  0.00000E+00  0.00000E+00  0.10195E+03  0.20506E-04  0.94417E-03      3  0.00000E+00      0.000
       0.0619  0.21427E-01  0.68731E-01  0.21427E-01  0.68054E-01 -0.40421E+00  0.13945E-02  0.42524E-02  0.13944E-02  0.42109E-02 -0.28258E-01 -0.19891E+03 -0.16299E+03  0.75830E+02  0.00000E+00  0.00000E+00  0.10194E+03  0.69684E-04  0.14641E-02      4  0.00000E+00      0.000
       0.0904  0.18952E-01  0.68731E-01  0.18955E-01  0.68045E-01 -0.38774E+00  0.19358E-02  0.62154E-02  0.19358E-02  0.61543E-02 -0.39333E-01 -0.20007E+03 -0.16346E+03  0.75830E+02  0.00000E+00  0.00000E+00  0.10193E+03  0.20431E-03  0.21401E-02      5  0.00000E+00      0.000
       0.1276  0.14535E-01  0.68731E-01  0.14536E-01  0.68035E-01 -0.38310E+00  0.24755E-02  0.87673E-02  0.24755E-02  0.86804E-02 -0.53557E-01 -0.20137E+03 -0.16404E+03  0.75830E+02  0.00000E+00  0.00000E+00  0.10191E+03  0.54333E-03  0.30188E-02      6  0.00000E+00      0.000
       0.1758  0.71463E-02  0.68731E-01  0.71482E-02  0.68023E-01 -0.38597E+00  0.28204E-02  0.12085E-01  0.28205E-02  0.11964E-01 -0.72187E-01 -0.20278E+03 -0.16476E+03  0.75830E+02  0.00000E+00  0.00000E+00  0.10189E+03  0.13407E-02  0.41612E-02      7  0.00000E+00      0.000
       0.2258 -0.17954E-02  0.68731E-01 -0.17925E-02  0.68012E-01 -0.39150E+00  0.27307E-02  0.15521E-01  0.27309E-02  0.15364E-01 -0.91762E-01 -0.20402E+03 -0.16546E+03  0.75830E+02  0.00000E+00  0.00000E+00  0.10187E+03  0.26136E-02  0.53445E-02      8  0.00000E+00      0.000
