 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  29. 3.2022    Time:  17:26: 5
 Units: L = cm   , T = days , M = mg   


 Time:        0.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp   Conc(1..NS) Sorb(1...NS)
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]      [M/L*3]

   1     0.0000    -148.098 0.3079   0.2384E+01  0.4478E-03 -0.5211E-01  0.0000E+00      -1  -0.120E-02   20.00  0.1035E-02  0.1242E+00
   2    -3.0000    -145.162 0.3093   0.2501E+01  0.4512E-03 -0.1385E+00  0.0000E+00      -1  -0.319E-02   20.00  0.1047E-02  0.1256E+00
   3    -6.0000    -142.426 0.3106   0.2610E+01  0.4544E-03 -0.3081E+00  0.0000E+00      -1  -0.709E-02   20.00  0.1055E-02  0.1267E+00
   4    -9.0000    -139.867 0.3117   0.2712E+01  0.4573E-03 -0.4712E+00  0.6631E-03      -1  -0.108E-01   20.00  0.1056E-02  0.1268E+00
   5   -12.0000    -137.466 0.3128   0.2808E+01  0.4601E-03 -0.6274E+00  0.6633E-03      -1  -0.144E-01   20.00  0.1048E-02  0.1259E+00
   6   -15.0000    -135.206 0.3139   0.2898E+01  0.4627E-03 -0.7763E+00  0.6634E-03      -1  -0.179E-01   20.00  0.1029E-02  0.1236E+00
   7   -18.0000    -133.072 0.3149   0.2983E+01  0.4652E-03 -0.9177E+00  0.6033E-03      -1  -0.211E-01   20.00  0.9947E-03  0.1196E+00
   8   -21.0000    -131.051 0.3158   0.3064E+01  0.4675E-03 -0.1052E+01  0.5280E-03      -1  -0.242E-01   20.00  0.9533E-03  0.1143E+00
   9   -24.0000    -129.132 0.3167   0.3140E+01  0.4697E-03 -0.1179E+01  0.4526E-03      -1  -0.271E-01   20.00  0.9193E-03  0.1101E+00
  10   -27.0000    -127.304 0.3175   0.3213E+01  0.4719E-03 -0.1299E+01  0.3773E-03      -1  -0.299E-01   20.00  0.8986E-03  0.1077E+00
  11   -30.0000    -125.557 0.3184   0.3283E+01  0.4739E-03 -0.1411E+01  0.3019E-03      -1  -0.325E-01   20.00  0.8885E-03  0.1065E+00
  12   -33.0000    -123.882 0.3191   0.3349E+01  0.4758E-03 -0.1515E+01  0.2264E-03      -1  -0.349E-01   20.00  0.8845E-03  0.1061E+00
  13   -36.0000    -122.271 0.3199   0.3414E+01  0.4777E-03 -0.1613E+01  0.1510E-03      -1  -0.371E-01   20.00  0.8835E-03  0.1060E+00
  14   -39.0000    -120.717 0.3206   0.3475E+01  0.4795E-03 -0.1705E+01  0.7550E-04      -1  -0.392E-01   20.00  0.8834E-03  0.1060E+00
  15   -42.0000    -119.208 0.3213   0.3568E+01  0.4807E-03 -0.1793E+01  0.0000E+00      -1  -0.413E-01   20.00  0.8834E-03  0.1060E+00
  16   -45.0000    -117.731 0.3220   0.3665E+01  0.4817E-03 -0.1874E+01  0.0000E+00      -1  -0.431E-01   20.00  0.8834E-03  0.1060E+00
  17   -48.0000    -116.276 0.3228   0.3761E+01  0.4827E-03 -0.1947E+01  0.0000E+00      -1  -0.448E-01   20.00  0.8834E-03  0.1060E+00
  18   -51.0000    -114.837 0.3235   0.3856E+01  0.4838E-03 -0.2015E+01  0.0000E+00      -1  -0.464E-01   20.00  0.8834E-03  0.1060E+00
  19   -54.0000    -113.411 0.3242   0.3951E+01  0.4848E-03 -0.2076E+01  0.0000E+00      -1  -0.478E-01   20.00  0.8834E-03  0.1060E+00
  20   -57.0000    -111.990 0.3249   0.4044E+01  0.4858E-03 -0.2129E+01  0.0000E+00      -1  -0.490E-01   20.00  0.8834E-03  0.1060E+00
  21   -60.0000    -110.570 0.3256   0.4138E+01  0.4868E-03 -0.2178E+01  0.0000E+00      -1  -0.501E-01   20.00  0.8834E-03  0.1060E+00
  22   -63.0000    -109.148 0.3263   0.4232E+01  0.4878E-03 -0.2221E+01  0.0000E+00      -1  -0.511E-01   20.00  0.8834E-03  0.1060E+00
  23   -66.0000    -107.719 0.3270   0.4326E+01  0.4888E-03 -0.2257E+01  0.0000E+00      -1  -0.519E-01   20.00  0.8834E-03  0.1060E+00
  24   -69.0000    -106.278 0.3277   0.4421E+01  0.4898E-03 -0.2288E+01  0.0000E+00      -1  -0.526E-01   20.00  0.8834E-03  0.1060E+00
  25   -72.0000    -104.824 0.3284   0.4517E+01  0.4909E-03 -0.2314E+01  0.0000E+00      -1  -0.532E-01   20.00  0.8834E-03  0.1060E+00
  26   -75.0000    -103.352 0.3291   0.4614E+01  0.4919E-03 -0.2336E+01  0.0000E+00      -1  -0.537E-01   20.00  0.8834E-03  0.1060E+00
  27   -78.0000    -101.861 0.3298   0.4713E+01  0.4930E-03 -0.2352E+01  0.0000E+00      -1  -0.541E-01   20.00  0.8834E-03  0.1060E+00
  28   -81.0000    -100.347 0.3306   0.4812E+01  0.4940E-03 -0.2364E+01  0.0000E+00      -1  -0.544E-01   20.00  0.8834E-03  0.1060E+00
  29   -84.0000     -98.808 0.3313   0.4914E+01  0.4951E-03 -0.2372E+01  0.0000E+00      -1  -0.546E-01   20.00  0.8834E-03  0.1060E+00
  30   -87.0000     -97.243 0.3321   0.5017E+01  0.4963E-03 -0.2376E+01  0.0000E+00      -1  -0.547E-01   20.00  0.8834E-03  0.1060E+00
  31   -90.0000     -95.650 0.3329   0.5122E+01  0.4974E-03 -0.2377E+01  0.0000E+00      -1  -0.547E-01   20.00  0.8834E-03  0.1060E+00
  32   -93.0000     -94.021 0.3337   0.5281E+01  0.4975E-03 -0.2374E+01  0.0000E+00      -1  -0.546E-01   20.00  0.8834E-03  0.1060E+00
  33   -96.0000     -92.347 0.3345   0.5451E+01  0.4974E-03 -0.2369E+01  0.0000E+00      -1  -0.545E-01   20.00  0.8834E-03  0.1060E+00
  34   -99.0000     -90.629 0.3354   0.5626E+01  0.4973E-03 -0.2362E+01  0.0000E+00      -1  -0.543E-01   20.00  0.8834E-03  0.1060E+00
  35  -102.0000     -88.866 0.3362   0.5805E+01  0.4972E-03 -0.2351E+01  0.0000E+00      -1  -0.541E-01   20.00  0.8834E-03  0.1060E+00
  36  -105.0000     -87.059 0.3371   0.5988E+01  0.4971E-03 -0.2338E+01  0.0000E+00      -1  -0.538E-01   20.00  0.8834E-03  0.1060E+00
  37  -108.0000     -85.209 0.3381   0.6176E+01  0.4971E-03 -0.2323E+01  0.0000E+00      -1  -0.534E-01   20.00  0.8834E-03  0.1060E+00
  38  -111.0000     -83.316 0.3390   0.6369E+01  0.4970E-03 -0.2307E+01  0.0000E+00      -1  -0.531E-01   20.00  0.8834E-03  0.1060E+00
  39  -114.0000     -81.383 0.3400   0.6565E+01  0.4969E-03 -0.2291E+01  0.0000E+00      -1  -0.527E-01   20.00  0.8834E-03  0.1060E+00
  40  -117.0000     -79.410 0.3410   0.6765E+01  0.4968E-03 -0.2273E+01  0.0000E+00      -1  -0.523E-01   20.00  0.8834E-03  0.1060E+00
  41  -120.0000     -77.399 0.3420   0.6970E+01  0.4967E-03 -0.2253E+01  0.0000E+00      -1  -0.518E-01   20.00  0.8834E-03  0.1060E+00
  42  -123.0000     -75.349 0.3430   0.7192E+01  0.4963E-03 -0.2233E+01  0.0000E+00      -1  -0.514E-01   20.00  0.8834E-03  0.1060E+00
  43  -126.0000     -73.257 0.3440   0.7498E+01  0.4941E-03 -0.2211E+01  0.0000E+00      -1  -0.509E-01   20.00  0.8834E-03  0.1060E+00
  44  -129.0000     -71.119 0.3451   0.7812E+01  0.4918E-03 -0.2191E+01  0.0000E+00      -1  -0.504E-01   20.00  0.8834E-03  0.1060E+00
  45  -132.0000     -68.940 0.3461   0.8132E+01  0.4895E-03 -0.2171E+01  0.0000E+00      -1  -0.499E-01   20.00  0.8834E-03  0.1060E+00
  46  -135.0000     -66.721 0.3472   0.8458E+01  0.4872E-03 -0.2150E+01  0.0000E+00      -1  -0.495E-01   20.00  0.8834E-03  0.1060E+00
  47  -138.0000     -64.466 0.3483   0.8788E+01  0.4848E-03 -0.2129E+01  0.0000E+00      -1  -0.490E-01   20.00  0.8834E-03  0.1060E+00
  48  -141.0000     -62.175 0.3494   0.9125E+01  0.4824E-03 -0.2106E+01  0.0000E+00      -1  -0.485E-01   20.00  0.8834E-03  0.1060E+00
  49  -144.0000     -59.851 0.3506   0.9471E+01  0.4798E-03 -0.2086E+01  0.0000E+00      -1  -0.480E-01   20.00  0.8834E-03  0.1060E+00
  50  -147.0000     -57.493 0.3517   0.9944E+01  0.4746E-03 -0.2067E+01  0.0000E+00      -1  -0.476E-01   20.00  0.8834E-03  0.1060E+00
  51  -150.0000     -55.099 0.3528   0.1042E+02  0.4692E-03 -0.2047E+01  0.0000E+00      -1  -0.471E-01   20.00  0.8834E-03  0.1060E+00
  52  -153.0000     -52.672 0.3539   0.1091E+02  0.4638E-03 -0.2029E+01  0.0000E+00      -1  -0.467E-01   20.00  0.8834E-03  0.1060E+00
  53  -156.0000     -50.215 0.3551   0.1140E+02  0.4583E-03 -0.2010E+01  0.0000E+00      -1  -0.462E-01   20.00  0.8833E-03  0.1060E+00
  54  -159.0000     -47.730 0.3562   0.1190E+02  0.4527E-03 -0.1993E+01  0.0000E+00      -1  -0.458E-01   20.00  0.8833E-03  0.1060E+00
  55  -162.0000     -45.217 0.3573   0.1255E+02  0.4441E-03 -0.1976E+01  0.0000E+00      -1  -0.455E-01   20.00  0.8833E-03  0.1060E+00
  56  -165.0000     -42.675 0.3584   0.1321E+02  0.4352E-03 -0.1959E+01  0.0000E+00      -1  -0.451E-01   20.00  0.8833E-03  0.1060E+00
  57  -168.0000     -40.107 0.3596   0.1389E+02  0.4262E-03 -0.1944E+01  0.0000E+00      -1  -0.447E-01   20.00  0.8833E-03  0.1060E+00
  58  -171.0000     -37.515 0.3607   0.1458E+02  0.4169E-03 -0.1929E+01  0.0000E+00      -1  -0.444E-01   20.00  0.8833E-03  0.1060E+00
  59  -174.0000     -34.899 0.3617   0.1544E+02  0.4042E-03 -0.1916E+01  0.0000E+00      -1  -0.441E-01   20.00  0.8833E-03  0.1060E+00
  60  -177.0000     -32.260 0.3628   0.1632E+02  0.3915E-03 -0.1905E+01  0.0000E+00      -1  -0.438E-01   20.00  0.8833E-03  0.1060E+00
  61  -180.0000     -29.600 0.3638   0.1721E+02  0.3783E-03 -0.1894E+01  0.0000E+00      -1  -0.436E-01   20.00  0.8833E-03  0.1060E+00
  62  -183.0000     -26.919 0.3648   0.1830E+02  0.3618E-03 -0.1880E+01  0.0000E+00      -1  -0.433E-01   20.00  0.8833E-03  0.1060E+00
  63  -186.0000     -24.217 0.3658   0.1940E+02  0.3452E-03 -0.1871E+01  0.0000E+00      -1  -0.431E-01   20.00  0.8833E-03  0.1060E+00
  64  -189.0000     -21.497 0.3667   0.2068E+02  0.3256E-03 -0.1864E+01  0.0000E+00      -1  -0.429E-01   20.00  0.8833E-03  0.1060E+00
  65  -192.0000     -18.758 0.3676   0.2201E+02  0.3050E-03 -0.1852E+01  0.0000E+00      -1  -0.426E-01   20.00  0.8833E-03  0.1060E+00
  66  -195.0000     -16.001 0.3684   0.2360E+02  0.2807E-03 -0.1845E+01  0.0000E+00      -1  -0.425E-01   20.00  0.8833E-03  0.1060E+00
  67  -198.0000     -13.227 0.3691   0.2535E+02  0.2540E-03 -0.1844E+01  0.0000E+00      -1  -0.424E-01   20.00  0.8833E-03  0.1060E+00
  68  -201.0000     -10.437 0.3698   0.2736E+02  0.2236E-03 -0.1835E+01  0.0000E+00      -1  -0.422E-01   20.00  0.8833E-03  0.1060E+00
  69  -204.0000      -7.629 0.3704   0.2972E+02  0.1885E-03 -0.1828E+01  0.0000E+00      -1  -0.421E-01   20.00  0.8833E-03  0.1060E+00
