 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  29. 3.2022    Time:  17:26:59
 Units: L = cm   , T = days , M = mg   



                               Node(  1)                                 Node(  8)                                 Node( 14)

         time            h        theta    Flux     Conc              h        theta    Flux     Conc              h        theta    Flux     Conc     
          0.0100     -264.47  0.2647  0.2911E-01  0.9696E-03       -240.69  0.2719  0.1716E+00  0.9092E-03       -218.04  0.2801  0.2907E+00  0.8834E-03
          0.0230     -264.25  0.2648  0.2911E-01  0.9697E-03       -240.49  0.2720  0.1691E+00  0.9092E-03       -217.92  0.2801  0.2868E+00  0.8833E-03
          0.0399     -263.94  0.2649  0.2910E-01  0.9697E-03       -240.22  0.2721  0.1662E+00  0.9092E-03       -217.75  0.2802  0.2809E+00  0.8833E-03
          0.0619     -263.55  0.2650  0.2910E-01  0.9697E-03       -239.89  0.2722  0.1624E+00  0.9092E-03       -217.55  0.2802  0.2741E+00  0.8833E-03
          0.0904     -263.06  0.2651  0.2911E-01  0.9697E-03       -239.48  0.2723  0.1577E+00  0.9092E-03       -217.28  0.2803  0.2657E+00  0.8833E-03
          0.1276     -262.47  0.2653  0.2910E-01  0.9697E-03       -238.98  0.2725  0.1519E+00  0.9092E-03       -216.96  0.2804  0.2558E+00  0.8833E-03
          0.1758     -261.75  0.2655  0.2910E-01  0.9697E-03       -238.38  0.2727  0.1452E+00  0.9092E-03       -216.57  0.2806  0.2440E+00  0.8833E-03
          0.2386     -260.91  0.2658  0.2911E-01  0.9697E-03       -237.67  0.2730  0.1379E+00  0.9092E-03       -216.10  0.2808  0.2302E+00  0.8833E-03
          0.3232     -262.38  0.2654  0.1480E+00  0.9709E-03       -237.36  0.2731  0.1595E+00  0.9092E-03       -215.69  0.2809  0.2240E+00  0.8833E-03
          0.4360     -268.08  0.2637  0.3069E+00  0.9725E-03       -240.17  0.2722  0.2244E+00  0.9093E-03       -217.35  0.2804  0.2703E+00  0.8834E-03
          0.5770     -274.75  0.2616  0.2952E+00  0.9725E-03       -246.42  0.2702  0.2706E+00  0.9094E-03       -221.82  0.2788  0.3545E+00  0.8835E-03
          0.7885     -274.06  0.2616  0.2911E-01  0.9704E-03       -250.59  0.2687  0.2024E+00  0.9093E-03       -225.96  0.2771  0.3746E+00  0.8834E-03
          1.0000     -270.53  0.2629  0.2911E-01  0.9705E-03       -246.47  0.2699  0.1773E+00  0.9092E-03       -223.31  0.2779  0.2963E+00  0.8833E-03
end
