 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  28. 3.2022    Time:   8:58:18
 Units: L = cm   , T = days , M = mg   



                               Node(  1)                                 Node(  8)                                 Node( 14)

         time            h        theta    Flux     Conc              h        theta    Flux     Conc              h        theta    Flux     Conc     
          0.0100     -240.33  0.2720  0.3480E-01  0.1078E-02       -217.52  0.2802  0.1360E+00  0.9667E-03       -196.77  0.2877  0.2139E+00  0.8850E-03
          0.0230     -240.21  0.2721  0.3446E-01  0.1078E-02       -217.42  0.2803  0.1342E+00  0.9666E-03       -196.72  0.2877  0.2097E+00  0.8850E-03
          0.0399     -240.04  0.2721  0.3363E-01  0.1078E-02       -217.28  0.2803  0.1313E+00  0.9666E-03       -196.65  0.2878  0.2039E+00  0.8850E-03
          0.0619     -239.82  0.2722  0.3189E-01  0.1078E-02       -217.12  0.2804  0.1276E+00  0.9667E-03       -196.57  0.2878  0.1974E+00  0.8850E-03
          0.0904     -239.53  0.2723  0.2859E-01  0.1078E-02       -216.91  0.2805  0.1224E+00  0.9667E-03       -196.48  0.2878  0.1894E+00  0.8850E-03
          0.1276     -239.14  0.2725  0.2271E-01  0.1078E-02       -216.67  0.2806  0.1153E+00  0.9667E-03       -196.36  0.2879  0.1799E+00  0.8850E-03
          0.1758     -238.61  0.2726  0.1285E-01  0.1078E-02       -216.36  0.2807  0.1054E+00  0.9667E-03       -196.23  0.2879  0.1681E+00  0.8850E-03
          0.2258     -238.04  0.2729  0.9314E-03  0.1078E-02       -216.05  0.2808  0.9448E-01  0.9667E-03       -196.09  0.2880  0.1560E+00  0.8850E-03
          0.2758     -237.84  0.2729  0.1811E-01  0.1078E-02       -215.80  0.2809  0.8844E-01  0.9667E-03       -195.98  0.2880  0.1456E+00  0.8850E-03
          0.3258     -239.11  0.2725  0.1249E+00  0.1079E-02       -216.01  0.2808  0.1020E+00  0.9667E-03       -196.10  0.2880  0.1465E+00  0.8850E-03
          0.3758     -241.32  0.2717  0.2156E+00  0.1081E-02       -217.24  0.2804  0.1259E+00  0.9668E-03       -196.94  0.2877  0.1713E+00  0.8851E-03
          0.4258     -244.23  0.2708  0.2813E+00  0.1081E-02       -219.17  0.2797  0.1568E+00  0.9668E-03       -198.28  0.2872  0.2099E+00  0.8851E-03
          0.4758     -247.43  0.2698  0.3155E+00  0.1082E-02       -221.57  0.2788  0.1880E+00  0.9668E-03       -200.01  0.2866  0.2543E+00  0.8852E-03
          0.5258     -250.47  0.2689  0.3149E+00  0.1082E-02       -224.11  0.2779  0.2150E+00  0.9668E-03       -201.87  0.2859  0.2973E+00  0.8852E-03
          0.5758     -252.87  0.2682  0.2796E+00  0.1082E-02       -226.46  0.2770  0.2340E+00  0.9668E-03       -203.65  0.2852  0.3326E+00  0.8852E-03
          0.6258     -254.24  0.2677  0.2130E+00  0.1081E-02       -228.30  0.2763  0.2408E+00  0.9668E-03       -205.14  0.2847  0.3545E+00  0.8851E-03
          0.6758     -254.32  0.2677  0.1216E+00  0.1080E-02       -229.35  0.2760  0.2330E+00  0.9667E-03       -206.12  0.2843  0.3605E+00  0.8851E-03
          0.7258     -252.99  0.2681  0.1441E-01  0.1079E-02       -229.41  0.2759  0.2100E+00  0.9667E-03       -206.46  0.2842  0.3477E+00  0.8851E-03
          0.7758     -251.88  0.2685  0.1339E-02  0.1079E-02       -228.62  0.2762  0.1903E+00  0.9666E-03       -206.13  0.2843  0.3199E+00  0.8850E-03
          0.8258     -250.99  0.2687  0.1322E-01  0.1079E-02       -227.83  0.2765  0.1747E+00  0.9667E-03       -205.74  0.2845  0.2941E+00  0.8851E-03
          0.8758     -250.25  0.2690  0.2331E-01  0.1079E-02       -227.10  0.2768  0.1633E+00  0.9666E-03       -205.34  0.2846  0.2715E+00  0.8850E-03
          0.9258     -249.61  0.2692  0.3061E-01  0.1079E-02       -226.47  0.2770  0.1543E+00  0.9667E-03       -204.98  0.2848  0.2531E+00  0.8851E-03
          0.9629     -249.15  0.2693  0.3380E-01  0.1079E-02       -226.04  0.2772  0.1484E+00  0.9667E-03       -204.72  0.2849  0.2411E+00  0.8850E-03
          1.0000     -248.72  0.2694  0.3488E-01  0.1079E-02       -225.66  0.2773  0.1431E+00  0.9667E-03       -204.48  0.2849  0.2309E+00  0.8851E-03
end
