 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  29. 3.2022    Time:  17:26:17
 Units: L = cm   , T = days , M = mg   


 Time:        0.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp   Conc(1..NS) Sorb(1...NS)
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]      [M/L*3]

   1     0.0000    -200.788 0.2863   0.1239E+01  0.3806E-03 -0.3769E-02  0.0000E+00      -1  -0.867E-04   20.00  0.8537E-03  0.1024E+00
   2    -3.0000    -197.797 0.2874   0.1273E+01  0.3842E-03 -0.2661E-01  0.0000E+00      -1  -0.612E-03   20.00  0.8658E-03  0.1039E+00
   3    -6.0000    -194.912 0.2884   0.1306E+01  0.3877E-03 -0.7167E-01  0.0000E+00      -1  -0.165E-02   20.00  0.8749E-03  0.1050E+00
   4    -9.0000    -192.125 0.2894   0.1339E+01  0.3911E-03 -0.1162E+00  0.1650E-02      -1  -0.267E-02   20.00  0.8799E-03  0.1056E+00
   5   -12.0000    -189.429 0.2905   0.1395E+01  0.3946E-03 -0.1609E+00  0.1651E-02      -1  -0.370E-02   20.00  0.8824E-03  0.1059E+00
   6   -15.0000    -186.815 0.2916   0.1453E+01  0.3980E-03 -0.2045E+00  0.1652E-02      -1  -0.470E-02   20.00  0.8833E-03  0.1060E+00
   7   -18.0000    -184.272 0.2927   0.1510E+01  0.4013E-03 -0.2459E+00  0.1652E-02      -1  -0.566E-02   20.00  0.8833E-03  0.1060E+00
   8   -21.0000    -181.791 0.2937   0.1565E+01  0.4045E-03 -0.2851E+00  0.1632E-02      -1  -0.656E-02   20.00  0.8833E-03  0.1060E+00
   9   -24.0000    -179.364 0.2947   0.1619E+01  0.4077E-03 -0.3229E+00  0.1523E-02      -1  -0.743E-02   20.00  0.8833E-03  0.1060E+00
  10   -27.0000    -176.987 0.2957   0.1672E+01  0.4108E-03 -0.3591E+00  0.1415E-02      -1  -0.826E-02   20.00  0.8833E-03  0.1060E+00
  11   -30.0000    -174.652 0.2967   0.1724E+01  0.4138E-03 -0.3935E+00  0.1307E-02      -1  -0.905E-02   20.00  0.8833E-03  0.1060E+00
  12   -33.0000    -172.356 0.2976   0.1775E+01  0.4168E-03 -0.4268E+00  0.1199E-02      -1  -0.982E-02   20.00  0.8833E-03  0.1060E+00
  13   -36.0000    -170.094 0.2986   0.1826E+01  0.4197E-03 -0.4587E+00  0.1090E-02      -1  -0.106E-01   20.00  0.8833E-03  0.1060E+00
  14   -39.0000    -167.863 0.2995   0.1876E+01  0.4226E-03 -0.4890E+00  0.9813E-03      -1  -0.113E-01   20.00  0.8833E-03  0.1060E+00
  15   -42.0000    -165.658 0.3004   0.1925E+01  0.4255E-03 -0.5181E+00  0.8726E-03      -1  -0.119E-01   20.00  0.8833E-03  0.1060E+00
  16   -45.0000    -163.478 0.3013   0.1973E+01  0.4284E-03 -0.5463E+00  0.7638E-03      -1  -0.126E-01   20.00  0.8833E-03  0.1060E+00
  17   -48.0000    -161.319 0.3022   0.2021E+01  0.4312E-03 -0.5734E+00  0.6549E-03      -1  -0.132E-01   20.00  0.8833E-03  0.1060E+00
  18   -51.0000    -159.180 0.3031   0.2069E+01  0.4339E-03 -0.5994E+00  0.5459E-03      -1  -0.138E-01   20.00  0.8833E-03  0.1060E+00
  19   -54.0000    -157.057 0.3040   0.2116E+01  0.4367E-03 -0.6247E+00  0.4369E-03      -1  -0.144E-01   20.00  0.8833E-03  0.1060E+00
  20   -57.0000    -154.951 0.3049   0.2163E+01  0.4394E-03 -0.6494E+00  0.3278E-03      -1  -0.149E-01   20.00  0.8833E-03  0.1060E+00
  21   -60.0000    -152.858 0.3058   0.2210E+01  0.4422E-03 -0.6727E+00  0.2186E-03      -1  -0.155E-01   20.00  0.8833E-03  0.1060E+00
  22   -63.0000    -150.773 0.3067   0.2278E+01  0.4447E-03 -0.6970E+00  0.1093E-03      -1  -0.160E-01   20.00  0.8833E-03  0.1060E+00
  23   -66.0000    -148.691 0.3077   0.2361E+01  0.4471E-03 -0.7220E+00  0.0000E+00      -1  -0.166E-01   20.00  0.8833E-03  0.1060E+00
  24   -69.0000    -146.608 0.3086   0.2444E+01  0.4495E-03 -0.7457E+00  0.0000E+00      -1  -0.172E-01   20.00  0.8833E-03  0.1060E+00
  25   -72.0000    -144.522 0.3096   0.2527E+01  0.4519E-03 -0.7686E+00  0.0000E+00      -1  -0.177E-01   20.00  0.8833E-03  0.1060E+00
  26   -75.0000    -142.433 0.3106   0.2610E+01  0.4544E-03 -0.7908E+00  0.0000E+00      -1  -0.182E-01   20.00  0.8833E-03  0.1060E+00
  27   -78.0000    -140.340 0.3115   0.2693E+01  0.4568E-03 -0.8125E+00  0.0000E+00      -1  -0.187E-01   20.00  0.8833E-03  0.1060E+00
  28   -81.0000    -138.243 0.3125   0.2777E+01  0.4592E-03 -0.8336E+00  0.0000E+00      -1  -0.192E-01   20.00  0.8833E-03  0.1060E+00
  29   -84.0000    -136.141 0.3135   0.2861E+01  0.4616E-03 -0.8539E+00  0.0000E+00      -1  -0.196E-01   20.00  0.8833E-03  0.1060E+00
  30   -87.0000    -134.034 0.3144   0.2945E+01  0.4641E-03 -0.8736E+00  0.0000E+00      -1  -0.201E-01   20.00  0.8833E-03  0.1060E+00
  31   -90.0000    -131.921 0.3154   0.3029E+01  0.4665E-03 -0.8925E+00  0.0000E+00      -1  -0.205E-01   20.00  0.8833E-03  0.1060E+00
  32   -93.0000    -129.802 0.3164   0.3113E+01  0.4690E-03 -0.9106E+00  0.0000E+00      -1  -0.210E-01   20.00  0.8833E-03  0.1060E+00
  33   -96.0000    -127.676 0.3174   0.3198E+01  0.4714E-03 -0.9285E+00  0.0000E+00      -1  -0.214E-01   20.00  0.8833E-03  0.1060E+00
  34   -99.0000    -125.544 0.3184   0.3283E+01  0.4739E-03 -0.9460E+00  0.0000E+00      -1  -0.218E-01   20.00  0.8833E-03  0.1060E+00
  35  -102.0000    -123.405 0.3193   0.3368E+01  0.4764E-03 -0.9628E+00  0.0000E+00      -1  -0.222E-01   20.00  0.8833E-03  0.1060E+00
  36  -105.0000    -121.259 0.3203   0.3454E+01  0.4788E-03 -0.9787E+00  0.0000E+00      -1  -0.225E-01   20.00  0.8833E-03  0.1060E+00
  37  -108.0000    -119.101 0.3214   0.3575E+01  0.4807E-03 -0.9946E+00  0.0000E+00      -1  -0.229E-01   20.00  0.8833E-03  0.1060E+00
  38  -111.0000    -116.926 0.3224   0.3719E+01  0.4823E-03 -0.1010E+01  0.0000E+00      -1  -0.232E-01   20.00  0.8833E-03  0.1060E+00
  39  -114.0000    -114.731 0.3235   0.3863E+01  0.4838E-03 -0.1026E+01  0.0000E+00      -1  -0.236E-01   20.00  0.8833E-03  0.1060E+00
  40  -117.0000    -112.519 0.3246   0.4009E+01  0.4854E-03 -0.1041E+01  0.0000E+00      -1  -0.240E-01   20.00  0.8833E-03  0.1060E+00
  41  -120.0000    -110.289 0.3257   0.4156E+01  0.4870E-03 -0.1055E+01  0.0000E+00      -1  -0.243E-01   20.00  0.8833E-03  0.1060E+00
  42  -123.0000    -108.042 0.3268   0.4305E+01  0.4886E-03 -0.1069E+01  0.0000E+00      -1  -0.246E-01   20.00  0.8833E-03  0.1060E+00
  43  -126.0000    -105.779 0.3279   0.4454E+01  0.4902E-03 -0.1082E+01  0.0000E+00      -1  -0.249E-01   20.00  0.8833E-03  0.1060E+00
  44  -129.0000    -103.500 0.3290   0.4604E+01  0.4918E-03 -0.1096E+01  0.0000E+00      -1  -0.252E-01   20.00  0.8833E-03  0.1060E+00
  45  -132.0000    -101.207 0.3301   0.4756E+01  0.4934E-03 -0.1108E+01  0.0000E+00      -1  -0.255E-01   20.00  0.8833E-03  0.1060E+00
  46  -135.0000     -98.898 0.3313   0.4908E+01  0.4951E-03 -0.1119E+01  0.0000E+00      -1  -0.257E-01   20.00  0.8833E-03  0.1060E+00
  47  -138.0000     -96.575 0.3324   0.5061E+01  0.4967E-03 -0.1131E+01  0.0000E+00      -1  -0.260E-01   20.00  0.8833E-03  0.1060E+00
  48  -141.0000     -94.236 0.3336   0.5259E+01  0.4975E-03 -0.1142E+01  0.0000E+00      -1  -0.263E-01   20.00  0.8833E-03  0.1060E+00
  49  -144.0000     -91.876 0.3347   0.5499E+01  0.4974E-03 -0.1154E+01  0.0000E+00      -1  -0.265E-01   20.00  0.8833E-03  0.1060E+00
  50  -147.0000     -89.495 0.3359   0.5741E+01  0.4972E-03 -0.1163E+01  0.0000E+00      -1  -0.268E-01   20.00  0.8833E-03  0.1060E+00
  51  -150.0000     -87.092 0.3371   0.5985E+01  0.4971E-03 -0.1173E+01  0.0000E+00      -1  -0.270E-01   20.00  0.8833E-03  0.1060E+00
  52  -153.0000     -84.671 0.3383   0.6231E+01  0.4970E-03 -0.1183E+01  0.0000E+00      -1  -0.272E-01   20.00  0.8833E-03  0.1060E+00
  53  -156.0000     -82.231 0.3396   0.6479E+01  0.4969E-03 -0.1191E+01  0.0000E+00      -1  -0.274E-01   20.00  0.8833E-03  0.1060E+00
  54  -159.0000     -79.774 0.3408   0.6728E+01  0.4968E-03 -0.1201E+01  0.0000E+00      -1  -0.276E-01   20.00  0.8833E-03  0.1060E+00
  55  -162.0000     -77.302 0.3420   0.6980E+01  0.4967E-03 -0.1209E+01  0.0000E+00      -1  -0.278E-01   20.00  0.8833E-03  0.1060E+00
  56  -165.0000     -74.812 0.3432   0.7270E+01  0.4957E-03 -0.1216E+01  0.0000E+00      -1  -0.280E-01   20.00  0.8833E-03  0.1060E+00
  57  -168.0000     -72.303 0.3445   0.7638E+01  0.4931E-03 -0.1223E+01  0.0000E+00      -1  -0.281E-01   20.00  0.8833E-03  0.1060E+00
  58  -171.0000     -69.773 0.3457   0.8010E+01  0.4904E-03 -0.1230E+01  0.0000E+00      -1  -0.283E-01   20.00  0.8833E-03  0.1060E+00
  59  -174.0000     -67.225 0.3470   0.8384E+01  0.4877E-03 -0.1237E+01  0.0000E+00      -1  -0.285E-01   20.00  0.8833E-03  0.1060E+00
  60  -177.0000     -64.659 0.3482   0.8760E+01  0.4850E-03 -0.1244E+01  0.0000E+00      -1  -0.286E-01   20.00  0.8833E-03  0.1060E+00
  61  -180.0000     -62.077 0.3495   0.9139E+01  0.4823E-03 -0.1249E+01  0.0000E+00      -1  -0.287E-01   20.00  0.8833E-03  0.1060E+00
  62  -183.0000     -59.479 0.3507   0.9545E+01  0.4790E-03 -0.1254E+01  0.0000E+00      -1  -0.288E-01   20.00  0.8833E-03  0.1060E+00
  63  -186.0000     -56.863 0.3520   0.1007E+02  0.4731E-03 -0.1260E+01  0.0000E+00      -1  -0.290E-01   20.00  0.8833E-03  0.1060E+00
  64  -189.0000     -54.230 0.3532   0.1060E+02  0.4672E-03 -0.1264E+01  0.0000E+00      -1  -0.291E-01   20.00  0.8833E-03  0.1060E+00
  65  -192.0000     -51.579 0.3544   0.1113E+02  0.4613E-03 -0.1268E+01  0.0000E+00      -1  -0.292E-01   20.00  0.8833E-03  0.1060E+00
  66  -195.0000     -48.914 0.3557   0.1167E+02  0.4553E-03 -0.1275E+01  0.0000E+00      -1  -0.293E-01   20.00  0.8833E-03  0.1060E+00
  67  -198.0000     -46.234 0.3569   0.1228E+02  0.4477E-03 -0.1277E+01  0.0000E+00      -1  -0.294E-01   20.00  0.8833E-03  0.1060E+00
  68  -201.0000     -43.537 0.3581   0.1299E+02  0.4382E-03 -0.1281E+01  0.0000E+00      -1  -0.295E-01   20.00  0.8833E-03  0.1060E+00
  69  -204.0000     -40.826 0.3593   0.1370E+02  0.4287E-03 -0.1285E+01  0.0000E+00      -1  -0.296E-01   20.00  0.8833E-03  0.1060E+00
