 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  29. 3.2022    Time:  17:28: 5
 Units: L = cm   , T = days , M = mg   



                               Node(  1)                                 Node(  8)                                 Node( 14)

         time            h        theta    Flux     Conc              h        theta    Flux     Conc              h        theta    Flux     Conc     
          0.0100     -241.34  0.2717  0.1313E-01  0.1082E-02       -218.53  0.2799  0.1476E+00  0.9633E-03       -197.44  0.2875  0.2442E+00  0.8850E-03
          0.0200     -241.14  0.2717  0.4914E-02  0.1081E-02       -218.40  0.2799  0.1462E+00  0.9633E-03       -197.36  0.2875  0.2407E+00  0.8850E-03
          0.0330     -240.76  0.2719 -0.1390E-01  0.1081E-02       -218.22  0.2800  0.1426E+00  0.9633E-03       -197.24  0.2876  0.2356E+00  0.8850E-03
          0.0499     -240.11  0.2721 -0.5189E-01  0.1081E-02       -217.97  0.2801  0.1358E+00  0.9633E-03       -197.09  0.2876  0.2293E+00  0.8850E-03
          0.0719     -238.90  0.2725 -0.1235E+00  0.1080E-02       -217.59  0.2802  0.1207E+00  0.9633E-03       -196.89  0.2877  0.2200E+00  0.8850E-03
          0.1004     -236.66  0.2733 -0.2518E+00  0.1079E-02       -216.94  0.2804  0.8792E-01  0.9633E-03       -196.60  0.2878  0.2045E+00  0.8850E-03
          0.1376     -232.57  0.2748 -0.4718E+00  0.1078E-02       -215.71  0.2809  0.1840E-01  0.9633E-03       -196.10  0.2880  0.1740E+00  0.8850E-03
          0.1858     -225.40  0.2773 -0.8287E+00  0.1076E-02       -213.23  0.2818 -0.1223E+00  0.9635E-03       -195.11  0.2883  0.1094E+00  0.8850E-03
          0.2358     -216.46  0.2806 -0.1251E+01  0.1074E-02       -209.59  0.2831 -0.3229E+00  0.9636E-03       -193.60  0.2889  0.8647E-02  0.8850E-03
          0.2858     -206.84  0.2841 -0.1660E+01  0.1071E-02       -204.89  0.2848 -0.5685E+00  0.9637E-03       -191.50  0.2896 -0.1272E+00  0.8850E-03
          0.3358     -197.41  0.2875 -0.2010E+01  0.1069E-02       -199.56  0.2867 -0.8381E+00  0.9638E-03       -188.96  0.2907 -0.2895E+00  0.8850E-03
          0.3858     -188.86  0.2908 -0.2300E+01  0.1068E-02       -194.12  0.2887 -0.1110E+01  0.9640E-03       -186.18  0.2918 -0.4604E+00  0.8851E-03
          0.4358     -182.52  0.2935 -0.2501E+01  0.1066E-02       -189.18  0.2906 -0.1356E+01  0.9641E-03       -183.23  0.2931 -0.6283E+00  0.8851E-03
          0.4858     -177.48  0.2956 -0.2593E+01  0.1065E-02       -184.57  0.2925 -0.1560E+01  0.9641E-03       -180.13  0.2944 -0.7946E+00  0.8851E-03
          0.5358     -173.98  0.2970 -0.2568E+01  0.1065E-02       -180.49  0.2943 -0.1696E+01  0.9642E-03       -176.99  0.2957 -0.9425E+00  0.8852E-03
          0.5858     -171.95  0.2979 -0.2427E+01  0.1065E-02       -177.09  0.2957 -0.1753E+01  0.9642E-03       -173.96  0.2970 -0.1059E+01  0.8852E-03
          0.6358     -171.40  0.2981 -0.2184E+01  0.1066E-02       -174.48  0.2968 -0.1731E+01  0.9641E-03       -171.16  0.2981 -0.1135E+01  0.8852E-03
          0.6858     -172.21  0.2978 -0.1864E+01  0.1068E-02       -172.67  0.2975 -0.1636E+01  0.9640E-03       -168.71  0.2992 -0.1166E+01  0.8852E-03
          0.7358     -174.17  0.2969 -0.1497E+01  0.1069E-02       -171.62  0.2980 -0.1485E+01  0.9639E-03       -166.65  0.3000 -0.1156E+01  0.8852E-03
          0.7858     -177.48  0.2955 -0.1064E+01  0.1071E-02       -171.35  0.2981 -0.1282E+01  0.9638E-03       -165.05  0.3007 -0.1106E+01  0.8852E-03
          0.8358     -181.72  0.2938 -0.6603E+00  0.1073E-02       -172.09  0.2978 -0.1054E+01  0.9637E-03       -164.23  0.3010 -0.1012E+01  0.8852E-03
          0.8858     -186.39  0.2918 -0.3267E+00  0.1075E-02       -173.50  0.2972 -0.8279E+00  0.9636E-03       -164.04  0.3011 -0.8921E+00  0.8851E-03
          0.9358     -190.91  0.2899 -0.9560E-01  0.1077E-02       -175.32  0.2964 -0.6289E+00  0.9636E-03       -164.34  0.3010 -0.7645E+00  0.8851E-03
          0.9679     -193.51  0.2889 -0.1228E-01  0.1077E-02       -176.54  0.2959 -0.5186E+00  0.9635E-03       -164.67  0.3008 -0.6842E+00  0.8851E-03
          1.0000     -195.64  0.2881  0.1587E-01  0.1077E-02       -177.78  0.2954 -0.4314E+00  0.9635E-03       -165.14  0.3006 -0.6098E+00  0.8851E-03
end
