 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  28. 3.2022    Time:   8:58:20
 Units: L = cm   , T = days , M = mg   



                               Node(  1)                                 Node(  8)                                 Node( 14)

         time            h        theta    Flux     Conc              h        theta    Flux     Conc              h        theta    Flux     Conc     
          0.0100     -264.98  0.2646  0.3626E-01  0.1091E-02       -240.88  0.2718  0.1824E+00  0.9666E-03       -218.05  0.2801  0.2973E+00  0.8850E-03
          0.0230     -264.75  0.2646  0.3626E-01  0.1091E-02       -240.69  0.2719  0.1794E+00  0.9666E-03       -217.94  0.2801  0.2932E+00  0.8850E-03
          0.0399     -264.42  0.2647  0.3626E-01  0.1091E-02       -240.42  0.2720  0.1759E+00  0.9666E-03       -217.78  0.2802  0.2872E+00  0.8850E-03
          0.0619     -264.01  0.2649  0.3626E-01  0.1091E-02       -240.08  0.2721  0.1714E+00  0.9666E-03       -217.58  0.2802  0.2802E+00  0.8850E-03
          0.0904     -263.50  0.2650  0.3626E-01  0.1091E-02       -239.67  0.2723  0.1660E+00  0.9666E-03       -217.32  0.2803  0.2714E+00  0.8850E-03
          0.1276     -262.89  0.2652  0.3626E-01  0.1091E-02       -239.16  0.2724  0.1596E+00  0.9666E-03       -217.00  0.2804  0.2611E+00  0.8850E-03
          0.1758     -262.15  0.2654  0.3626E-01  0.1091E-02       -238.54  0.2727  0.1521E+00  0.9666E-03       -216.61  0.2806  0.2488E+00  0.8850E-03
          0.2386     -261.29  0.2657  0.3626E-01  0.1091E-02       -237.83  0.2729  0.1444E+00  0.9666E-03       -216.15  0.2807  0.2346E+00  0.8850E-03
          0.3232     -263.36  0.2651  0.1844E+00  0.1093E-02       -237.64  0.2730  0.1732E+00  0.9667E-03       -215.78  0.2809  0.2305E+00  0.8850E-03
          0.4360     -270.24  0.2631  0.3824E+00  0.1095E-02       -240.71  0.2720  0.2549E+00  0.9668E-03       -217.48  0.2803  0.2821E+00  0.8851E-03
          0.5770     -277.34  0.2608  0.3678E+00  0.1095E-02       -247.05  0.2700  0.3086E+00  0.9668E-03       -221.88  0.2788  0.3688E+00  0.8851E-03
          0.7885     -274.72  0.2613  0.3626E-01  0.1092E-02       -250.62  0.2687  0.2197E+00  0.9667E-03       -225.74  0.2772  0.3800E+00  0.8851E-03
          1.0000     -271.08  0.2628  0.3626E-01  0.1092E-02       -246.64  0.2699  0.1892E+00  0.9666E-03       -223.28  0.2780  0.3031E+00  0.8850E-03
end
