 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  29. 3.2022    Time:  17:26:28
 Units: L = cm   , T = days , M = mg   

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

       0.0100  0.11349E-01  0.52302E-01  0.11350E-01  0.51500E-01  0.15169E+01  0.11349E-03  0.52302E-03  0.11350E-03  0.51500E-03  0.15169E-01 -0.23471E+03 -0.18547E+03  0.88573E+02  0.00000E+00  0.00000E+00  0.10134E+03  0.17759E-05  0.11527E-03      1  0.00000E+00      0.000
       0.0200  0.10817E-01  0.52302E-01  0.10816E-01  0.51502E-01  0.13242E+01  0.22166E-03  0.10460E-02  0.22165E-03  0.10300E-02  0.28411E-01 -0.23455E+03 -0.18539E+03  0.88573E+02  0.00000E+00  0.00000E+00  0.10135E+03  0.88727E-05  0.23052E-03      2  0.00000E+00      0.000
       0.0330  0.95987E-02  0.52302E-01  0.95985E-02  0.51504E-01  0.11409E+01  0.34644E-03  0.17260E-02  0.34643E-03  0.16996E-02  0.43242E-01 -0.23431E+03 -0.18527E+03  0.88573E+02  0.00000E+00  0.00000E+00  0.10137E+03  0.33933E-04  0.38037E-03      3  0.00000E+00      0.000
       0.0499  0.71390E-02  0.52302E-01  0.71383E-02  0.51506E-01  0.10198E+01  0.46709E-03  0.26099E-02  0.46707E-03  0.25700E-02  0.60476E-01 -0.23400E+03 -0.18513E+03  0.88573E+02  0.00000E+00  0.00000E+00  0.10138E+03  0.10808E-03  0.57515E-03      4  0.00000E+00      0.000
       0.0719  0.25050E-02  0.52302E-01  0.25062E-02  0.51509E-01  0.91320E+00  0.52213E-03  0.37590E-02  0.52213E-03  0.37017E-02  0.80539E-01 -0.23359E+03 -0.18493E+03  0.88573E+02  0.00000E+00  0.00000E+00  0.10140E+03  0.30628E-03  0.82841E-03      5  0.00000E+00      0.000
       0.1004 -0.58055E-02  0.52302E-01 -0.58050E-02  0.51513E-01  0.82522E+00  0.35631E-03  0.52528E-02  0.35633E-03  0.51729E-02  0.10411E+00 -0.23304E+03 -0.18468E+03  0.88573E+02  0.00000E+00  0.00000E+00  0.10142E+03  0.80129E-03  0.11576E-02      6  0.00000E+00      0.000
       0.1376 -0.20049E-01  0.52302E-01 -0.20049E-01  0.51518E-01  0.74851E+00 -0.38810E-03  0.71947E-02 -0.38806E-03  0.70858E-02  0.13190E+00 -0.23226E+03 -0.18433E+03  0.88573E+02  0.00000E+00  0.00000E+00  0.10145E+03  0.19736E-02  0.15856E-02      7  0.00000E+00      0.000
       0.1858 -0.43161E-01  0.52302E-01 -0.43162E-01  0.51525E-01  0.68175E+00 -0.24714E-02  0.97192E-02 -0.24714E-02  0.95728E-02  0.16481E+00 -0.23117E+03 -0.18385E+03  0.88573E+02  0.00000E+00  0.00000E+00  0.10148E+03  0.46134E-02  0.21419E-02      8  0.00000E+00      0.000
