 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  28. 3.2022    Time:   8:57:18
 Units: L = cm   , T = days , M = mg   



                               Node(  1)                                 Node(  8)                                 Node( 14)

         time            h        theta    Flux     Conc              h        theta    Flux     Conc              h        theta    Flux     Conc     
          0.0100     -204.49  0.2850  0.1162E+00  0.1066E-02       -183.55  0.2930 -0.1229E+00  0.9112E-03       -167.82  0.2995 -0.3095E+00  0.8834E-03
          0.0200     -204.74  0.2848  0.1044E+00  0.1066E-02       -183.78  0.2929 -0.1198E+00  0.9110E-03       -168.03  0.2994 -0.3076E+00  0.8833E-03
          0.0330     -204.99  0.2848  0.7730E-01  0.1066E-02       -184.13  0.2927 -0.1173E+00  0.9110E-03       -168.36  0.2993 -0.3045E+00  0.8833E-03
          0.0499     -205.04  0.2847  0.2264E-01  0.1066E-02       -184.52  0.2925 -0.1198E+00  0.9110E-03       -168.75  0.2991 -0.3013E+00  0.8833E-03
          0.0719     -204.65  0.2849 -0.8034E-01  0.1064E-02       -184.95  0.2924 -0.1357E+00  0.9114E-03       -169.26  0.2989 -0.3002E+00  0.8833E-03
          0.1004     -203.29  0.2853 -0.2650E+00  0.1063E-02       -185.25  0.2922 -0.1814E+00  0.9124E-03       -169.83  0.2987 -0.3081E+00  0.8833E-03
          0.1376     -200.00  0.2865 -0.5815E+00  0.1061E-02       -185.06  0.2923 -0.2875E+00  0.9146E-03       -170.35  0.2985 -0.3406E+00  0.8833E-03
          0.1858     -193.41  0.2889 -0.1095E+01  0.1058E-02       -183.62  0.2929 -0.5050E+00  0.9183E-03       -170.48  0.2984 -0.4295E+00  0.8833E-03
          0.2358     -185.43  0.2921 -0.1702E+01  0.1055E-02       -180.86  0.2940 -0.8021E+00  0.9224E-03       -169.89  0.2986 -0.5738E+00  0.8833E-03
          0.2858     -177.91  0.2953 -0.2139E+01  0.1053E-02       -177.12  0.2956 -0.1128E+01  0.9260E-03       -168.54  0.2992 -0.7620E+00  0.8833E-03
          0.3358     -172.18  0.2978 -0.2320E+01  0.1053E-02       -173.16  0.2973 -0.1405E+01  0.9285E-03       -166.64  0.3000 -0.9641E+00  0.8833E-03
          0.3858     -167.16  0.2998 -0.2470E+01  0.1052E-02       -169.22  0.2989 -0.1634E+01  0.9302E-03       -164.35  0.3010 -0.1163E+01  0.8833E-03
          0.4358     -162.93  0.3016 -0.2573E+01  0.1051E-02       -165.52  0.3005 -0.1815E+01  0.9316E-03       -161.89  0.3020 -0.1344E+01  0.8833E-03
          0.4858     -159.45  0.3030 -0.2621E+01  0.1051E-02       -162.15  0.3019 -0.1952E+01  0.9325E-03       -159.40  0.3030 -0.1504E+01  0.8833E-03
          0.5358     -156.79  0.3042 -0.2608E+01  0.1051E-02       -159.21  0.3031 -0.2043E+01  0.9333E-03       -157.01  0.3040 -0.1635E+01  0.8833E-03
          0.5858     -154.98  0.3049 -0.2535E+01  0.1051E-02       -156.78  0.3042 -0.2091E+01  0.9337E-03       -154.85  0.3049 -0.1737E+01  0.8833E-03
          0.6358     -154.00  0.3053 -0.2410E+01  0.1051E-02       -154.91  0.3049 -0.2095E+01  0.9340E-03       -153.00  0.3057 -0.1808E+01  0.8834E-03
          0.6858     -153.81  0.3054 -0.2245E+01  0.1051E-02       -153.62  0.3055 -0.2063E+01  0.9341E-03       -151.54  0.3064 -0.1848E+01  0.8833E-03
          0.7358     -154.32  0.3052 -0.2055E+01  0.1052E-02       -152.91  0.3058 -0.2001E+01  0.9340E-03       -150.43  0.3069 -0.1853E+01  0.8834E-03
          0.7858     -158.48  0.3036 -0.1433E+01  0.1054E-02       -153.62  0.3055 -0.1779E+01  0.9331E-03       -149.99  0.3071 -0.1779E+01  0.8834E-03
          0.8358     -164.09  0.3011 -0.8528E+00  0.1056E-02       -155.49  0.3047 -0.1481E+01  0.9315E-03       -150.28  0.3070 -0.1634E+01  0.8834E-03
          0.8858     -170.60  0.2984 -0.3728E+00  0.1058E-02       -158.31  0.3035 -0.1163E+01  0.9296E-03       -151.28  0.3065 -0.1443E+01  0.8834E-03
          0.9358     -177.01  0.2957 -0.4024E-01  0.1060E-02       -161.63  0.3021 -0.8812E+00  0.9276E-03       -152.83  0.3058 -0.1242E+01  0.8834E-03
          0.9679     -180.74  0.2941  0.7964E-01  0.1061E-02       -163.81  0.3012 -0.7278E+00  0.9263E-03       -153.97  0.3053 -0.1119E+01  0.8833E-03
          1.0000     -183.86  0.2928  0.1201E+00  0.1062E-02       -165.96  0.3003 -0.6100E+00  0.9253E-03       -155.24  0.3048 -0.1009E+01  0.8833E-03
end
