 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  27. 3.2022    Time:  16:26:28
 Units: L = cm   , T = days , M = mg   



                               Node(  1)                                 Node(  8)                                 Node( 14)

         time            h        theta    Flux     Conc              h        theta    Flux     Conc              h        theta    Flux     Conc     
          0.0100     -210.31  0.2828  0.2726E-01  0.1029E-02       -188.26  0.2910  0.1144E+00  0.9625E-03       -168.55  0.2992  0.1945E+00  0.8834E-03
          0.0230     -210.22  0.2829  0.2633E-01  0.1029E-02       -188.18  0.2910  0.1130E+00  0.9625E-03       -168.49  0.2992  0.1914E+00  0.8833E-03
          0.0399     -210.08  0.2829  0.2403E-01  0.1029E-02       -188.07  0.2911  0.1108E+00  0.9625E-03       -168.42  0.2993  0.1870E+00  0.8834E-03
          0.0619     -209.89  0.2830  0.1927E-01  0.1029E-02       -187.94  0.2911  0.1074E+00  0.9625E-03       -168.33  0.2993  0.1820E+00  0.8833E-03
          0.0904     -209.60  0.2831  0.1019E-01  0.1029E-02       -187.76  0.2912  0.1020E+00  0.9625E-03       -168.22  0.2994  0.1756E+00  0.8833E-03
          0.1276     -209.16  0.2833 -0.6008E-02  0.1028E-02       -187.51  0.2913  0.9293E-01  0.9625E-03       -168.08  0.2994  0.1672E+00  0.8833E-03
          0.1758     -208.47  0.2835 -0.3310E-01  0.1028E-02       -187.16  0.2914  0.7751E-01  0.9625E-03       -167.88  0.2995  0.1552E+00  0.8833E-03
          0.2258     -207.63  0.2838 -0.6589E-01  0.1028E-02       -186.74  0.2916  0.5799E-01  0.9625E-03       -167.64  0.2996  0.1411E+00  0.8833E-03
          0.2758     -206.95  0.2841 -0.7691E-01  0.1028E-02       -186.32  0.2918  0.4123E-01  0.9625E-03       -167.40  0.2997  0.1269E+00  0.8833E-03
          0.3258     -207.22  0.2840 -0.1608E-01  0.1028E-02       -186.25  0.2918  0.4378E-01  0.9625E-03       -167.33  0.2997  0.1244E+00  0.8834E-03
          0.3758     -208.30  0.2836  0.3556E-01  0.1029E-02       -187.05  0.2915  0.5863E-01  0.9626E-03       -167.91  0.2995  0.1495E+00  0.8834E-03
          0.4258     -209.95  0.2830  0.7295E-01  0.1030E-02       -188.42  0.2909  0.8163E-01  0.9626E-03       -168.91  0.2991  0.1897E+00  0.8835E-03
          0.4758     -211.94  0.2823  0.9243E-01  0.1030E-02       -190.21  0.2902  0.1086E+00  0.9627E-03       -170.23  0.2985  0.2381E+00  0.8835E-03
          0.5258     -213.91  0.2815  0.9210E-01  0.1030E-02       -192.08  0.2894  0.1315E+00  0.9627E-03       -171.64  0.2979  0.2845E+00  0.8835E-03
          0.5758     -215.59  0.2809  0.7198E-01  0.1030E-02       -193.79  0.2888  0.1473E+00  0.9626E-03       -172.96  0.2974  0.3222E+00  0.8835E-03
          0.6258     -216.67  0.2805  0.3405E-01  0.1029E-02       -195.02  0.2883  0.1532E+00  0.9626E-03       -173.98  0.2969  0.3440E+00  0.8835E-03
          0.6758     -216.97  0.2804 -0.1798E-01  0.1029E-02       -195.61  0.2881  0.1472E+00  0.9626E-03       -174.55  0.2967  0.3472E+00  0.8835E-03
          0.7258     -216.34  0.2806 -0.7902E-01  0.1028E-02       -195.37  0.2882  0.1309E+00  0.9625E-03       -174.55  0.2967  0.3287E+00  0.8834E-03
          0.7758     -215.68  0.2809 -0.6475E-01  0.1028E-02       -194.46  0.2885  0.1202E+00  0.9625E-03       -173.96  0.2969  0.2944E+00  0.8834E-03
          0.8258     -215.16  0.2811 -0.3208E-01  0.1028E-02       -193.65  0.2889  0.1154E+00  0.9625E-03       -173.38  0.2972  0.2666E+00  0.8834E-03
          0.8758     -214.75  0.2812 -0.4343E-02  0.1029E-02       -192.97  0.2891  0.1160E+00  0.9625E-03       -172.85  0.2974  0.2454E+00  0.8834E-03
          0.9258     -214.41  0.2814  0.1574E-01  0.1029E-02       -192.42  0.2893  0.1178E+00  0.9625E-03       -172.39  0.2976  0.2305E+00  0.8834E-03
          0.9629     -214.15  0.2815  0.2450E-01  0.1029E-02       -192.06  0.2894  0.1190E+00  0.9625E-03       -172.09  0.2977  0.2217E+00  0.8834E-03
          1.0000     -213.88  0.2816  0.2747E-01  0.1029E-02       -191.74  0.2895  0.1191E+00  0.9625E-03       -171.82  0.2979  0.2150E+00  0.8834E-03
end
