 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  28. 3.2022    Time:   8:57:39
 Units: L = cm   , T = days , M = mg   

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

       0.0100  0.42838E-01  0.19198E-01  0.42836E-01  0.19151E-01 -0.52060E+01  0.42838E-03  0.19198E-03  0.42836E-03  0.19151E-03 -0.52060E-01 -0.12510E+03 -0.10442E+03  0.82615E+02  0.00000E+00  0.00000E+00  0.10641E+03  0.15589E-04  0.44395E-03      1  0.00000E+00      0.000
       0.0200  0.38168E-01  0.19198E-01  0.38173E-01  0.19149E-01 -0.51258E+01  0.81006E-03  0.38396E-03  0.81008E-03  0.38300E-03 -0.10332E+00 -0.12631E+03 -0.10543E+03  0.82615E+02  0.00000E+00  0.00000E+00  0.10636E+03  0.77883E-04  0.88797E-03      2  0.00000E+00      0.000
       0.0330  0.27476E-01  0.19198E-01  0.27474E-01  0.19147E-01 -0.50375E+01  0.11672E-02  0.63354E-03  0.11673E-02  0.63192E-03 -0.16881E+00 -0.12805E+03 -0.10692E+03  0.82615E+02  0.00000E+00  0.00000E+00  0.10629E+03  0.29786E-03  0.14651E-02      3  0.00000E+00      0.000
       0.0499  0.58850E-02  0.19198E-01  0.58814E-02  0.19145E-01 -0.49493E+01  0.12667E-02  0.95799E-03  0.12666E-02  0.95546E-03 -0.25245E+00 -0.12998E+03 -0.10866E+03  0.82615E+02  0.00000E+00  0.00000E+00  0.10621E+03  0.94871E-03  0.22154E-02      4  0.00000E+00      0.000
       0.0719 -0.34791E-01  0.19198E-01 -0.34790E-01  0.19142E-01 -0.48349E+01  0.50235E-03  0.13798E-02  0.50231E-03  0.13760E-02 -0.35867E+00 -0.13225E+03 -0.11080E+03  0.82615E+02  0.00000E+00  0.00000E+00  0.10610E+03  0.26885E-02  0.31908E-02      5  0.00000E+00      0.000
       0.1004 -0.10774E+00  0.19198E-01 -0.10773E+00  0.19138E-01 -0.46834E+01 -0.25748E-02  0.19281E-02 -0.25747E-02  0.19226E-02 -0.49244E+00 -0.13470E+03 -0.11330E+03  0.82615E+02  0.00000E+00  0.00000E+00  0.10597E+03  0.70335E-02  0.44588E-02      6  0.00000E+00      0.000
       0.1376 -0.23277E+00  0.19198E-01 -0.23276E+00  0.19133E-01 -0.44834E+01 -0.11217E-01  0.26409E-02 -0.11217E-01  0.26330E-02 -0.65890E+00 -0.13717E+03 -0.11612E+03  0.82615E+02  0.00000E+00  0.00000E+00  0.10581E+03  0.17324E-01  0.61072E-02      7  0.00000E+00      0.000
       0.1858 -0.43563E+00  0.19198E-01 -0.43563E+00  0.19128E-01 -0.42245E+01 -0.32244E-01  0.35676E-02 -0.32244E-01  0.35563E-02 -0.86281E+00 -0.13930E+03 -0.11911E+03  0.82615E+02  0.00000E+00  0.00000E+00  0.10563E+03  0.40494E-01  0.82502E-02      8  0.00000E+00      0.000
