 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  28. 3.2022    Time:   8:57:22
 Units: L = cm   , T = days , M = mg   



                               Node(  1)                                 Node(  8)                                 Node( 14)

         time            h        theta    Flux     Conc              h        theta    Flux     Conc              h        theta    Flux     Conc     
          0.0100     -190.26  0.2902  0.2810E-01  0.8380E-03       -168.70  0.2992  0.6145E-01  0.8833E-03       -150.06  0.3070  0.8272E-01  0.8833E-03
          0.0230     -190.22  0.2902  0.2750E-01  0.8380E-03       -168.67  0.2992  0.6007E-01  0.8833E-03       -150.05  0.3070  0.8132E-01  0.8833E-03
          0.0399     -190.16  0.2902  0.2604E-01  0.8380E-03       -168.63  0.2992  0.5826E-01  0.8833E-03       -150.02  0.3070  0.8056E-01  0.8833E-03
          0.0619     -190.08  0.2902  0.2301E-01  0.8379E-03       -168.58  0.2992  0.5688E-01  0.8833E-03       -149.97  0.3071  0.8303E-01  0.8833E-03
          0.0904     -189.95  0.2903  0.1724E-01  0.8379E-03       -168.48  0.2992  0.5673E-01  0.8833E-03       -149.84  0.3071  0.9194E-01  0.8833E-03
          0.1276     -189.71  0.2904  0.6928E-02  0.8377E-03       -168.30  0.2993  0.5911E-01  0.8833E-03       -149.59  0.3072  0.1097E+00  0.8833E-03
          0.1758     -189.27  0.2906 -0.1032E-01  0.8376E-03       -167.95  0.2995  0.6373E-01  0.8833E-03       -149.11  0.3075  0.1348E+00  0.8833E-03
          0.2258     -188.66  0.2908 -0.3118E-01  0.8375E-03       -167.45  0.2997  0.6731E-01  0.8833E-03       -148.52  0.3077  0.1576E+00  0.8833E-03
          0.2758     -188.14  0.2910 -0.2904E-01  0.8375E-03       -166.90  0.2999  0.7433E-01  0.8833E-03       -147.86  0.3080  0.1764E+00  0.8833E-03
          0.3258     -188.27  0.2910  0.4627E-01  0.8382E-03       -166.48  0.3001  0.1006E+00  0.8833E-03       -147.25  0.3083  0.1983E+00  0.8833E-03
          0.3758     -188.66  0.2908  0.1102E+00  0.8390E-03       -166.32  0.3002  0.1342E+00  0.8834E-03       -146.83  0.3085  0.2275E+00  0.8834E-03
          0.4258     -189.18  0.2906  0.1565E+00  0.8396E-03       -166.34  0.3002  0.1703E+00  0.8834E-03       -146.56  0.3087  0.2600E+00  0.8834E-03
          0.4758     -189.65  0.2904  0.1806E+00  0.8400E-03       -166.45  0.3001  0.2013E+00  0.8834E-03       -146.40  0.3087  0.2916E+00  0.8834E-03
          0.5258     -189.92  0.2903  0.1802E+00  0.8401E-03       -166.56  0.3001  0.2232E+00  0.8834E-03       -146.30  0.3088  0.3178E+00  0.8834E-03
          0.5758     -189.85  0.2903  0.1553E+00  0.8399E-03       -166.56  0.3000  0.2326E+00  0.8834E-03       -146.18  0.3088  0.3351E+00  0.8834E-03
          0.6258     -189.38  0.2905  0.1083E+00  0.8394E-03       -166.38  0.3001  0.2280E+00  0.8834E-03       -146.00  0.3089  0.3404E+00  0.8834E-03
          0.6758     -188.46  0.2909  0.4391E-01  0.8387E-03       -165.95  0.3003  0.2090E+00  0.8834E-03       -145.68  0.3090  0.3322E+00  0.8834E-03
          0.7258     -187.11  0.2915 -0.3165E-01  0.8379E-03       -165.23  0.3006  0.1765E+00  0.8834E-03       -145.20  0.3093  0.3100E+00  0.8833E-03
          0.7758     -186.11  0.2919 -0.3046E-01  0.8378E-03       -164.39  0.3010  0.1539E+00  0.8833E-03       -144.59  0.3095  0.2830E+00  0.8833E-03
          0.8258     -185.35  0.2922 -0.9663E-02  0.8380E-03       -163.62  0.3013  0.1403E+00  0.8833E-03       -143.99  0.3098  0.2594E+00  0.8833E-03
          0.8758     -184.73  0.2925  0.7987E-02  0.8381E-03       -162.93  0.3016  0.1338E+00  0.8833E-03       -143.43  0.3101  0.2411E+00  0.8833E-03
          0.9258     -184.19  0.2927  0.2077E-01  0.8383E-03       -162.34  0.3018  0.1304E+00  0.8833E-03       -142.91  0.3103  0.2270E+00  0.8833E-03
          0.9629     -183.80  0.2929  0.2634E-01  0.8384E-03       -161.93  0.3020  0.1283E+00  0.8833E-03       -142.56  0.3105  0.2182E+00  0.8833E-03
          1.0000     -183.43  0.2930  0.2823E-01  0.8384E-03       -161.55  0.3021  0.1260E+00  0.8833E-03       -142.22  0.3106  0.2108E+00  0.8833E-03
end
