 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  29. 3.2022    Time:  17:26: 6
 Units: L = cm   , T = days , M = mg   



                               Node(  1)                                 Node(  8)                                 Node( 14)

         time            h        theta    Flux     Conc              h        theta    Flux     Conc              h        theta    Flux     Conc     
          0.0100     -214.39  0.2814  0.2426E-01  0.8661E-03       -193.61  0.2889 -0.4275E-01  0.8833E-03       -176.25  0.2960 -0.5818E-01  0.8834E-03
          0.0200     -214.29  0.2814 -0.1381E-01  0.8659E-03       -193.66  0.2888 -0.3938E-01  0.8833E-03       -176.26  0.2960 -0.5438E-01  0.8833E-03
          0.0330     -213.82  0.2816 -0.1010E+00  0.8653E-03       -193.71  0.2888 -0.4053E-01  0.8833E-03       -176.27  0.2960 -0.4952E-01  0.8833E-03
          0.0499     -212.45  0.2820 -0.2770E+00  0.8642E-03       -193.65  0.2888 -0.5866E-01  0.8833E-03       -176.26  0.2960 -0.4705E-01  0.8833E-03
          0.0719     -209.22  0.2832 -0.6086E+00  0.8623E-03       -193.24  0.2890 -0.1197E+00  0.8833E-03       -176.20  0.2960 -0.5455E-01  0.8833E-03
          0.1004     -202.39  0.2856 -0.1203E+01  0.8598E-03       -191.87  0.2895 -0.2791E+00  0.8833E-03       -175.88  0.2962 -0.9434E-01  0.8833E-03
          0.1376     -189.38  0.2904 -0.2222E+01  0.8567E-03       -188.19  0.2909 -0.6470E+00  0.8832E-03       -174.78  0.2966 -0.2193E+00  0.8833E-03
          0.1858     -170.00  0.2985 -0.3876E+01  0.8532E-03       -179.73  0.2944 -0.1393E+01  0.8832E-03       -171.51  0.2979 -0.5470E+00  0.8833E-03
          0.2358     -147.43  0.3083 -0.5830E+01  0.8500E-03       -166.65  0.3000 -0.2576E+01  0.8831E-03       -165.41  0.3005 -0.1142E+01  0.8832E-03
          0.2858     -126.27  0.3181 -0.7783E+01  0.8473E-03       -149.27  0.3072 -0.4050E+01  0.8832E-03       -155.57  0.3045 -0.2048E+01  0.8832E-03
          0.3358     -108.17  0.3269 -0.9530E+01  0.8452E-03       -132.06  0.3153 -0.5849E+01  0.8832E-03       -143.21  0.3101 -0.3327E+01  0.8832E-03
          0.3858      -93.21  0.3343 -0.1097E+02  0.8434E-03       -114.82  0.3235 -0.7568E+01  0.8833E-03       -128.88  0.3167 -0.4822E+01  0.8833E-03
          0.4358      -81.40  0.3399 -0.1197E+02  0.8422E-03       -100.14  0.3307 -0.9103E+01  0.8833E-03       -114.11  0.3238 -0.6384E+01  0.8833E-03
          0.4858      -72.94  0.3441 -0.1243E+02  0.8415E-03        -88.09  0.3366 -0.1018E+02  0.8833E-03       -100.92  0.3303 -0.7811E+01  0.8835E-03
          0.5358      -67.64  0.3467 -0.1230E+02  0.8413E-03        -79.38  0.3410 -0.1070E+02  0.8834E-03        -89.75  0.3358 -0.8811E+01  0.8834E-03
          0.5858      -65.21  0.3479 -0.1160E+02  0.8416E-03        -73.65  0.3438 -0.1064E+02  0.8833E-03        -81.71  0.3398 -0.9303E+01  0.8835E-03
          0.6358      -65.48  0.3477 -0.1040E+02  0.8425E-03        -70.92  0.3451 -0.1004E+02  0.8834E-03        -76.48  0.3424 -0.9229E+01  0.8834E-03
          0.6858      -68.26  0.3464 -0.8801E+01  0.8439E-03        -70.82  0.3452 -0.8989E+01  0.8833E-03        -73.89  0.3437 -0.8686E+01  0.8835E-03
          0.7358      -73.26  0.3440 -0.6975E+01  0.8457E-03        -72.97  0.3441 -0.7653E+01  0.8834E-03        -73.75  0.3438 -0.7790E+01  0.8834E-03
          0.7858      -81.13  0.3403 -0.4965E+01  0.8481E-03        -77.49  0.3420 -0.6154E+01  0.8833E-03        -75.94  0.3428 -0.6691E+01  0.8834E-03
          0.8358      -90.56  0.3355 -0.3096E+01  0.8507E-03        -83.31  0.3391 -0.4690E+01  0.8834E-03        -79.34  0.3411 -0.5522E+01  0.8834E-03
          0.8858     -101.21  0.3302 -0.1550E+01  0.8535E-03        -90.31  0.3356 -0.3360E+01  0.8833E-03        -84.02  0.3387 -0.4394E+01  0.8834E-03
          0.9358     -111.93  0.3249 -0.4795E+00  0.8563E-03        -97.53  0.3320 -0.2314E+01  0.8833E-03        -89.22  0.3361 -0.3428E+01  0.8833E-03
          0.9679     -118.20  0.3218 -0.9346E-01  0.8577E-03       -102.08  0.3297 -0.1822E+01  0.8833E-03        -92.59  0.3344 -0.2913E+01  0.8834E-03
          1.0000     -123.43  0.3193  0.3697E-01  0.8585E-03       -106.31  0.3276 -0.1482E+01  0.8833E-03        -95.89  0.3327 -0.2511E+01  0.8833E-03
end
