 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  28. 3.2022    Time:   8:58: 2
 Units: L = cm   , T = days , M = mg   



                               Node(  1)                                 Node(  8)                                 Node( 14)

         time            h        theta    Flux     Conc              h        theta    Flux     Conc              h        theta    Flux     Conc     
          0.0100     -195.93  0.2880  0.5536E-02  0.1027E-02       -177.16  0.2956 -0.3109E+00  0.9626E-03       -163.04  0.3015 -0.4589E+00  0.8833E-03
          0.0200     -196.24  0.2879 -0.6881E-02  0.1027E-02       -177.42  0.2955 -0.2978E+00  0.9626E-03       -163.17  0.3015 -0.4456E+00  0.8834E-03
          0.0330     -196.58  0.2878 -0.3530E-01  0.1027E-02       -177.79  0.2954 -0.2819E+00  0.9626E-03       -163.37  0.3014 -0.4267E+00  0.8834E-03
          0.0499     -196.73  0.2877 -0.9269E-01  0.1026E-02       -178.19  0.2952 -0.2713E+00  0.9626E-03       -163.62  0.3013 -0.4064E+00  0.8834E-03
          0.0719     -196.45  0.2878 -0.2008E+00  0.1026E-02       -178.61  0.2950 -0.2732E+00  0.9626E-03       -163.92  0.3011 -0.3863E+00  0.8834E-03
          0.1004     -195.18  0.2883 -0.3947E+00  0.1025E-02       -178.84  0.2949 -0.3064E+00  0.9627E-03       -164.24  0.3010 -0.3757E+00  0.8833E-03
          0.1376     -192.04  0.2894 -0.7271E+00  0.1024E-02       -178.52  0.2950 -0.4031E+00  0.9628E-03       -164.43  0.3009 -0.3920E+00  0.8833E-03
          0.1858     -185.90  0.2919 -0.1266E+01  0.1022E-02       -176.85  0.2957 -0.6172E+00  0.9631E-03       -164.11  0.3011 -0.4712E+00  0.8833E-03
          0.2358     -177.73  0.2953 -0.1904E+01  0.1021E-02       -173.67  0.2970 -0.9348E+00  0.9634E-03       -163.00  0.3015 -0.6203E+00  0.8833E-03
          0.2858     -168.60  0.2992 -0.2544E+01  0.1019E-02       -169.10  0.2989 -0.1332E+01  0.9637E-03       -160.98  0.3023 -0.8396E+00  0.8834E-03
          0.3358     -159.38  0.3030 -0.3121E+01  0.1018E-02       -163.57  0.3013 -0.1772E+01  0.9641E-03       -158.16  0.3035 -0.1114E+01  0.8834E-03
          0.3858     -150.78  0.3067 -0.3599E+01  0.1017E-02       -157.67  0.3037 -0.2211E+01  0.9644E-03       -154.79  0.3049 -0.1421E+01  0.8835E-03
          0.4358     -144.09  0.3099 -0.3930E+01  0.1016E-02       -151.89  0.3062 -0.2595E+01  0.9646E-03       -151.13  0.3065 -0.1739E+01  0.8836E-03
          0.4858     -139.15  0.3122 -0.4081E+01  0.1016E-02       -146.97  0.3085 -0.2936E+01  0.9647E-03       -147.40  0.3082 -0.2035E+01  0.8836E-03
          0.5358     -135.86  0.3137 -0.4039E+01  0.1016E-02       -142.80  0.3104 -0.3133E+01  0.9648E-03       -143.72  0.3100 -0.2284E+01  0.8837E-03
          0.5858     -134.33  0.3144 -0.3807E+01  0.1016E-02       -139.70  0.3119 -0.3176E+01  0.9648E-03       -140.44  0.3115 -0.2446E+01  0.8837E-03
          0.6358     -134.50  0.3143 -0.3408E+01  0.1017E-02       -137.72  0.3128 -0.3075E+01  0.9647E-03       -137.76  0.3127 -0.2511E+01  0.8838E-03
          0.6858     -136.29  0.3135 -0.2880E+01  0.1018E-02       -136.89  0.3132 -0.2850E+01  0.9646E-03       -135.79  0.3136 -0.2480E+01  0.8837E-03
          0.7358     -139.52  0.3120 -0.2277E+01  0.1019E-02       -137.13  0.3130 -0.2532E+01  0.9644E-03       -134.59  0.3142 -0.2366E+01  0.8837E-03
          0.7858     -144.10  0.3098 -0.1622E+01  0.1020E-02       -138.36  0.3125 -0.2149E+01  0.9641E-03       -134.15  0.3144 -0.2185E+01  0.8837E-03
          0.8358     -149.73  0.3072 -0.1012E+01  0.1021E-02       -140.66  0.3114 -0.1744E+01  0.9639E-03       -134.65  0.3142 -0.1946E+01  0.8837E-03
          0.8858     -155.92  0.3045 -0.5079E+00  0.1022E-02       -143.64  0.3100 -0.1358E+01  0.9637E-03       -135.84  0.3136 -0.1684E+01  0.8836E-03
          0.9358     -162.15  0.3019 -0.1587E+00  0.1023E-02       -147.02  0.3084 -0.1021E+01  0.9635E-03       -137.56  0.3128 -0.1426E+01  0.8836E-03
          0.9679     -165.73  0.3004 -0.3285E-01  0.1024E-02       -149.22  0.3074 -0.8396E+00  0.9634E-03       -138.79  0.3122 -0.1271E+01  0.8836E-03
          1.0000     -168.73  0.2991  0.9675E-02  0.1024E-02       -151.36  0.3064 -0.7022E+00  0.9633E-03       -140.12  0.3116 -0.1135E+01  0.8836E-03
end
